matched_pair,n_qubits,favorable_case_id,control_case_id,favorable_log10_error_advantage,control_log10_error_advantage,delta_log10_error_advantage,favorable_log10_full_bch_advantage,control_log10_full_bch_advantage,delta_log10_full_bch_advantage,favorable_log10_two_body_cancellation_advantage,control_log10_two_body_cancellation_advantage,delta_log10_two_body_cancellation_advantage,favorable_delta_two_body_cross_destructiveness,control_delta_two_body_cross_destructiveness,delta_delta_two_body_cross_destructiveness,favorable_delta_two_body_leave_in_reduction,control_delta_two_body_leave_in_reduction,delta_delta_two_body_leave_in_reduction,favorable_log10_one_two_cancellation_advantage,control_log10_one_two_cancellation_advantage,delta_log10_one_two_cancellation_advantage,favorable_log10_two_two_cancellation_advantage,control_log10_two_two_cancellation_advantage,delta_log10_two_two_cancellation_advantage,favorable_log10_one_one_cancellation_advantage,control_log10_one_one_cancellation_advantage,delta_log10_one_one_cancellation_advantage,favorable_two_body_pair_mass_fraction,control_two_body_pair_mass_fraction,delta_two_body_pair_mass_fraction
12q_heteronuclear,12,Be-H_1.47_hgbs-5_as-005-007,Li-H_1.81_hgbs-5_as-004-008,0.2760405218357183,-0.1714166060757296,0.44745712791144787,0.1702151569577853,-0.0757752715288935,0.2459904284866788,-0.0063764080031951,0.1213196408062983,-0.1276960488094934,3.0013290360009215e-05,-0.0014001947373364,0.0014302080276964093,0.0095357591455951,-0.0248202783885008,0.0343560375340959,-0.0088376017492979,0.1583117958462745,-0.1671493975955724,-0.0141763755400668,0.2342896246971354,-0.2484660002372022,0.002112795986487,0.1192361101289026,-0.1171233141424156,0.6419963618348741,0.65266060310016,-0.010664241265285979
12q_pair_a,12,Li-Li_2.66_hgbs-5_as-006-006,H2O_s-1.00_hgbs-5_as-004-008,0.1157945345747558,-0.1156770600919109,0.2314715946666667,-0.0224848446191585,-0.0730855942300578,0.0506007496108993,-0.000100706967374,0.1424260586172054,-0.14252676558457938,-6.76634138893073e-05,-0.0003192860410026,0.0002516226271132927,-0.0018755652285669,-0.010893870917663,0.009018305689096099,-0.0001361826340932,0.1230498109515859,-0.1231859935856791,-0.0002577513243804,0.0970387639372759,-0.0972965152616563,0.0,0.1369838595841081,-0.1369838595841081,0.896168929443675,0.6948485130618322,0.20132041638184284
14q_diatomic_a,14,Be-Be_2.04_hgbs-5_as-008-006,B-B_1.70_hgbs-5_as-006-008,0.7403603245265012,-0.1945613506373425,0.9349216751638437,0.1840891362122547,-0.0997206491887557,0.28380978540101043,0.1506710163535332,-0.0128967732847534,0.16356778963828658,-0.0029470028329103,-0.0117660505770703,0.00881904774416,0.03931207129011,-0.052425446097944,0.091737517388054,0.1723743003973892,-0.0084238799528807,0.1807981803502699,0.2028492830624924,-0.0070182774567355,0.2098675605192279,0.0992033277093315,0.0,0.0992033277093315,0.8653489410992942,0.7674870199777849,0.09786192112150927
14q_mixed,14,H2O_s-1.00_hgbs-5_as-006-008,F-F_1.28_hgbs-5_as-012-002,0.2928125833390686,-0.1796259406871709,0.47243852402623954,0.1208576637407753,0.3963352686659708,-0.27547760492519546,0.1030892978473071,1.0962993385187947e-05,0.10307833485392191,-1.993910852415848e-05,2.5007796686238315e-05,-4.494690521039679e-05,0.0005401519084382,0.0046217726367105,-0.0040816207282723,0.0860223942582174,0.0,0.0860223942582174,0.0647045966906999,2.0203720588009305e-05,0.06468439297011189,0.1056618267279707,0.0,0.1056618267279707,0.6962786041840969,0.9863198190141524,-0.2900412148300555
16q_diatomic,16,F-F_1.28_hgbs-5_as-014-002,B-B_1.70_hgbs-5_as-006-010,0.0004636541576615,-0.2247981582241979,0.2252618123818594,0.0134261184933132,-0.1137049422511163,0.1271310607444295,8.666181510154365e-05,0.0070259155901988,-0.006939253775097257,0.0002113545235439,-0.0113998143753406,0.0116111688988845,0.002776006855274,-0.0536555928395179,0.056431599694791904,0.0,0.0129020309162411,-0.0129020309162411,0.0001437866937118,0.0097656192384188,-0.009621832544707,0.0,0.0,0.0,0.927835668453007,0.7710829228949853,0.15675274555802177
16q_polyatomic,16,NH3_s-1.00_hgbs-5_as-006-010,Li-H_1.81_hgbs-5_as-004-012,0.0141291378216102,-0.0191488232433085,0.033277961064918704,0.0035963800679687,-0.0511389156039657,0.0547352956719344,0.0108595623866074,0.0258684116984008,-0.0150088493117934,3.0203816868690225e-06,-0.0008223565838759,0.000825376965562769,-0.0001433009148765,-0.0118994548543971,0.0117561539395206,0.0077171499940219,0.0324116020534605,-0.0246944520594386,0.0039956486069061,0.046816736300981,-0.0428210876940749,0.0081754443924594,0.0243836972770614,-0.016208252884602002,0.7016074779168675,0.7579117961350724,-0.05630431821820492
18q_heteronuclear,18,B-H_1.29_hgbs-5_as-006-012,Li-H_1.81_hgbs-5_as-004-014,0.3194648359689328,-0.2187375864531666,0.5382024224220994,0.0233628113031071,-0.0770257460247136,0.1003885573278207,0.0090495125077962,0.0387822635860026,-0.029732751078206398,0.0002543959919647,-0.0017233766987342,0.0019777726906989,0.0004999679744309,-0.0211368937186019,0.0216368616930328,0.0017806231109291,0.0502880283110625,-0.0485074052001334,-0.0228721552330578,0.0768237493652027,-0.0996959045982605,0.0214749693349798,0.036702749989347,-0.015227780654367199,0.7128078009935279,0.8017401849184694,-0.08893238392494152
18q_polyatomic,18,CH4_s-1.00_hgbs-5_as-008-010,Be-H_1.47_hgbs-5_as-005-013,1.6743946667858265,-0.0207969244099007,1.6951915911957272,0.8269623976911713,0.0191974611500095,0.8077649365411618,0.1894344985229882,0.0033642297052346,0.1860702688177536,0.0067010419725046,0.0002217002217909,0.0064793417507137,0.1076371564894755,0.0027969273587621,0.1048402291307134,0.1773104825620349,0.0051750558379097,0.1721354267241252,0.1601635349364774,0.0099772030508289,0.1501863318856485,0.1582016303962607,0.0036338278827865,0.1545678025134742,0.8092179417561158,0.7673448933371193,0.04187304841899653
20q_diatomic,20,B-B_1.70_hgbs-5_as-010-010,Li-H_1.81_hgbs-5_as-004-016,1.4847867429202397,0.2280268573476599,1.25675988557258,0.4016963891850518,0.0241931962401371,0.3775031929449147,0.148197630172598,0.000486338682321,0.14771129149027698,0.0186657811463151,-4.839521643873468e-05,0.018714176362753833,0.1778728025100044,0.0039215389602847,0.1739512635497197,0.1852788389537439,2.3313925009326892e-05,0.18525552502873457,0.2340622663040784,0.0002178181206012,0.2338444481834772,0.0712278251714789,0.0090109289647638,0.0622168962067151,0.8483687067243767,0.8411729935163442,0.007195713208032473
20q_polyatomic,20,H2O_s-1.00_hgbs-5_as-008-012,B-H_1.29_hgbs-5_as-006-014,2.1892314601809617,-0.4318220819371782,2.62105354211814,1.0433804666139996,-0.1071158283595671,1.1504962949735666,0.1866495481525801,-0.0012558235230705,0.1879053716756506,0.0014282691860398,-0.002629951111711,0.0040582202977508,0.1069493056574337,-0.0360097508733122,0.1429590565307459,0.186405361576555,-0.0181555896271646,0.2045609512037196,0.1857451912663912,-0.05398754095467,0.2397327322210612,0.1417229403572208,0.0168724499529025,0.1248504904043183,0.7451603327374954,0.7354638141824986,0.009696518554996758
