case_id,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_pauli_terms,formula_order,evolution_time,trotter_steps,trotter_dt,nominal_exponential_count,exact_evolution_time_seconds,explicit_state_trotter_runtime_seconds,unitary_matrix_power_runtime_seconds,operator_norm_error,state_vector_2norm_error,state_overlap_abs,one_minus_abs_overlap,phase_aligned_state_2norm_error,operator_local_convergence_order,state_vector_local_convergence_order,overlap_error_local_convergence_order,phase_aligned_local_convergence_order
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,0.25,32,0.0078125,832,0.00032454199390485883,1.1833995813503861e-05,2.0042003598064184e-05,2.9344126933809074e-05,1.529216440136499e-05,0.9999999998830751,1.1692491419523776e-10,1.5292149240393764e-05,nan,nan,nan,nan
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,0.5,32,0.015625,832,0.0001268330088350922,1.1500000255182385e-05,9.000010322779417e-06,0.00011714590915529249,6.112839827838254e-05,0.9999999981316681,1.868331933607692e-09,6.112825751823279e-05,nan,nan,nan,nan
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,32,0.03125,832,0.00010066700633615255,1.1708005331456661e-05,8.37500556372106e-06,0.00046486226225768857,0.00024387484942376005,0.999999970263037,2.9736963003124117e-08,0.00024387276602000525,nan,nan,nan,nan
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,2.0,32,0.0625,832,8.570897625759244e-05,1.2083997717127204e-05,9.000010322779417e-06,0.0018007139710386946,0.0009656172716879837,0.9999995338167211,4.661832788688258e-07,0.0009655912995349801,nan,nan,nan,nan
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,4.0,32,0.125,832,0.00014233399997465312,1.2167001841589808e-05,9.25001222640276e-06,0.006337090630154319,0.0037239553493016064,0.9999930666208009,6.933379199103307e-06,0.0037238096619197137,nan,nan,nan,nan
