molecule,L,basis,active_occupied,active_vacant,qubits,scheme,vertices,noncommuting_edges,colors,order,steps,spectral_error,reconstruction_error,file
Be-H,1.88,sto-6g,3,3,6,fermionic_commutation_then_JW,85,1592,7,1,5,0.017025293563199345,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,fermionic_commutation_then_JW,85,1592,7,1,10,0.008461727587094243,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,fermionic_commutation_then_JW,85,1592,7,2,1,0.023623299641488703,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,fermionic_commutation_then_JW,85,1592,7,2,2,0.006367252080709222,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,fermionic_commutation_then_JW,85,1592,7,2,5,0.0010401832503194538,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,fermionic_commutation_then_JW,85,1592,7,2,10,0.0002608176436804403,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,JW_Pauli_string_commutation,62,760,6,1,1,0.04704187104131919,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,JW_Pauli_string_commutation,62,760,6,1,2,0.023423996451740974,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,JW_Pauli_string_commutation,62,760,6,1,5,0.009356699811886707,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,JW_Pauli_string_commutation,62,760,6,1,10,0.004677044290874294,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,JW_Pauli_string_commutation,62,760,6,2,1,0.004026246942044521,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,JW_Pauli_string_commutation,62,760,6,2,2,0.000999071807369354,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,JW_Pauli_string_commutation,62,760,6,2,5,0.00015952182568046192,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
Be-H,1.88,sto-6g,3,3,6,JW_Pauli_string_commutation,62,760,6,2,10,3.9868733967670677e-05,1.243461855805117e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-H/1.88/sto-6g/Be-H_1.88_sto-6g_as-003-003_jw.dat
H-H,0.51,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.011302738430977169,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.005498307994234648,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.002183258305411921,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.001090499652119769,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,0.002985344288850949,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,0.0007224450914948288,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,0.00011458177916015864,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,2.8609903787840733e-05,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.011302738430977302,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.005498307994234777,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,0.0021832583054123846,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,0.001090499652119555,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,0.0015415016940971932,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,0.00036430942000205814,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,5.7404862851476576e-05,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,1.432011597640229e-05,5.551115123125783e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002_jw.dat
H-H,0.51,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,1,1,0.07519665816532926,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,1,2,0.03727350810115963,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,1,5,0.01487182328773742,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,1,10,0.007432817187108626,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,2,1,0.01634084655610872,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,2,2,0.004247962896351658,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,2,5,0.0006870494004129953,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,2,10,0.0001720264990166461,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,1,1,0.08130143542601441,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,1,2,0.04024920801919054,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,1,5,0.01604271731414519,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,1,10,0.008014859474284998,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,2,1,0.007727391840878565,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,2,2,0.0019006477544248428,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,2,5,0.00030277014468937496,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,2,10,7.564544828125035e-05,1.2212696851388343e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004_jw.dat
H-H,0.51,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.1671127005019615,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.07839090370226375,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.030848493063422758,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.015389075148593544,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,0.06489837071960736,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,0.015070323243878537,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,0.0023652307713136174,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,0.0005897091085536467,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.16711270050196148,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.0783909037022637,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,0.030848493063421828,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,0.015389075148594202,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,0.03600915891418941,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,0.007988362342310444,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,0.0012383514035883665,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.51,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,0.00030821125970507496,6.661338147750939e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.51/sto-6g/H-H_0.51_sto-6g_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.016333234432198297,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.008020028921770443,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.0031922834942009646,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.001595030092772605,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,0.003530534450286535,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,0.000863822528778135,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,0.0001374008573955607,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,3.432153302300782e-05,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.016333234432198543,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.008020028921770919,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,0.0031922834942009434,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,0.0015950300927708913,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,0.0018083842526825707,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,0.00043556533997398777,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,6.898095640037168e-05,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,1.7220165741300006e-05,9.992007221626409e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002_jw.dat
H-H,0.7,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,1,1,0.06634678527047319,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,1,2,0.03265516979685564,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,1,5,0.01271452257494194,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,1,10,0.006281608898230732,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,2,1,0.014083215538209036,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,2,2,0.0036517843267777437,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,2,5,0.0005902267810843344,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,fermionic_commutation_then_JW,85,1592,7,2,10,0.00014776953215630257,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,1,1,0.0681810642580318,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,1,2,0.03381938497382627,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,1,5,0.013484312645695752,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,1,10,0.006736511439799806,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,2,1,0.005728178722084984,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,2,2,0.0014035220329072467,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,2,5,0.00022333262273559518,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,hgbs-5,2,4,6,JW_Pauli_string_commutation,62,760,6,2,10,5.578959540199679e-05,1.0426743440343903e-15,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004_jw.dat
H-H,0.7,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.13835298365475096,2.220446049250313e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/sto-6g/H-H_0.70_sto-6g_as-002-002_jw.dat
H-H,0.7,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.06694899109403589,2.220446049250313e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/sto-6g/H-H_0.70_sto-6g_as-002-002_jw.dat
H-H,0.7,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.026544755698336846,2.220446049250313e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/sto-6g/H-H_0.70_sto-6g_as-002-002_jw.dat
H-H,0.7,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.013255850139279534,2.220446049250313e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/sto-6g/H-H_0.70_sto-6g_as-002-002_jw.dat
H-H,0.7,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,0.039144860531196625,2.220446049250313e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/sto-6g/H-H_0.70_sto-6g_as-002-002_jw.dat
H-H,0.7,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,0.00942008240448572,2.220446049250313e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/sto-6g/H-H_0.70_sto-6g_as-002-002_jw.dat
H-H,0.7,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,0.0014916645473686358,2.220446049250313e-16,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/H-H/0.70/sto-6g/H-H_0.70_sto-6g_as-002-002_jw.dat
