molecule,L,basis,active_occupied,active_vacant,qubits,scheme,vertices,noncommuting_edges,colors,order,steps,spectral_error,reconstruction_error,file
B-H,1.29,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,0.001300984949339383,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,0.0003260698128577421,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.10311871802928468,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.0584159533371821,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.024171142396055147,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.012143588159508998,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.02436418058185093,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,0.006416402481560824,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,0.0010416161190655445,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.29,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,0.0002609432136106038,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.002294848971262513,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.0011434277674040594,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.00045692722951335676,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.00022843197569261624,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,0.00022060888326900575,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,5.492219932744529e-05,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,8.7773249365753e-06,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,2.193966677007118e-06,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.0022948489712631467,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.0011434277674051592,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,0.0004569272295143469,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,0.00022843197569292676,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,0.00011092489193413085,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,2.7529833466805314e-05,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,4.395826750249709e-06,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,1.098637840319536e-06,1.7763568394002505e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-002_jw.dat
B-H,1.64,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.008026042245169222,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,2,0.004137646122147434,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,5,0.0016691529754153432,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,10,0.0008355810588723162,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,1,0.0013846655097157687,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,2,0.00035304386738395404,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,5.679786136843306e-05,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,1.4210591339787175e-05,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.00397853112956411,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.001997394327980503,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.0007998472317947646,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.00039998311077694406,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.00038279874193410655,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,9.599674735070288e-05,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,1.537280010565041e-05,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,3.843675866871088e-06,2.4868995751603507e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/hgbs-5/B-H_1.64_hgbs-5_as-002-004_jw.dat
B-H,1.64,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.00755041261680222,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.0037700171447468756,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.0015074270908916794,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.0007536721588088682,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,0.0004470443585975853,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,0.00011157936558015481,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,1.7844574717629543e-05,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,4.460853705442766e-06,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.007550412616799086,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.003770017144743301,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,0.00150742709088947,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,0.0007536721588071245,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,0.000247216365380492,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,6.164880802846256e-05,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,9.856870564567898e-06,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,2.463969997001424e-06,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.06704989663700034,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,2,0.03662821043771319,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,5,0.015009144010576193,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,10,0.007530038225265936,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,1,0.020879777004627585,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,2,0.0055363089856793,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,0.0009003376526746826,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,0.00022560644380228474,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.07061990193223408,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.03966421097624528,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.016375147028919533,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.008224266228850741,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.015423724634034115,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,0.004035478232567827,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,0.0006539136648739648,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,0.00016377435429378078,2.842170943040401e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.0004447885524015633,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.000222384962246627,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,8.895294173942433e-05,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,4.447639635952297e-05,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,4.202781698037806e-06,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,1.050644974963964e-06,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,1.681009393323609e-07,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,4.202515808202002e-08,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.00044478855240587034,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.0002223849622504566,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,8.895294174250592e-05,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,4.447639636338858e-05,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,3.1550945066056716e-06,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,7.88729449094769e-07,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,1.261947374849689e-07,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,3.154861839612645e-08,1.4210854715202004e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.016202122718225933,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,2,0.008379386473233129,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,5,0.003383325011120633,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,10,0.0016939240518654569,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,1,0.00217968927055105,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,2,0.0005543201392368449,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,8.911594603784198e-05,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,2.22941883941183e-05,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.009213585414913187,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.004653326429215005,2.1316282072803006e-14,/Users/albertlee0125/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
