molecule,L,basis,active_occupied,active_vacant,qubits,scheme,vertices,noncommuting_edges,colors,order,steps,spectral_error,reconstruction_error,file
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,9.856870562219249e-06,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,2.463969992402292e-06,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-002_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.0670498966369981,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,2,0.03662821043771333,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,5,0.015009144010578632,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,10,0.0075300382252671055,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,1,0.020879777004628536,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,2,0.005536308985680145,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,0.0009003376526773917,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,0.00022560644380335064,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.07061990193223734,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.039664210976250315,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.01637514702892726,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.008224266228859948,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.015423724634040438,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,0.004035478232574188,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,0.0006539136648847379,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
B-H,1.64,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,0.00016377435430503902,4.263256414560601e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-H/1.64/sto-6g/B-H_1.64_sto-6g_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.00044478855240190265,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.0002223849622466079,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,8.895294173998363e-05,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,4.447639636188531e-05,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,4.202781697077408e-06,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,1.0506449742475876e-06,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,1.681009401335049e-07,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,4.202515736794057e-08,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.00044478855240024794,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.00022238496224490686,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,8.895294173704982e-05,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,4.44763963583254e-05,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,3.1550945019662663e-06,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,7.887294431989744e-07,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,1.2619473339851726e-07,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,3.15486161704483e-08,7.105427357601002e-15,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-002_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.01620212271820704,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,2,0.00837938647321518,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,5,0.0033833250111100395,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,10,0.0016939240518572358,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,1,0.002179689270542154,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,2,0.0005543201392299969,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,8.911594603182303e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,2.2294188387761662e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.009213585414886573,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.004653326429198421,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.0018665423154093368,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.0009336400025716981,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.0006089464510715861,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,0.00015294349590639565,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,2.450270527711629e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,6.12681079738931e-06,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/hgbs-5/Be-Be_1.63_hgbs-5_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,6.765440513031044e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,3.382612529551165e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,1.3530329472668494e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,6.765156120352131e-06,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,3.1540874006527604e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,7.884702171090886e-08,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,1.2615289395775898e-08,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,3.1538118187440658e-09,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,6.765440513059862e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,3.3826125295887046e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,1.3530329473998625e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,6.765156122063473e-06,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,6.215998719533241e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,1.553940487038031e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,2.4862789474797226e-08,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,6.215694049924456e-09,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-002_jw.dat
Be-Be,1.63,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.031553552761427364,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,2,0.016532452450610254,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,5,0.006698989426445629,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,10,0.0033556418119404354,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,1,0.005485603596171292,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,2,0.0014071780947042143,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,0.00022677211789243334,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,5.675120240976286e-05,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.03127165747537479,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.016376695763479044,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.006635154349959153,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.0033236378779794933,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.004917642454979093,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,0.001258324099596528,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,0.00020264273489594334,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,1.63,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,5.070764024927347e-05,1.7763568394002505e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/1.63/sto-6g/Be-Be_1.63_sto-6g_as-002-004_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.001369233202799238,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.0006843301617704913,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.0002737000130195608,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.00013684771763384506,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,4.53963882142608e-05,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,1.1343427050511454e-05,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,1.814694527393745e-06,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,4.536645743916777e-07,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.0013692332028038161,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.000684330161774915,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,0.00027370001302359976,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,0.0001368477176372802,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,2.3516297125390674e-05,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,5.874162369701022e-06,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,9.396461426720931e-07,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,2.3490369396927303e-07,2.1316282072803006e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-002_jw.dat
Be-Be,2.24,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.012105309747151688,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/Be-Be/2.24/hgbs-5/Be-Be_2.24_hgbs-5_as-002-004_jw.dat
