molecule,fermionic_graph_vertices,jw_pauli_graph_vertices,jw_vertex_expansion_factor,fermionic_candidate_pairs,jw_candidate_pairs,jw_pair_search_expansion_factor,fermionic_noncommuting_edges,jw_noncommuting_edges,jw_edge_expansion_factor,fermionic_greedy_colors,jw_greedy_colors,jw_color_expansion_factor,pair_search_reduction_using_fermions,jw_uncombined_pauli_strings,jw_unique_pauli_strings,jw_pauli_duplication_ratio
C1-O1_sto-3g_singlet_CO_1.128,1232,2328,1.8896103896103895,758296,2708628,3.571992994819965,402448,912928,2.268437164552936,101,54,0.5346534653465347,0.720044243801659,7840,2328,3.3676975945017182
