representation,number_of_vertices,number_of_possible_pairs,number_of_noncommuting_edges,graph_density,average_degree,maximum_degree,largest_first_greedy_colors,color_group_sizes,pair_analysis_runtime_seconds,coloring_runtime_seconds,total_graph_runtime_seconds
Hermitian fermionic terms,1232,758296,402448,0.5307267874286559,653.3246753246754,,101,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 13, 12, 12, 13, 12, 16, 12, 12, 8, 14, 14, 12, 14, 14, 10, 12, 10, 8, 12, 11, 8, 10, 10, 12, 10, 11, 12, 10, 10, 11, 10, 10, 10, 11, 10, 10, 14, 10, 11, 10, 11, 8, 10, 10, 8, 8, 8, 8, 8, 15, 13, 12, 11, 13, 14, 13, 11, 10, 8, 8, 8, 10, 8, 8, 8, 8, 14, 14, 21, 16, 39, 36, 23, 12, 14, 26, 26, 15, 22, 15, 14, 11, 10, 11, 8, 11, 9, 9, 4]",,,
JW Pauli strings,2328,2708628,912928,0.3370444372575341,784.3024054982818,912.0,54,"[48, 120, 80, 80, 64, 72, 48, 48, 56, 64, 48, 38, 48, 38, 28, 28, 22, 22, 16, 32, 32, 16, 16, 40, 40, 16, 38, 36, 38, 84, 18, 78, 84, 88, 80, 48, 80, 68, 72, 22, 44, 26, 34, 30, 40, 16, 26, 28, 18, 28, 12, 16, 8, 8]",0.0224492499983171,0.03182733300491236,0.06125858299492393
