molecule,n_qubits,mapping,decomposition,ordering,time_t,trotter_steps,suzuki_order,number_of_exponentials,state_based_error,state_infidelity,state_overlap_abs,operator_compilation_seconds,trotter_runtime_seconds
C1-O1_sto-3g_singlet_CO_1.128,16,JW,fermionic terms,raw fermionic order,1.0,1,1,1233,1.3652574564420126,0.8113972359511682,0.43428419732800755,0.05260945799818728,191.17851920900284
C1-O1_sto-3g_singlet_CO_1.128,16,JW,fermionic terms,fermionic-color order,1.0,1,1,1233,0.5867832811584681,0.3146667214115325,0.8278485843368143,0.05065183300757781,220.04641391600308
C1-O1_sto-3g_singlet_CO_1.128,16,JW,unique JW Pauli strings,OpenFermion order,1.0,1,1,2329,0.9703398254194366,0.6366607972113691,0.6027762460388024,0.021959958001389168,105.58165979200567
C1-O1_sto-3g_singlet_CO_1.128,16,JW,unique JW Pauli strings,JW-color order,1.0,1,1,2329,0.3550010335293169,0.12147057670475125,0.9372990042111689,0.01752454199595377,91.4034017919912
