molecule,n_qubits,mapping,decomposition,ordering,time_t,trotter_steps,suzuki_order,number_of_exponentials,state_based_error,state_infidelity,state_overlap_abs,operator_compilation_seconds,trotter_runtime_seconds
H6_sto-3g_singlet_H6_0.7414,12,JW,fermionic terms,raw fermionic order,1.0,1,1,499,0.8524029645445085,0.5795619007964012,0.6484119826187659,0.013716208002733765,3.534654083003261
H6_sto-3g_singlet_H6_0.7414,12,JW,fermionic terms,fermionic-color order,1.0,1,1,499,0.3443506802412295,0.11368519508933783,0.9414429376816538,0.013278917002025992,3.4094411250007397
H6_sto-3g_singlet_H6_0.7414,12,JW,unique JW Pauli strings,OpenFermion order,1.0,1,1,919,0.39976454239935655,0.15296941717399726,0.9203426442505002,0.0044190829976287205,1.4949111659989285
H6_sto-3g_singlet_H6_0.7414,12,JW,unique JW Pauli strings,JW-color order,1.0,1,1,919,0.2705665801894351,0.07011437841874413,0.9643057718282391,0.004387292003229959,1.511737583001377
