mapping,class_id,operator_error_rank,operator_error,state_error,commutator_surrogate,predicted_leading_error,surrogate_rank,tags,order_indices,order_labels
bk,3612,94,0.024372065768669963,0.0044373941608365115,0.040388595809263836,0.020194297904631918,90,,4 0 6 7 8 9 10 11 1 2 3 5 12 13,P0004 P0000 P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0002 P0003 P0005 P0012 P0013
bk,5161,95,0.024372065768669963,0.004437394160836672,0.040388595809263836,0.020194297904631918,91,,5 3 6 7 8 9 10 12 13 0 1 2 4 11,P0005 P0003 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0001 P0002 P0004 P0011
bk,4057,96,0.024372065768669966,0.0044373941608365115,0.040388595809263836,0.020194297904631918,92,,4 3 6 7 8 9 10 11 0 1 2 5 12 13,P0004 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0002 P0005 P0012 P0013
bk,4716,97,0.02437206576867011,0.004437394160836672,0.040388595809263836,0.020194297904631918,93,,5 0 6 7 8 9 10 12 13 1 2 3 4 11,P0005 P0000 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0002 P0003 P0004 P0011
bk,4900,98,0.024372065768670112,0.004437394160836672,0.040388595809263836,0.020194297904631918,94,,5 1 6 7 8 9 10 12 13 0 2 3 4 11,P0005 P0001 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0002 P0003 P0004 P0011
bk,54,389,0.029895213383630513,0.02002080369488402,0.040388595809263836,0.020194297904631918,95,,0 1 4 5 6 7 8 9 10 11 2 12 13 3,P0000 P0001 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0012 P0013 P0003
bk,55,390,0.029895213383630513,0.02002080369488402,0.040388595809263836,0.020194297904631918,96,,0 1 4 5 6 7 8 9 10 11 3 12 13 2,P0000 P0001 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0003 P0012 P0013 P0002
bk,2009,391,0.029895213383630513,0.02002080369488402,0.040388595809263836,0.020194297904631918,97,,2 3 4 5 6 7 8 9 10 11 0 12 13 1,P0002 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0012 P0013 P0001
bk,2010,392,0.029895213383630513,0.02002080369488402,0.040388595809263836,0.020194297904631918,98,,2 3 4 5 6 7 8 9 10 11 1 12 13 0,P0002 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0012 P0013 P0000
bk,58,393,0.029895213383630534,0.020020803694884005,0.040388595809263836,0.020194297904631918,99,,0 1 4 5 6 7 8 9 10 12 13 2 11 3,P0000 P0001 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0011 P0003
bk,59,394,0.029895213383630534,0.020020803694884005,0.040388595809263836,0.020194297904631918,100,,0 1 4 5 6 7 8 9 10 12 13 3 11 2,P0000 P0001 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0011 P0002
bk,2013,395,0.029895213383630534,0.020020803694884005,0.040388595809263836,0.020194297904631918,101,,2 3 4 5 6 7 8 9 10 12 13 0 11 1,P0002 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0011 P0001
bk,2014,396,0.029895213383630534,0.020020803694884005,0.040388595809263836,0.020194297904631918,102,,2 3 4 5 6 7 8 9 10 12 13 1 11 0,P0002 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0011 P0000
bk,976,397,0.029895213383630555,0.020020803694884008,0.040388595809263836,0.020194297904631918,103,,0 6 7 8 9 10 12 13 1 4 5 11 2 3,P0000 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0004 P0005 P0011 P0002 P0003
