mapping,class_id,operator_error_rank,operator_error,state_error,commutator_surrogate,predicted_leading_error,surrogate_rank,tags,order_indices,order_labels
bk,3411,1474,0.043702490419657736,0.00840890811435648,0.09012955153686705,0.045064775768433527,1618,,3 6 7 8 9 10 12 13 1 5 11 0 4 2,P0003 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0005 P0011 P0000 P0004 P0002
bk,1026,1479,0.04370249041965776,0.00840890811435648,0.09012955153686705,0.045064775768433527,1619,,0 6 7 8 9 10 12 13 2 5 11 1 4 3,P0000 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0005 P0011 P0001 P0004 P0003
bk,1977,1480,0.04370249041965776,0.00840890811435648,0.09012955153686705,0.045064775768433527,1620,,1 6 7 8 9 10 12 13 3 5 11 0 4 2,P0001 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0005 P0011 P0000 P0004 P0002
bk,2699,1481,0.04370249041965776,0.00840890811435648,0.09012955153686705,0.045064775768433527,1621,,2 6 7 8 9 10 12 13 0 5 11 3 4 1,P0002 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0005 P0011 P0003 P0004 P0001
bk,3412,1482,0.04370249041965776,0.00840890811435648,0.09012955153686705,0.045064775768433527,1622,,3 6 7 8 9 10 12 13 1 5 11 2 4 0,P0003 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0005 P0011 P0002 P0004 P0000
bk,5448,1623,0.04632963782709243,0.04632963782709246,0.09012955153686705,0.045064775768433527,1623,,6 7 8 9 10 11 0 1 3 4 12 13 2 5,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0003 P0004 P0012 P0013 P0002 P0005
bk,6462,1624,0.046329637827092436,0.0463296378270924,0.09012955153686705,0.045064775768433527,1624,,6 7 8 9 10 12 13 1 2 3 5 11 0 4,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0002 P0003 P0005 P0011 P0000 P0004
bk,5441,1627,0.04632963782709244,0.04632963782709246,0.09012955153686705,0.045064775768433527,1625,,6 7 8 9 10 11 0 1 2 4 12 13 3 5,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0002 P0004 P0012 P0013 P0003 P0005
bk,5486,1628,0.04632963782709244,0.04632963782709246,0.09012955153686705,0.045064775768433527,1626,,6 7 8 9 10 11 0 2 3 4 12 13 1 5,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0002 P0003 P0004 P0012 P0013 P0001 P0005
bk,5670,1629,0.04632963782709244,0.04632963782709246,0.09012955153686705,0.045064775768433527,1627,,6 7 8 9 10 11 1 2 3 4 12 13 0 5,P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0002 P0003 P0004 P0012 P0013 P0000 P0005
bk,6278,1630,0.04632963782709244,0.0463296378270924,0.09012955153686705,0.045064775768433527,1628,,6 7 8 9 10 12 13 0 2 3 5 11 1 4,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0002 P0003 P0005 P0011 P0001 P0004
bk,6240,1634,0.04632963782709246,0.0463296378270924,0.09012955153686705,0.045064775768433527,1629,,6 7 8 9 10 12 13 0 1 3 5 11 2 4,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0001 P0003 P0005 P0011 P0002 P0004
bk,6233,1637,0.04632963782709249,0.0463296378270924,0.09012955153686705,0.045064775768433527,1630,,6 7 8 9 10 12 13 0 1 2 5 11 3 4,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0001 P0002 P0005 P0011 P0003 P0004
bk,5490,1709,0.04910248039147313,0.04910248039147314,0.09948191145520636,0.04974095572760318,1631,,6 7 8 9 10 11 0 2 4 1 3 5 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0002 P0004 P0001 P0003 P0005 P0012 P0013
bk,5705,1710,0.04910248039147313,0.04910248039147314,0.09948191145520636,0.04974095572760318,1632,,6 7 8 9 10 11 1 3 4 0 2 5 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0003 P0004 P0000 P0002 P0005 P0012 P0013
bk,6325,1711,0.04910248039147313,0.049102480391473094,0.09948191145520636,0.04974095572760318,1633,,6 7 8 9 10 12 13 0 3 5 1 2 4 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0003 P0005 P0001 P0002 P0004 P0011
bk,6478,1712,0.04910248039147313,0.049102480391473094,0.09948191145520636,0.04974095572760318,1634,,6 7 8 9 10 12 13 1 2 5 0 3 4 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0002 P0005 P0000 P0003 P0004 P0011
bk,5452,1717,0.04910248039147314,0.04910248039147314,0.09948191145520636,0.04974095572760318,1635,,6 7 8 9 10 11 0 1 4 2 3 5 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0004 P0002 P0003 P0005 P0012 P0013
bk,5521,1718,0.04910248039147314,0.04910248039147314,0.09948191145520636,0.04974095572760318,1636,,6 7 8 9 10 11 0 3 4 1 2 5 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0003 P0004 P0001 P0002 P0005 P0012 P0013
bk,5674,1719,0.04910248039147314,0.04910248039147314,0.09948191145520636,0.04974095572760318,1637,,6 7 8 9 10 11 1 2 4 0 3 5 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0002 P0004 P0000 P0003 P0005 P0012 P0013
bk,5851,1720,0.04910248039147314,0.04910248039147314,0.09948191145520636,0.04974095572760318,1638,,6 7 8 9 10 11 2 3 4 0 1 5 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0003 P0004 P0000 P0001 P0005 P0012 P0013
bk,6256,1721,0.049102480391473156,0.049102480391473094,0.09948191145520636,0.04974095572760318,1639,,6 7 8 9 10 12 13 0 1 5 2 3 4 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0001 P0005 P0002 P0003 P0004 P0011
bk,6655,1722,0.049102480391473156,0.049102480391473094,0.09948191145520636,0.04974095572760318,1640,,6 7 8 9 10 12 13 2 3 5 0 1 4 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0003 P0005 P0000 P0001 P0004 P0011
bk,6294,1725,0.049102480391473295,0.049102480391473094,0.09948191145520636,0.04974095572760318,1641,,6 7 8 9 10 12 13 0 2 5 1 3 4 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0002 P0005 P0001 P0003 P0004 P0011
bk,6509,1726,0.049102480391473295,0.049102480391473094,0.09948191145520636,0.04974095572760318,1642,,6 7 8 9 10 12 13 1 3 5 0 2 4 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0003 P0005 P0000 P0002 P0004 P0011
bk,6127,1617,0.04614120532921327,1.442222014787673e-16,0.09948191145520638,0.04974095572760319,1643,,6 7 8 9 10 11 12 13 0 2 3 4 5 1,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0002 P0003 P0004 P0005 P0001
bk,6114,1620,0.04614120532921329,1.442222014787673e-16,0.09948191145520638,0.04974095572760319,1644,,6 7 8 9 10 11 12 13 0 1 2 4 5 3,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0001 P0002 P0004 P0005 P0003
bk,6117,1621,0.04614120532921329,1.442222014787673e-16,0.09948191145520638,0.04974095572760319,1645,,6 7 8 9 10 11 12 13 0 1 3 4 5 2,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0001 P0003 P0004 P0005 P0002
bk,6159,1622,0.04614120532921329,1.442222014787673e-16,0.09948191145520638,0.04974095572760319,1646,,6 7 8 9 10 11 12 13 1 2 3 4 5 0,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0002 P0003 P0004 P0005 P0000
bk,126,1643,0.047915950991719435,4.443059973708341e-17,0.09948191145520638,0.04974095572760319,1647,,0 1 6 7 8 9 10 11 12 13 2 4 5 3,P0000 P0001 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0004 P0005 P0003
bk,129,1644,0.047915950991719435,4.443059973708341e-17,0.09948191145520638,0.04974095572760319,1648,,0 1 6 7 8 9 10 11 12 13 3 4 5 2,P0000 P0001 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0003 P0004 P0005 P0002
bk,2081,1645,0.047915950991719435,4.443059973708341e-17,0.09948191145520638,0.04974095572760319,1649,,2 3 6 7 8 9 10 11 12 13 0 4 5 1,P0002 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0004 P0005 P0001
bk,2084,1646,0.047915950991719435,4.443059973708341e-17,0.09948191145520638,0.04974095572760319,1650,,2 3 6 7 8 9 10 11 12 13 1 4 5 0,P0002 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0004 P0005 P0000
bk,428,1647,0.04835455087655641,0.030842576387501083,0.09948191145520638,0.04974095572760319,1651,,0 4 1 6 7 8 9 10 11 12 13 2 5 3,P0000 P0004 P0001 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0005 P0003
bk,429,1648,0.04835455087655641,0.030842576387501083,0.09948191145520638,0.04974095572760319,1652,,0 4 1 6 7 8 9 10 11 12 13 3 5 2,P0000 P0004 P0001 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0003 P0005 P0002
bk,658,1649,0.04835455087655641,0.03084257638750108,0.09948191145520638,0.04974095572760319,1653,,0 5 1 6 7 8 9 10 11 12 13 2 4 3,P0000 P0005 P0001 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0004 P0003
bk,659,1650,0.04835455087655641,0.03084257638750108,0.09948191145520638,0.04974095572760319,1654,,0 5 1 6 7 8 9 10 11 12 13 3 4 2,P0000 P0005 P0001 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0003 P0004 P0002
bk,1348,1651,0.04835455087655641,0.030842576387501083,0.09948191145520638,0.04974095572760319,1655,,1 4 0 6 7 8 9 10 11 12 13 2 5 3,P0001 P0004 P0000 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0005 P0003
bk,1349,1652,0.04835455087655641,0.030842576387501083,0.09948191145520638,0.04974095572760319,1656,,1 4 0 6 7 8 9 10 11 12 13 3 5 2,P0001 P0004 P0000 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0003 P0005 P0002
bk,1578,1653,0.04835455087655641,0.03084257638750108,0.09948191145520638,0.04974095572760319,1657,,1 5 0 6 7 8 9 10 11 12 13 2 4 3,P0001 P0005 P0000 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0004 P0003
bk,1579,1654,0.04835455087655641,0.03084257638750108,0.09948191145520638,0.04974095572760319,1658,,1 5 0 6 7 8 9 10 11 12 13 3 4 2,P0001 P0005 P0000 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0003 P0004 P0002
bk,2207,1655,0.04835455087655641,0.030842576387501083,0.09948191145520638,0.04974095572760319,1659,,2 4 3 6 7 8 9 10 11 12 13 0 5 1,P0002 P0004 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0005 P0001
bk,2208,1656,0.04835455087655641,0.030842576387501083,0.09948191145520638,0.04974095572760319,1660,,2 4 3 6 7 8 9 10 11 12 13 1 5 0,P0002 P0004 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0005 P0000
bk,2437,1657,0.04835455087655641,0.03084257638750108,0.09948191145520638,0.04974095572760319,1661,,2 5 3 6 7 8 9 10 11 12 13 0 4 1,P0002 P0005 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0004 P0001
bk,2438,1658,0.04835455087655641,0.03084257638750108,0.09948191145520638,0.04974095572760319,1662,,2 5 3 6 7 8 9 10 11 12 13 1 4 0,P0002 P0005 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0004 P0000
bk,2882,1659,0.04835455087655641,0.030842576387501083,0.09948191145520638,0.04974095572760319,1663,,3 4 2 6 7 8 9 10 11 12 13 0 5 1,P0003 P0004 P0002 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0005 P0001
bk,2883,1660,0.04835455087655641,0.030842576387501083,0.09948191145520638,0.04974095572760319,1664,,3 4 2 6 7 8 9 10 11 12 13 1 5 0,P0003 P0004 P0002 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0005 P0000
bk,3112,1661,0.04835455087655641,0.03084257638750108,0.09948191145520638,0.04974095572760319,1665,,3 5 2 6 7 8 9 10 11 12 13 0 4 1,P0003 P0005 P0002 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0004 P0001
bk,3113,1662,0.04835455087655641,0.03084257638750108,0.09948191145520638,0.04974095572760319,1666,,3 5 2 6 7 8 9 10 11 12 13 1 4 0,P0003 P0005 P0002 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0004 P0000
bk,312,1691,0.049051971610253056,0.030842576387501076,0.09948191145520638,0.04974095572760319,1667,,0 3 4 6 7 8 9 10 11 12 13 1 2 5,P0000 P0003 P0004 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0002 P0005
bk,1117,1692,0.049051971610253056,0.030842576387501076,0.09948191145520638,0.04974095572760319,1668,,1 2 4 6 7 8 9 10 11 12 13 0 3 5,P0001 P0002 P0004 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0003 P0005
bk,229,1693,0.04905197161025306,0.0308425763875011,0.09948191145520638,0.04974095572760319,1669,,0 2 5 6 7 8 9 10 11 12 13 1 3 4,P0000 P0002 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0003 P0004
bk,1264,1694,0.04905197161025306,0.0308425763875011,0.09948191145520638,0.04974095572760319,1670,,1 3 5 6 7 8 9 10 11 12 13 0 2 4,P0001 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0002 P0004
bk,6129,1727,0.049252708694111434,0.03084257638750107,0.09948191145520638,0.04974095572760319,1671,,6 7 8 9 10 11 12 13 0 2 4 1 3 5,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0002 P0004 P0001 P0003 P0005
bk,6133,1728,0.049252708694111434,0.030842576387501097,0.09948191145520638,0.04974095572760319,1672,,6 7 8 9 10 11 12 13 0 2 5 1 3 4,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0002 P0005 P0001 P0003 P0004
bk,6168,1729,0.049252708694111434,0.03084257638750107,0.09948191145520638,0.04974095572760319,1673,,6 7 8 9 10 11 12 13 1 3 4 0 2 5,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0003 P0004 P0000 P0002 P0005
bk,6172,1730,0.049252708694111434,0.030842576387501097,0.09948191145520638,0.04974095572760319,1674,,6 7 8 9 10 11 12 13 1 3 5 0 2 4,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0003 P0005 P0000 P0002 P0004
bk,6119,1731,0.04925270869411144,0.03084257638750107,0.09948191145520638,0.04974095572760319,1675,,6 7 8 9 10 11 12 13 0 1 4 2 3 5,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0001 P0004 P0002 P0003 P0005
bk,6123,1732,0.04925270869411144,0.030842576387501097,0.09948191145520638,0.04974095572760319,1676,,6 7 8 9 10 11 12 13 0 1 5 2 3 4,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0001 P0005 P0002 P0003 P0004
bk,6136,1733,0.04925270869411144,0.03084257638750107,0.09948191145520638,0.04974095572760319,1677,,6 7 8 9 10 11 12 13 0 3 4 1 2 5,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0003 P0004 P0001 P0002 P0005
bk,6140,1734,0.04925270869411144,0.030842576387501097,0.09948191145520638,0.04974095572760319,1678,,6 7 8 9 10 11 12 13 0 3 5 1 2 4,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0003 P0005 P0001 P0002 P0004
bk,6161,1735,0.04925270869411144,0.03084257638750107,0.09948191145520638,0.04974095572760319,1679,,6 7 8 9 10 11 12 13 1 2 4 0 3 5,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0002 P0004 P0000 P0003 P0005
bk,6165,1736,0.04925270869411144,0.030842576387501097,0.09948191145520638,0.04974095572760319,1680,,6 7 8 9 10 11 12 13 1 2 5 0 3 4,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0002 P0005 P0000 P0003 P0004
bk,6190,1737,0.04925270869411144,0.03084257638750107,0.09948191145520638,0.04974095572760319,1681,,6 7 8 9 10 11 12 13 2 3 4 0 1 5,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0003 P0004 P0000 P0001 P0005
bk,6194,1738,0.04925270869411144,0.030842576387501097,0.09948191145520638,0.04974095572760319,1682,,6 7 8 9 10 11 12 13 2 3 5 0 1 4,P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0003 P0005 P0000 P0001 P0004
bk,1426,1615,0.04614120532921325,1.3597399555105182e-16,0.09948191145520639,0.049740955727603196,1683,,1 4 5 0 2 3 6 7 8 9 10 11 12 13,P0001 P0004 P0005 P0000 P0002 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013
bk,2216,1616,0.046141205329213265,1.3597399555105182e-16,0.09948191145520639,0.049740955727603196,1684,,2 4 5 0 1 3 6 7 8 9 10 11 12 13,P0002 P0004 P0005 P0000 P0001 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013
bk,506,1618,0.04614120532921328,1.3597399555105182e-16,0.09948191145520639,0.049740955727603196,1685,,0 4 5 1 2 3 6 7 8 9 10 11 12 13,P0000 P0004 P0005 P0001 P0002 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013
bk,2891,1619,0.04614120532921329,1.3597399555105182e-16,0.09948191145520639,0.049740955727603196,1686,,3 4 5 0 1 2 6 7 8 9 10 11 12 13,P0003 P0004 P0005 P0000 P0001 P0002 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013
bk,516,1639,0.047915950991719414,4.8074067159589095e-17,0.09948191145520639,0.049740955727603196,1687,,0 4 5 1 6 7 8 9 10 11 12 13 2 3,P0000 P0004 P0005 P0001 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0003
bk,1436,1640,0.047915950991719414,4.8074067159589095e-17,0.09948191145520639,0.049740955727603196,1688,,1 4 5 0 6 7 8 9 10 11 12 13 2 3,P0001 P0004 P0005 P0000 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0003
bk,2243,1641,0.047915950991719414,4.8074067159589095e-17,0.09948191145520639,0.049740955727603196,1689,,2 4 5 3 6 7 8 9 10 11 12 13 0 1,P0002 P0004 P0005 P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0001
bk,2918,1642,0.047915950991719414,4.8074067159589095e-17,0.09948191145520639,0.049740955727603196,1690,,3 4 5 2 6 7 8 9 10 11 12 13 0 1,P0003 P0004 P0005 P0002 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0001
bk,5896,1663,0.04890463654075249,0.04890463654075253,0.09948191145520639,0.049740955727603196,1691,,6 7 8 9 10 11 2 4 1 3 5 0 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0004 P0001 P0003 P0005 P0000 P0012 P0013
bk,6001,1664,0.04890463654075249,0.04890463654075253,0.09948191145520639,0.049740955727603196,1692,,6 7 8 9 10 11 3 4 0 2 5 1 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0003 P0004 P0000 P0002 P0005 P0001 P0012 P0013
bk,6586,1665,0.0489046365407525,0.04890463654075249,0.09948191145520639,0.049740955727603196,1693,,6 7 8 9 10 12 13 1 5 2 3 4 0 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0005 P0002 P0003 P0004 P0000 P0011
bk,6834,1666,0.0489046365407525,0.04890463654075249,0.09948191145520639,0.049740955727603196,1694,,6 7 8 9 10 12 13 3 5 0 1 4 2 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0005 P0000 P0001 P0004 P0002 P0011
bk,5566,1667,0.04890463654075251,0.04890463654075253,0.09948191145520639,0.049740955727603196,1695,,6 7 8 9 10 11 0 4 2 3 5 1 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0004 P0002 P0003 P0005 P0001 P0012 P0013
bk,5883,1668,0.04890463654075251,0.04890463654075253,0.09948191145520639,0.049740955727603196,1696,,6 7 8 9 10 11 2 4 0 1 5 3 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0004 P0000 P0001 P0005 P0003 P0012 P0013
bk,6402,1669,0.048904636540752514,0.04890463654075249,0.09948191145520639,0.049740955727603196,1697,,6 7 8 9 10 12 13 0 5 2 3 4 1 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0005 P0002 P0003 P0004 P0001 P0011
bk,6719,1670,0.048904636540752514,0.04890463654075249,0.09948191145520639,0.049740955727603196,1698,,6 7 8 9 10 12 13 2 5 0 1 4 3 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0005 P0000 P0001 P0004 P0003 P0011
bk,5553,1671,0.04890463654075252,0.04890463654075253,0.09948191145520639,0.049740955727603196,1699,,6 7 8 9 10 11 0 4 1 2 5 3 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0004 P0001 P0002 P0005 P0003 P0012 P0013
bk,5740,1672,0.04890463654075252,0.04890463654075253,0.09948191145520639,0.049740955727603196,1700,,6 7 8 9 10 11 1 4 0 3 5 2 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0004 P0000 P0003 P0005 P0002 P0012 P0013
bk,5886,1673,0.04890463654075252,0.04890463654075253,0.09948191145520639,0.049740955727603196,1701,,6 7 8 9 10 11 2 4 0 3 5 1 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0004 P0000 P0003 P0005 P0001 P0012 P0013
bk,6011,1674,0.04890463654075252,0.04890463654075253,0.09948191145520639,0.049740955727603196,1702,,6 7 8 9 10 11 3 4 1 2 5 0 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0003 P0004 P0001 P0002 P0005 P0000 P0012 P0013
bk,6732,1675,0.04890463654075253,0.04890463654075249,0.09948191145520639,0.049740955727603196,1703,,6 7 8 9 10 12 13 2 5 1 3 4 0 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0005 P0001 P0003 P0004 P0000 P0011
bk,6837,1676,0.04890463654075253,0.04890463654075249,0.09948191145520639,0.049740955727603196,1704,,6 7 8 9 10 12 13 3 5 0 2 4 1 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0005 P0000 P0002 P0004 P0001 P0011
bk,6392,1677,0.048904636540752534,0.04890463654075249,0.09948191145520639,0.049740955727603196,1705,,6 7 8 9 10 12 13 0 5 1 3 4 2 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0005 P0001 P0003 P0004 P0002 P0011
bk,6573,1678,0.048904636540752534,0.04890463654075249,0.09948191145520639,0.049740955727603196,1706,,6 7 8 9 10 12 13 1 5 0 2 4 3 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0005 P0000 P0002 P0004 P0003 P0011
bk,5556,1679,0.04890463654075254,0.04890463654075253,0.09948191145520639,0.049740955727603196,1707,,6 7 8 9 10 11 0 4 1 3 5 2 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0004 P0001 P0003 P0005 P0002 P0012 P0013
bk,5737,1680,0.04890463654075254,0.04890463654075253,0.09948191145520639,0.049740955727603196,1708,,6 7 8 9 10 11 1 4 0 2 5 3 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0004 P0000 P0002 P0005 P0003 P0012 P0013
bk,6722,1681,0.04890463654075254,0.04890463654075249,0.09948191145520639,0.049740955727603196,1709,,6 7 8 9 10 12 13 2 5 0 3 4 1 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0005 P0000 P0003 P0004 P0001 P0011
bk,6847,1682,0.04890463654075254,0.04890463654075249,0.09948191145520639,0.049740955727603196,1710,,6 7 8 9 10 12 13 3 5 1 2 4 0 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0005 P0001 P0002 P0004 P0000 P0011
bk,5750,1683,0.04890463654075255,0.04890463654075253,0.09948191145520639,0.049740955727603196,1711,,6 7 8 9 10 11 1 4 2 3 5 0 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0004 P0002 P0003 P0005 P0000 P0012 P0013
bk,5998,1684,0.04890463654075255,0.04890463654075253,0.09948191145520639,0.049740955727603196,1712,,6 7 8 9 10 11 3 4 0 1 5 2 12 13,P0006 P0007 P0008 P0009 P0010 P0011 P0003 P0004 P0000 P0001 P0005 P0002 P0012 P0013
bk,6389,1685,0.04890463654075255,0.04890463654075249,0.09948191145520639,0.049740955727603196,1713,,6 7 8 9 10 12 13 0 5 1 2 4 3 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0005 P0001 P0002 P0004 P0003 P0011
bk,6576,1686,0.04890463654075255,0.04890463654075249,0.09948191145520639,0.049740955727603196,1714,,6 7 8 9 10 12 13 1 5 0 3 4 2 11,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0005 P0000 P0003 P0004 P0002 P0011
bk,3514,1687,0.04905197161025304,0.030842576387501066,0.09948191145520639,0.049740955727603196,1715,,4 0 2 5 6 7 8 9 10 11 12 13 1 3,P0004 P0000 P0002 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0003
bk,3729,1688,0.04905197161025304,0.030842576387501066,0.09948191145520639,0.049740955727603196,1716,,4 1 3 5 6 7 8 9 10 11 12 13 0 2,P0004 P0001 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0002
bk,4611,1689,0.04905197161025304,0.030842576387501097,0.09948191145520639,0.049740955727603196,1717,,5 0 3 4 6 7 8 9 10 11 12 13 1 2,P0005 P0000 P0003 P0004 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0002
bk,4764,1690,0.04905197161025304,0.030842576387501097,0.09948191145520639,0.049740955727603196,1718,,5 1 2 4 6 7 8 9 10 11 12 13 0 3,P0005 P0001 P0002 P0004 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0003
bk,3476,1699,0.04905197161025308,0.030842576387501066,0.09948191145520639,0.049740955727603196,1719,,4 0 1 5 6 7 8 9 10 11 12 13 2 3,P0004 P0000 P0001 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0003
bk,3875,1700,0.04905197161025308,0.030842576387501066,0.09948191145520639,0.049740955727603196,1720,,4 2 3 5 6 7 8 9 10 11 12 13 0 1,P0004 P0002 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0001
bk,4542,1701,0.04905197161025308,0.030842576387501097,0.09948191145520639,0.049740955727603196,1721,,5 0 1 4 6 7 8 9 10 11 12 13 2 3,P0005 P0000 P0001 P0004 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0002 P0003
