molecule,n_qubits,mapping,ordering,time_t,trotter_steps,number_of_exponentials,state_based_error,state_infidelity,state_overlap_abs,operator_compilation_seconds,trotter_runtime_seconds
H10_sto-3g_singlet_H10_0.7414,20,JW,fermionic-term order,1.0,1,3681,0.7949454763156026,0.5259827648085567,0.6884890959132492,0.14906374999554828,7728.197671624999
H10_sto-3g_singlet_H10_0.7414,20,BK,fermionic-term order,1.0,1,3681,0.7949454763156026,0.5259827648085564,0.6884890959132495,0.12910791600006633,6830.083973540997
H10_sto-3g_singlet_H10_0.7414,20,JW,color-block order,1.0,1,277,0.7949454763283311,0.525982764824109,0.6884890959019547,0.06595037499937462,4572.964901166997
H10_sto-3g_singlet_H10_0.7414,20,BK,color-block order,1.0,1,277,0.794945476328331,0.5259827648241091,0.6884890959019546,0.05914879200281575,4031.444678333006
