case_id,molecule,basis,active_occupied,active_vacant,n_qubits,schedule,error_column,n_fit_points,log_error_vs_log_steps_slope,log_log_pearson,fit_r_squared,step_min,step_max,error_at_step_min,error_at_step_max
B-B_1.70_hgbs-5_as-008-010,B-B,hgbs-5,8,10,18,fermionic_signed_reference,state_infidelity,5,-1.9999612780150093,-0.9999999986107869,0.9999999972215733,25,400,2.7619399708411763e-06,1.0790312643393918e-08
B-B_1.70_hgbs-5_as-008-010,B-B,hgbs-5,8,10,18,jw_signed_baseline,state_infidelity,5,-2.0001756577427465,-0.9999999827171804,0.999999965434361,25,400,1.090645837975579e-06,4.2584062942552245e-09
Be-Be_2.04_hgbs-5_as-008-012,Be-Be,hgbs-5,8,12,20,fermionic_signed_reference,state_infidelity,5,-2.000109784302839,-0.9999999989032583,0.9999999978065167,25,400,4.182758228665762e-06,1.6332330043944413e-08
Be-Be_2.04_hgbs-5_as-008-012,Be-Be,hgbs-5,8,12,20,jw_signed_baseline,state_infidelity,5,-2.0036442745684484,-0.9999992674423238,0.9999985348851839,25,400,5.807524443457446e-06,2.242791607987016e-08
F-F_1.28_hgbs-5_as-016-002,F-F,hgbs-5,16,2,18,fermionic_signed_reference,state_infidelity,5,-1.8947342798805302,-0.9994528822283918,0.9989060637946395,25,400,2.376794761005385e-09,1.2611245381322078e-11
F-F_1.28_hgbs-5_as-016-002,F-F,hgbs-5,16,2,18,jw_signed_baseline,state_infidelity,5,-2.0005451707195028,-0.9999999799988784,0.999999959997757,25,400,8.920613135399158e-06,3.4787058234009294e-08
Li-Li_2.66_hgbs-5_as-006-012,Li-Li,hgbs-5,6,12,18,fermionic_signed_reference,state_infidelity,5,-2.017558211895572,-0.9999369106537812,0.9998738252878278,25,400,9.914365772800693e-09,3.6244118817307935e-11
Li-Li_2.66_hgbs-5_as-006-012,Li-Li,hgbs-5,6,12,18,jw_signed_baseline,state_infidelity,5,-2.007919054040887,-0.9999966968698362,0.9999933937505828,25,400,3.0240918208468415e-06,1.1525870924344872e-08
