case_id,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_pauli_terms,formula_order,evolution_time,trotter_steps,trotter_dt,nominal_exponential_count,exact_evolution_time_seconds,explicit_state_trotter_runtime_seconds,unitary_matrix_power_runtime_seconds,operator_norm_error,state_vector_2norm_error,state_infidelity,operator_local_convergence_order,state_vector_local_convergence_order,infidelity_local_convergence_order
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,1,1.0,26,0.00040362501749768853,5.420006345957518e-07,6.749993190169334e-06,0.014973773695805099,0.007825992211382098,6.117288139062538e-05,nan,nan,nan
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,2,0.5,52,0.00040362501749768853,8.750066626816988e-07,3.1660019885748625e-06,0.007461080967740158,0.003906222606552478,1.5253024836292539e-05,1.0049812861228955,1.002499507027664,2.003796859354235
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,4,0.25,104,0.00040362501749768853,1.5420082490891218e-06,4.750007065013051e-06,0.0037242937026279875,0.0019518591066919743,3.8092824167224038e-06,1.0024178143211142,1.000925250475469,2.0015042156737346
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,8,0.125,208,0.00040362501749768853,2.9999937396496534e-06,5.124980816617608e-06,0.0018606020943198378,0.000975670328846295,9.518841883604523e-07,1.001197294480667,1.0003832567380175,2.0006612891144733
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,16,0.0625,416,0.00040362501749768853,5.95799065195024e-06,6.124988431110978e-06,0.0009299164705993729,0.0004877770680325049,2.379202145297299e-07,1.000596518094631,1.0001718210821564,2.0003082043692495
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,32,0.03125,832,0.00040362501749768853,1.158300437964499e-05,7.041991921141744e-06,0.00046486226225768857,0.00024387484942376005,5.94739335557648e-08,1.0002978205634416,1.0000809519303862,2.000148450749316
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,64,0.015625,1664,0.00040362501749768853,2.333297743462026e-05,8.333008736371994e-06,0.0002324071573820205,0.0001219341086110339,1.4867743924895649e-08,1.00014881220648,1.0000392347739886,2.000071752283865
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,128,0.0078125,3328,0.00040362501749768853,4.604199784807861e-05,9.292009053751826e-06,0.00011619758757753749,6.096623841989661e-05,3.7168947919496986e-09,1.0000743830148295,1.0000193068539711,2.000015987332362
Li-H_1.32_sto-6g_as-002-002,Li-H,1.32,sto-6g,2,2,4,26,1,1.0,256,0.00390625,6656,0.00040362501749768853,9.26670036278665e-05,1.0540999937802553e-05,5.8097296293414496e-05,3.0482916881597353e-05,9.290466174149969e-10,1.0000371859177002,1.0000095757614327,2.000274958128896
