molecule,n_qubits,mapping,decomposition,ordering,time_t,trotter_steps,suzuki_order,number_of_exponentials,state_based_error,state_infidelity,state_overlap_abs,operator_compilation_seconds,trotter_runtime_seconds
H8_sto-3g_singlet_H8_0.7414,16,JW,fermionic terms,raw fermionic order,1.0,1,1,1525,1.0354251757356778,0.7777304224702919,0.47145474600401266,0.05501983399881283,138.8754463339974
H8_sto-3g_singlet_H8_0.7414,16,JW,fermionic terms,fermionic-color order,1.0,1,1,1525,0.44520918389413655,0.18491339984322464,0.9028214663801339,0.05127987499872688,137.91130150000026
H8_sto-3g_singlet_H8_0.7414,16,JW,unique JW Pauli strings,OpenFermion order,1.0,1,1,2913,0.4752248663299099,0.21148537189119987,0.8879834616189651,0.01608233300066786,58.256285334002314
H8_sto-3g_singlet_H8_0.7414,16,JW,unique JW Pauli strings,JW-color order,1.0,1,1,2913,0.4731745928874339,0.20555956613574633,0.8913138806639632,0.016267000002699206,57.974156457999925
