case_id,molecule,basis,active_occupied,active_vacant,n_qubits,schedule,error_column,n_fit_points,log_error_vs_log_steps_slope,log_log_pearson,fit_r_squared,step_min,step_max,error_at_step_min,error_at_step_max
BeH2_s-1.00_hgbs-5_as-006-012,BeH2,hgbs-5,6,12,18,fermionic_signed_reference,one_minus_overlap,5,-2.0000216378590867,-0.9999999995457416,0.999999999091483,25,400,5.674211707162868e-07,2.2163215707138302e-09
BeH2_s-1.00_hgbs-5_as-006-012,BeH2,hgbs-5,6,12,18,jw_signed_baseline,one_minus_overlap,5,-2.0005370071980337,-0.9999999827159687,0.9999999654319375,25,400,2.849915671676584e-06,1.1113963416242711e-08
H2O_s-1.00_hgbs-5_as-008-010,H2O,hgbs-5,8,10,18,fermionic_signed_reference,one_minus_overlap,5,-2.0006819367547877,-0.9999999270268278,0.999999854053661,25,400,2.06352362752682e-07,8.040161869615757e-10
H2O_s-1.00_hgbs-5_as-008-010,H2O,hgbs-5,8,10,18,jw_signed_baseline,one_minus_overlap,5,-2.0000344845896527,-0.999999999921982,0.9999999998439638,25,400,2.2899140719290223e-05,8.943923845983194e-08
NH3_s-1.00_hgbs-5_as-008-010,NH3,hgbs-5,8,10,18,fermionic_signed_reference,one_minus_overlap,5,-1.9957389372424195,-0.999997775761769,0.9999955515284848,25,400,9.393698108262073e-08,3.7235059480167365e-10
NH3_s-1.00_hgbs-5_as-008-010,NH3,hgbs-5,8,10,18,jw_signed_baseline,one_minus_overlap,5,-1.9999284939997477,-0.9999999982888582,0.9999999965777162,25,400,4.007096421121403e-06,1.565665064262589e-08
O-O_1.26_hgbs-5_as-008-010,O-O,hgbs-5,8,10,18,fermionic_signed_reference,one_minus_overlap,5,-2.000297931154256,-0.9999999923430336,0.9999999846860671,25,400,3.1540714144906445e-06,1.2310695463035872e-08
O-O_1.26_hgbs-5_as-008-010,O-O,hgbs-5,8,10,18,jw_signed_baseline,one_minus_overlap,5,-1.9995427827991643,-0.9999999993254371,0.999999998650874,25,400,2.869230669499956e-06,1.1223245999225641e-08
