molecule,n_qubits,mapping,decomposition,ordering,time_t,trotter_steps,suzuki_order,number_of_exponentials,state_based_error,state_infidelity,state_overlap_abs,operator_compilation_seconds,trotter_runtime_seconds
H3-N1_sto-3g_singlet_NH3_1.012_106.7,16,JW,fermionic terms,raw fermionic order,1.0,1,1,1873,1.7179299786807245,0.7352754008152376,0.5145139445969977,0.09241941600339487,238.63015445800556
H3-N1_sto-3g_singlet_NH3_1.012_106.7,16,JW,fermionic terms,fermionic-color order,1.0,1,1,1873,0.9291306242198611,0.6743470763601174,0.5706600771386435,0.07517154199013021,209.7427520830097
H3-N1_sto-3g_singlet_NH3_1.012_106.7,16,JW,unique JW Pauli strings,OpenFermion order,1.0,1,1,3609,1.3006170150295984,0.9304615110628547,0.2637015148556135,0.021986541003570892,80.23686799999268
H3-N1_sto-3g_singlet_NH3_1.012_106.7,16,JW,unique JW Pauli strings,JW-color order,1.0,1,1,3609,0.3295703850441199,0.10237486398596851,0.9474308080350942,0.022732833996997215,80.04625691600086
