mapping,class_id,operator_error_rank,operator_error,state_error,tags,order_indices,order_labels
jw,5542,1,9.475593071913095e-05,9.357598934697508e-05,,5 6 7 9 10 11 0 3 8 12 13 1 2 4,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0003 P0008 P0012 P0013 P0001 P0002 P0004
jw,5695,2,9.475593071913098e-05,9.357598934697508e-05,,5 6 7 9 10 11 1 2 8 12 13 0 3 4,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0002 P0008 P0012 P0013 P0000 P0003 P0004
jw,5511,3,9.4755930719131e-05,9.357598934697508e-05,,5 6 7 9 10 11 0 2 8 12 13 1 3 4,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0002 P0008 P0012 P0013 P0001 P0003 P0004
jw,5726,4,9.4755930719131e-05,9.357598934697508e-05,,5 6 7 9 10 11 1 3 8 12 13 0 2 4,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0003 P0008 P0012 P0013 P0000 P0002 P0004
jw,4539,5,9.475593071913118e-05,9.357598934697446e-05,,5 6 7 8 0 1 4 9 10 11 2 3 12 13,P0005 P0006 P0007 P0008 P0000 P0001 P0004 P0009 P0010 P0011 P0002 P0003 P0012 P0013
jw,4938,6,9.475593071913118e-05,9.357598934697446e-05,,5 6 7 8 2 3 4 9 10 11 0 1 12 13,P0005 P0006 P0007 P0008 P0002 P0003 P0004 P0009 P0010 P0011 P0000 P0001 P0012 P0013
jw,4761,7,9.475593071913122e-05,9.357598934697446e-05,,5 6 7 8 1 2 4 9 10 11 0 3 12 13,P0005 P0006 P0007 P0008 P0001 P0002 P0004 P0009 P0010 P0011 P0000 P0003 P0012 P0013
jw,4608,8,9.475593071913125e-05,9.357598934697446e-05,,5 6 7 8 0 3 4 9 10 11 1 2 12 13,P0005 P0006 P0007 P0008 P0000 P0003 P0004 P0009 P0010 P0011 P0001 P0002 P0012 P0013
jw,3515,9,9.475593071913137e-05,9.35759893469746e-05,,4 0 2 5 6 7 8 9 10 12 13 1 3 11,P0004 P0000 P0002 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0003 P0011
jw,3546,10,9.475593071913137e-05,9.35759893469746e-05,,4 0 3 5 6 7 8 9 10 12 13 1 2 11,P0004 P0000 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0002 P0011
