molecule,n_qubits,mapping,decomposition,ordering,time_t,trotter_steps,suzuki_order,number_of_exponentials,state_based_error,state_infidelity,state_overlap_abs,operator_compilation_seconds,trotter_runtime_seconds
H1-Li1_sto-3g_singlet_LiH_1.45,6,JW,fermionic terms,raw fermionic order,1.0,1,1,42,0.05454843145134021,0.0029634682016884684,0.9985171665015637,0.0005339999988791533,0.027938707997236634
H1-Li1_sto-3g_singlet_LiH_1.45,6,JW,fermionic terms,fermionic-color order,1.0,1,1,42,0.018574946403695974,0.0003447116035752984,0.9998276293423906,0.0005143750022398308,0.025350125000841217
H1-Li1_sto-3g_singlet_LiH_1.45,6,JW,unique JW Pauli strings,OpenFermion order,1.0,1,1,62,0.010171396474877888,0.00010343686760849735,0.9999482802287284,0.0002259170032630209,0.017499958001280902
H1-Li1_sto-3g_singlet_LiH_1.45,6,JW,unique JW Pauli strings,JW-color order,1.0,1,1,62,0.009211678153791767,8.480648968478555e-05,0.9999575958561019,0.00023191600121208467,0.015580999999656342
