mapping,class_id,operator_error_rank,operator_error,state_error,tags,order_indices,order_labels
jw,4539,1,0.0030094010265522752,0.0023679537316325908,,5 6 7 8 0 1 4 9 10 11 2 3 12 13,P0005 P0006 P0007 P0008 P0000 P0001 P0004 P0009 P0010 P0011 P0002 P0003 P0012 P0013
jw,4938,2,0.0030094010265522752,0.0023679537316325908,,5 6 7 8 2 3 4 9 10 11 0 1 12 13,P0005 P0006 P0007 P0008 P0002 P0003 P0004 P0009 P0010 P0011 P0000 P0001 P0012 P0013
jw,5726,3,0.0030094010265522848,0.002367953731632597,,5 6 7 9 10 11 1 3 8 12 13 0 2 4,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0003 P0008 P0012 P0013 P0000 P0002 P0004
jw,5511,4,0.003009401026552285,0.002367953731632597,,5 6 7 9 10 11 0 2 8 12 13 1 3 4,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0002 P0008 P0012 P0013 P0001 P0003 P0004
jw,4608,5,0.0030094010265522895,0.0023679537316325908,,5 6 7 8 0 3 4 9 10 11 1 2 12 13,P0005 P0006 P0007 P0008 P0000 P0003 P0004 P0009 P0010 P0011 P0001 P0002 P0012 P0013
jw,4761,6,0.003009401026552291,0.0023679537316325908,,5 6 7 8 1 2 4 9 10 11 0 3 12 13,P0005 P0006 P0007 P0008 P0001 P0002 P0004 P0009 P0010 P0011 P0000 P0003 P0012 P0013
jw,5695,7,0.0030094010265522913,0.002367953731632597,,5 6 7 9 10 11 1 2 8 12 13 0 3 4,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0002 P0008 P0012 P0013 P0000 P0003 P0004
jw,5542,8,0.0030094010265522917,0.002367953731632597,,5 6 7 9 10 11 0 3 8 12 13 1 2 4,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0003 P0008 P0012 P0013 P0001 P0002 P0004
jw,3699,9,0.0030094010265523234,0.002367953731632589,,4 1 2 5 6 7 8 9 10 12 13 0 3 11,P0004 P0001 P0002 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0003 P0011
jw,3546,10,0.003009401026552324,0.002367953731632589,,4 0 3 5 6 7 8 9 10 12 13 1 2 11,P0004 P0000 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0002 P0011
jw,3730,11,0.003009401026552324,0.002367953731632589,,4 1 3 5 6 7 8 9 10 12 13 0 2 11,P0004 P0001 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0002 P0011
jw,3515,12,0.0030094010265523247,0.002367953731632589,,4 0 2 5 6 7 8 9 10 12 13 1 3 11,P0004 P0000 P0002 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0003 P0011
jw,6322,13,0.0030094010265523637,0.0023679537316326034,,5 6 7 9 10 12 13 0 3 4 11 1 2 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0003 P0004 P0011 P0001 P0002 P0008
jw,6475,14,0.003009401026552364,0.0023679537316326034,,5 6 7 9 10 12 13 1 2 4 11 0 3 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0002 P0004 P0011 P0000 P0003 P0008
jw,6253,15,0.0030094010265523646,0.0023679537316326034,,5 6 7 9 10 12 13 0 1 4 11 2 3 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0001 P0004 P0011 P0002 P0003 P0008
