mapping,class_id,operator_error_rank,operator_error,state_error,tags,order_indices,order_labels
bk,3473,1,0.0030094010265522804,0.0030094010265522626,,4 0 1 5 6 7 8 9 10 11 2 3 12 13,P0004 P0000 P0001 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0003 P0012 P0013
bk,3872,2,0.0030094010265522804,0.0030094010265522626,,4 2 3 5 6 7 8 9 10 11 0 1 12 13,P0004 P0002 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0012 P0013
bk,6301,3,0.0030094010265522865,0.00300940102655227,,6 7 8 9 10 12 13 0 2 5 11 1 3 4,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0002 P0005 P0011 P0001 P0003 P0004
bk,6516,4,0.0030094010265522865,0.00300940102655227,,6 7 8 9 10 12 13 1 3 5 11 0 2 4,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0003 P0005 P0011 P0000 P0002 P0004
bk,6263,5,0.0030094010265522943,0.00300940102655227,,6 7 8 9 10 12 13 0 1 5 11 2 3 4,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0001 P0005 P0011 P0002 P0003 P0004
bk,6662,6,0.0030094010265522943,0.00300940102655227,,6 7 8 9 10 12 13 2 3 5 11 0 1 4,P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0003 P0005 P0011 P0000 P0001 P0004
bk,3511,7,0.003009401026552306,0.0030094010265522626,,4 0 2 5 6 7 8 9 10 11 1 3 12 13,P0004 P0000 P0002 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0003 P0012 P0013
bk,3726,8,0.003009401026552306,0.0030094010265522626,,4 1 3 5 6 7 8 9 10 11 0 2 12 13,P0004 P0001 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0002 P0012 P0013
bk,4543,9,0.003009401026552353,0.0030094010265522683,,5 0 1 4 6 7 8 9 10 12 13 2 3 11,P0005 P0000 P0001 P0004 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0003 P0011
bk,4942,10,0.003009401026552353,0.0030094010265522683,,5 2 3 4 6 7 8 9 10 12 13 0 1 11,P0005 P0002 P0003 P0004 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0001 P0011
bk,4612,11,0.0030094010265523533,0.0030094010265522683,,5 0 3 4 6 7 8 9 10 12 13 1 2 11,P0005 P0000 P0003 P0004 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0002 P0011
bk,4765,12,0.0030094010265523533,0.0030094010265522683,,5 1 2 4 6 7 8 9 10 12 13 0 3 11,P0005 P0001 P0002 P0004 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0003 P0011
bk,5463,13,0.0030094010265523646,0.0030094010265522726,,6 7 8 9 10 11 0 1 4 12 13 2 3 5,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0004 P0012 P0013 P0002 P0003 P0005
bk,5862,14,0.0030094010265523646,0.0030094010265522726,,6 7 8 9 10 11 2 3 4 12 13 0 1 5,P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0003 P0004 P0012 P0013 P0000 P0001 P0005
bk,5685,15,0.003009401026552366,0.0030094010265522726,,6 7 8 9 10 11 1 2 4 12 13 0 3 5,P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0002 P0004 P0012 P0013 P0000 P0003 P0005
bk,5532,16,0.0030094010265523663,0.0030094010265522726,,6 7 8 9 10 11 0 3 4 12 13 1 2 5,P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0003 P0004 P0012 P0013 P0001 P0002 P0005
bk,832,17,0.0034897716747475747,0.0014654130572326787,,0 6 7 8 9 10 11 1 4 12 13 2 5 3,P0000 P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0004 P0012 P0013 P0002 P0005 P0003
bk,1753,18,0.0034897716747475747,0.0014654130572326787,,1 6 7 8 9 10 11 0 4 12 13 3 5 2,P0001 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0004 P0012 P0013 P0003 P0005 P0002
bk,2611,19,0.0034897716747475747,0.0014654130572326787,,2 6 7 8 9 10 11 3 4 12 13 0 5 1,P0002 P0006 P0007 P0008 P0009 P0010 P0011 P0003 P0004 P0012 P0013 P0000 P0005 P0001
bk,3287,20,0.0034897716747475747,0.0014654130572326787,,3 6 7 8 9 10 11 2 4 12 13 1 5 0,P0003 P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0004 P0012 P0013 P0001 P0005 P0000
bk,989,21,0.0034897716747476376,0.0014654130572326679,,0 6 7 8 9 10 12 13 1 5 11 3 4 2,P0000 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0005 P0011 P0003 P0004 P0002
bk,1908,22,0.0034897716747476376,0.0014654130572326679,,1 6 7 8 9 10 12 13 0 5 11 2 4 3,P0001 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0005 P0011 P0002 P0004 P0003
bk,2768,23,0.0034897716747476376,0.0014654130572326679,,2 6 7 8 9 10 12 13 3 5 11 1 4 0,P0002 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0005 P0011 P0001 P0004 P0000
bk,3442,24,0.0034897716747476376,0.0014654130572326679,,3 6 7 8 9 10 12 13 2 5 11 0 4 1,P0003 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0005 P0011 P0000 P0004 P0001
bk,648,25,0.0034897716747476844,0.0014654130572326633,,0 5 1 4 6 7 8 9 10 12 13 2 11 3,P0000 P0005 P0001 P0004 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0011 P0003
bk,1569,26,0.0034897716747476844,0.0014654130572326633,,1 5 0 4 6 7 8 9 10 12 13 3 11 2,P0001 P0005 P0000 P0004 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0011 P0002
bk,2427,27,0.0034897716747476844,0.0014654130572326633,,2 5 3 4 6 7 8 9 10 12 13 0 11 1,P0002 P0005 P0003 P0004 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0011 P0001
