status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,identity_coefficient_real,identity_coefficient_imag,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,operator_norm_error,state_infidelity,state_vector_2norm_error,operator_error_ratio_to_jw_raw,state_infidelity_ratio_to_jw_raw,coefficient_tolerance,factorization_level,ordering_method,mapping,number_of_factors,factor_exponential_type,factor_reconstruction_error,graph_level,schema_version,operator_error_ratio_to_jw_coloring,state_infidelity_ratio_to_jw_coloring,operator_error_ratio_to_fermionic_coloring,state_infidelity_ratio_to_fermionic_coloring
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,jw_raw,1,10,0.1,1.0,140,0.0,,,,,,0.0003036250000150176,0.00016174999996110273,,1.401491145358591e-08,0.00011845854172847668,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,14,analytic_pauli,0.0,,2,,,,
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,jw_coloring,1,10,0.1,1.0,140,0.00029162500004531466,14,16,2,0.0001517499999863503,8.970799990493106e-05,0.0003036250000150176,4.683399993155035e-05,,1.4014909455184466e-08,0.00011845854172847611,,0.999999857408914,1e-12,pauli_string,greedy_coloring,jordan_wigner,14,analytic_pauli,0.0,pauli_string,2,1.0,1.0,,
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,fermionic_coloring,1,10,0.1,1.0,140,0.0026337500000863656,12,12,2,0.0014760420001493912,1.1125000128231477e-05,0.0003036250000150176,4.4207999962964095e-05,,1.4012421223341676e-08,0.00011845854172847081,,0.9998223156633932,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,14,analytic_pauli,1.1102230246251565e-16,fermionic_term,2,,0.9998224582291633,1.0,1.0
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,fermionic_term_coloring,1,10,0.1,1.0,120,0.0038184160002856515,12,12,2,0.0014760420001493912,1.1125000128231477e-05,0.0003036250000150176,0.0002802080000492424,,1.4012416560404972e-08,0.00011845854172847085,,0.9998219829508591,1e-12,fermionic_term,greedy_coloring,jordan_wigner,12,dense_hermitian_expm,1.1102230246251565e-16,fermionic_term,2,,0.9998221255165818,,0.9999996672283377
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,jw_raw,1,100,0.01,1.0,1400,0.0,,,,,,0.0003036250000150176,5.154199993739894e-05,,1.4018208815969047e-10,1.1845838614207471e-05,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,14,analytic_pauli,0.0,,2,,,,
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,jw_coloring,1,100,0.01,1.0,1400,0.00029162500004531466,14,16,2,0.0001517499999863503,8.970799990493106e-05,0.0003036250000150176,4.7875000063868356e-05,,1.402267191252804e-10,1.1845838614211049e-05,,1.0003183785187955,1e-12,pauli_string,greedy_coloring,jordan_wigner,14,analytic_pauli,0.0,pauli_string,2,1.0,1.0,,
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,fermionic_coloring,1,100,0.01,1.0,1400,0.0026337500000863656,12,12,2,0.0014760420001493912,1.1125000128231477e-05,0.0003036250000150176,4.749999993691745e-05,,1.4009082782706628e-10,1.1845838614201945e-05,,0.9993489872078363,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,14,analytic_pauli,1.1102230246251565e-16,fermionic_term,2,,0.9990309172241796,1.0,1.0
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,fermionic_term_coloring,1,100,0.01,1.0,1200,0.0038184160002856515,12,12,2,0.0014760420001493912,1.1125000128231477e-05,0.0003036250000150176,0.0002460830000927672,,1.4011303228755878e-10,1.184583861420816e-05,,0.9995073844808687,1e-12,fermionic_term,greedy_coloring,jordan_wigner,12,dense_hermitian_expm,1.1102230246251565e-16,fermionic_term,2,,0.9991892640829737,,1.000158500458859
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,jw_raw,1,1000,0.001,1.0,14000,0.0,,,,,,0.0003036250000150176,5.933299985372287e-05,,5.302425165609748e-13,1.1845838458904675e-06,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,14,analytic_pauli,0.0,,2,,,,
success,,B-B_1.36_sto-6g_as-002-002,hamiltonian_generator/l_sweep_20_v1/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002.tensors.npz,B-B,1.36,sto-6g,2,2,4,-48.57079338322458,0.0,12,14,jw_coloring,1,1000,0.001,1.0,14000,0.00029162500004531466,14,16,2,0.0001517499999863503,8.970799990493106e-05,0.0003036250000150176,5.5834000022514374e-05,,9.749978602258125e-13,1.1845838458444273e-06,,,1e-12,pauli_string,greedy_coloring,jordan_wigner,14,analytic_pauli,0.0,pauli_string,2,1.0,1.0,,
