case_id,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,jw_number_of_colors,fermionic_number_of_colors,raw_jw_one_minus_overlap,signed_baseline_one_minus_overlap,jw_mean_one_minus_overlap,jw_median_one_minus_overlap,jw_std_one_minus_overlap,jw_minimum_one_minus_overlap,jw_maximum_one_minus_overlap,jw_schedules_beating_baseline,jw_fraction_beating_baseline,fermionic_mean_one_minus_overlap,fermionic_median_one_minus_overlap,fermionic_std_one_minus_overlap,fermionic_minimum_one_minus_overlap,fermionic_maximum_one_minus_overlap,fermionic_schedules_beating_baseline,fermionic_fraction_beating_baseline,jw_pearson_log_bch_squared_vs_log_overlap_error,fermionic_pearson_log_bch_squared_vs_log_overlap_error
Be-Be_2.04_sto-6g_as-008-002,Be-Be,2.04,sto-6g,8,2,10,249,443,24,39,2.8427467679836838e-06,1.4789474878096343e-07,2.0346775346624655e-06,1.428717338547436e-06,1.8864006646252024e-06,2.875313331873741e-07,7.226636382307028e-06,0,0.0,4.3716519481651337e-07,2.671655154329322e-07,5.657649890371517e-07,4.452165480728354e-08,2.4927570485555606e-06,5,0.25,0.910969766163005,0.8168907196755425
Be-Be_2.04_sto-6g_as-008-004,Be-Be,2.04,sto-6g,8,4,12,314,550,25,42,1.1083852038407116e-06,7.224140274875168e-08,1.312322772550889e-06,7.21601509712233e-07,1.503684232731997e-06,2.7961500104201065e-07,5.550595888026422e-06,0,0.0,4.3717620353822537e-07,3.1859580201798465e-07,3.2695333187710496e-07,7.865831397335654e-08,1.3925913173729043e-06,0,0.0,0.9010604283612936,0.7965646180875313
Be-Be_2.04_sto-6g_as-008-006,Be-Be,2.04,sto-6g,8,6,14,385,665,32,45,5.317277220751038e-07,1.5825652677214919e-07,1.276805307898199e-06,1.0176239777504037e-06,6.822618361719934e-07,3.905586479779899e-07,2.7617323302697727e-06,0,0.0,6.532634940825677e-07,5.913605515828202e-07,3.9111725075097857e-07,1.4391423786008772e-07,1.3579417381670567e-06,1,0.05,0.7954519282885503,0.9394977565320611
Be-Be_2.04_sto-6g_as-008-008,Be-Be,2.04,sto-6g,8,8,16,686,1240,41,73,4.845833373456898e-07,5.251645154302764e-07,2.0983643851835156e-06,2.0668074988128282e-06,9.6537327603768e-07,5.725703963177509e-07,4.593661355745127e-06,0,0.0,1.0623043039392766e-06,9.409474075461333e-07,4.842548874084431e-07,3.7730599533603026e-07,2.1172824138382396e-06,3,0.15,0.6666604313358734,0.7792627385918719
