case_id,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,jw_number_of_colors,fermionic_number_of_colors,raw_jw_one_minus_overlap,signed_baseline_one_minus_overlap,jw_mean_one_minus_overlap,jw_median_one_minus_overlap,jw_std_one_minus_overlap,jw_minimum_one_minus_overlap,jw_maximum_one_minus_overlap,jw_schedules_beating_baseline,jw_fraction_beating_baseline,fermionic_mean_one_minus_overlap,fermionic_median_one_minus_overlap,fermionic_std_one_minus_overlap,fermionic_minimum_one_minus_overlap,fermionic_maximum_one_minus_overlap,fermionic_schedules_beating_baseline,fermionic_fraction_beating_baseline,jw_pearson_log_bch_squared_vs_log_overlap_error,fermionic_pearson_log_bch_squared_vs_log_overlap_error
B-B_1.70_sto-6g_as-004-008,B-B,1.70,sto-6g,4,8,12,162,246,8,16,2.4663437836469626e-07,3.07441509583839e-07,1.2948104943732997e-06,1.2290891400756898e-06,7.03561823687715e-07,2.4969667034024923e-07,3.5179739935609078e-06,1,0.05,1.0138848031471247e-06,9.394689721720084e-07,6.209950062189304e-07,1.997039126289124e-07,2.0521018062602536e-06,4,0.2,0.9987089588010477,0.9994611226964087
B-B_1.70_sto-6g_as-006-008,B-B,1.70,sto-6g,6,8,14,283,461,17,27,5.394567693661756e-07,4.46741929782668e-07,3.1940132551644406e-06,2.5089784649323654e-06,2.5350650832112684e-06,4.586798229011535e-07,1.1287279551575047e-05,0,0.0,1.3721716417780528e-06,1.1899508208235154e-06,5.822824638602852e-07,6.561907242019771e-07,3.1178284225497066e-06,0,0.0,0.9993359489828187,0.9982419614644654
B-B_1.70_sto-6g_as-006-010,B-B,1.70,sto-6g,6,10,16,480,824,23,35,4.245319864537578e-06,1.029460337975685e-06,3.5992361091974347e-06,3.1721195403178193e-06,1.2887455988160841e-06,1.577407025665778e-06,5.804015534849327e-06,0,0.0,2.825958496355252e-06,2.4588740034081624e-06,1.5291188901516092e-06,8.893619004579634e-07,6.517929928451238e-06,1,0.05,0.9762410900127863,0.9979267859927458
B-B_1.70_sto-6g_as-008-010,B-B,1.70,sto-6g,8,10,18,779,1387,44,66,2.6310192330347704e-06,8.748003591518838e-07,6.017491061338642e-06,5.249023410702769e-06,4.561445833792421e-06,1.8753506608737425e-06,2.436745838085841e-05,0,0.0,4.575952704144459e-06,3.408090470224945e-06,2.7377121677222174e-06,1.7640369567306635e-06,1.0095946856969462e-05,0,0.0,0.617805880669813,0.7992600771613045
B-B_1.70_sto-6g_as-010-010,B-B,1.70,sto-6g,10,10,20,1228,2238,54,97,2.954931275445105e-06,9.994529724943746e-07,9.128195457691612e-06,7.2326125878374725e-06,5.424893048302655e-06,3.936739006893397e-06,2.624200072631755e-05,0,0.0,3.8099575920658156e-06,3.4294673441626067e-06,1.2360456777001433e-06,1.8089913583763106e-06,6.52036597303951e-06,0,0.0,0.6751701390694057,0.4774001208955895
