status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,identity_coefficient_real,identity_coefficient_imag,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,operator_norm_error,state_infidelity,state_vector_2norm_error,operator_error_ratio_to_jw_raw,state_infidelity_ratio_to_jw_raw,coefficient_tolerance
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_raw,1,10,0.2,2.0,30,0.0,,,,,,3.5541001125238836e-05,2.6083002012455836e-05,,1.3322676295501878e-15,6.753223014464259e-16,1.0,1.0,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_coloring,1,10,0.2,2.0,30,0.00018095799896400422,3,0,1,9.566699736751616e-05,7.800000093993731e-05,3.5541001125238836e-05,1.4792000001762062e-05,,1.3322676295501878e-15,6.753223014464259e-16,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,fermionic_coloring,1,10,0.2,2.0,30,0.000288874998659594,3,0,1,7.033400106593035e-05,5.999998393235728e-06,3.5541001125238836e-05,1.1416999768698588e-05,,1.3322676295501878e-15,6.753223014464259e-16,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_raw,1,100,0.02,2.0,300,0.0,,,,,,3.5541001125238836e-05,1.3542001397581771e-05,,1.9539925233402755e-14,9.880712037545675e-15,1.0,1.0,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_coloring,1,100,0.02,2.0,300,0.00018095799896400422,3,0,1,9.566699736751616e-05,7.800000093993731e-05,3.5541001125238836e-05,1.1333002476021647e-05,,1.9539925233402755e-14,9.880712037545675e-15,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,fermionic_coloring,1,100,0.02,2.0,300,0.000288874998659594,3,0,1,7.033400106593035e-05,5.999998393235728e-06,3.5541001125238836e-05,1.2749998859362677e-05,,1.9539925233402755e-14,9.880712037545675e-15,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_raw,1,1000,0.002,2.0,3000,0.0,,,,,,3.5541001125238836e-05,1.4792000001762062e-05,,0.0,2.923077230343768e-14,1.0,1.0,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_coloring,1,1000,0.002,2.0,3000,0.00018095799896400422,3,0,1,9.566699736751616e-05,7.800000093993731e-05,3.5541001125238836e-05,1.604200224392116e-05,,0.0,2.923077230343768e-14,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,fermionic_coloring,1,1000,0.002,2.0,3000,0.000288874998659594,3,0,1,7.033400106593035e-05,5.999998393235728e-06,3.5541001125238836e-05,1.612499909242615e-05,,0.0,2.923077230343768e-14,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_raw,2,10,0.2,2.0,50,0.0,,,,,,3.5541001125238836e-05,1.6166999557754025e-05,,1.3322676295501878e-15,6.753223014464259e-16,1.0,1.0,1e-12
