status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,schedule,pauli_order_hash,trotter_steps,dt,evolution_time,nominal_exponential_count,exact_sector_dimension,actual_overlap_real,actual_overlap_imag,actual_overlap_abs,actual_one_minus_overlap,actual_infidelity,actual_raw_state_error_norm2,actual_phase_aligned_error_norm2,sum_local_defect_norm2,sum_local_phase_aligned_error_norm2,vector_interference_term,vector_interference_fraction,vector_cancellation_ratio,overlap_deviation_abs,sum_abs_overlap_contributions,overlap_contribution_cancellation_ratio,net_real_overlap_loss,sum_abs_real_overlap_loss_contributions,real_overlap_loss_cancellation_ratio,reconstructed_overlap_real,reconstructed_overlap_imag,reconstructed_overlap_abs,overlap_reconstruction_abs_error,backward_exact_recovery_2norm_error,final_trotter_norm_error,mean_local_defect_norm,max_local_defect_norm,min_local_defect_norm,runtime_seconds,coefficient_tolerance
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,fermionic_magnitude_reference,c7b86ca203ff98af,25,0.04,1.0,73750,44100,-0.9856951172791663,-0.16850033451053048,0.9999936134586811,6.3865413189034825e-06,1.2773041849878375e-05,3.9713902345584424,1.277308274639487e-05,17.86866396801752,6.231062543493593e-06,-13.897273733459077,-0.7777455414872264,0.22225445851277362,1.9928315185981007,21.135548210083464,0.0942881395263431,1.9856951172795403,13.560973814949916,0.1464271773086433,-0.9856951172795403,-0.16850033451066182,0.9999936134590719,3.964234722855384e-13,1.5396386639886365e-13,7.494005416219807e-14,0.8454268500000165,0.8454408044549127,0.8454219387456723,99.64658349999809,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,jw_signed_baseline,2c0df68d730c1924,25,0.04,1.0,73750,44100,-0.986007995252144,-0.1665139886130435,0.9999693370823811,3.06629176188844e-05,6.132489502330696e-05,3.972015990504349,6.132583530236356e-05,17.873374067091262,0.0007564589397437427,-13.901358076586913,-0.7777691008091366,0.2222308991908633,1.9929763334296977,21.136627282129712,0.09429017727509868,1.9860079952525422,13.560079636239234,0.14645990647023543,-0.9860079952525422,-0.16651398861315003,0.9999693370827916,4.122383709970351e-13,1.5396386639886365e-13,9.825473767932635e-14,0.8455382679376829,0.8455537024909333,0.8455165259708918,103.98951070799376,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,signed_parent_descendants_round_robin,7af7f3c887c1aa9f,25,0.04,1.0,73750,44100,-0.9857608119790606,-0.16807123565435464,0.9999861592482161,1.3840751783900096e-05,2.7681312001370806e-05,3.971521623958213,2.7681503658191747e-05,17.86973936772643,0.00019279836830055075,-13.898217743768218,-0.7777515641257217,0.22224843587427823,1.99286074341574,21.135738121387213,0.09428867503799963,1.9857608119794072,13.560756845082302,0.1464343645907586,-0.9857608119794072,-0.16807123565446958,0.999986159248577,3.6517101180777774e-13,1.5396386639886365e-13,8.43769498715119e-14,0.8454522900080046,0.8454683744744387,0.8454464766783368,104.66293937498995,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,fermionic_signed_reference,ec4f71a9dbe24688,50,0.02,1.0,147500,44100,-0.9857313377346664,-0.16831524964634786,0.9999981467261263,1.8532738736976029e-06,3.7065443128092568e-06,3.9714626754692413,3.7065476556562716e-06,9.373802025126855,7.831514441392073e-07,-5.4023393496576135,-0.5763231755030056,0.4236768244969944,1.9928519686435529,21.649219943499805,0.09205190643563618,1.9857313377350203,13.902161456285118,0.14283615853398668,-0.9857313377350203,-0.16831524964652222,0.9999981467265046,3.9455605396342755e-13,1.5922274685312957e-13,1.751931932858497e-13,0.43298503496097296,0.43298968529287013,0.43298329459396606,207.93825854100578,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,fermionic_magnitude_reference,c7b86ca203ff98af,50,0.02,1.0,147500,44100,-0.9857363771281517,-0.16828726405130512,0.9999984042165304,1.5957834695878859e-06,3.19156439265722e-06,3.971472754256194,3.1915668324525054e-06,9.373826344954411,7.826967778346017e-07,-5.402353590698217,-0.5763231995017816,0.42367680049821843,1.9928546265830656,21.64924775843043,0.09205191094027866,1.9857363771285494,13.902165324774302,0.1428364812774795,-0.9857363771285494,-0.1682872640514232,0.9999984042169423,4.1494607824082146e-13,1.5922274685312957e-13,1.8340884366807586e-13,0.4329855966398622,0.4329897024701537,0.4329842483627894,207.33399712500977,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,jw_signed_baseline,2c0df68d730c1924,50,0.02,1.0,147500,44100,-0.9858162549349321,-0.1677845804621082,0.9999926769405768,7.323059423192113e-06,1.4646065219170445e-05,3.971632509869747,1.4646118727861144e-05,9.37451037085395,9.504964977402608e-05,-5.402877860984202,-0.5763370722573578,0.42366292774264225,1.992891834447205,21.64956422251414,0.0920522840073948,1.9858162549353584,13.902145879035748,0.1428424267889422,-0.9858162549353584,-0.16778458046213407,0.9999926769410014,4.271097237850322e-13,1.5922274685312957e-13,1.8918200339612667e-13,0.4330013942323228,0.43300556534219503,0.43299540466537284,209.18169812500128,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,signed_parent_descendants_round_robin,7af7f3c887c1aa9f,50,0.02,1.0,147500,44100,-0.9857500752935145,-0.1681964289637842,0.9999966248229736,3.3751770264212055e-06,6.750342661066e-06,3.9715001505869925,6.750354018501649e-06,9.37396777900225,2.4214146717271845e-05,-5.402467628415257,-0.5763266693231889,0.42367333067681107,1.9928606073294872,21.649287795194788,0.09205201696158415,1.985750075293826,13.902152097270873,0.14283760250930128,-0.985750075293826,-0.16819642896392667,0.9999966248233045,3.4245936542690743e-13,1.5922274685312957e-13,1.4777068457760834e-13,0.432988863110613,0.43299355475673507,0.432987261532791,207.471611749992,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,fermionic_signed_reference,ec4f71a9dbe24688,100,0.01,1.0,295000,44100,-0.9857538558188566,-0.16819158476752535,0.99999953672407,4.6327592995165645e-07,9.265516452972022e-07,3.9715077116385773,9.265527233146155e-07,4.7431968781997735,9.797919786613818e-08,-0.7716891665611962,-0.1626938932490785,0.8373061067509215,1.9928639655250056,21.778873658569687,0.09150445504057741,1.98575385581935,13.959526848775786,0.14225079956728587,-0.9857538558193499,-0.1681915847675938,0.9999995367245679,4.981080681168316e-13,1.585026743226768e-13,3.022027073029676e-13,0.21778881693475596,0.2177900452572897,0.2177883706184552,416.3545191250014,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,fermionic_magnitude_reference,c7b86ca203ff98af,100,0.01,1.0,295000,44100,-0.9857562847225472,-0.1681777310144173,0.999999601039499,3.989605009691033e-07,7.979208427322249e-07,3.9715125694458786,7.979217879157683e-07,4.74320300405229,9.791334676378938e-08,-0.7716904346064117,-0.16269395046915103,0.837306049530849,1.9928652165979497,21.77888765211348,0.09150445369070798,1.985756284722972,13.959530027468366,0.1422509411717709,-0.9857562847229719,-0.16817773101457995,0.9999996010399451,4.548460703314738e-13,1.585026743226768e-13,2.631228568361621e-13,0.21778895757228497,0.21779004744483502,0.21778861161981228,413.81020533399715,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,jw_signed_baseline,2c0df68d730c1924,100,0.01,1.0,295000,44100,-0.9857772143461455,-0.16804660828636026,0.9999981894386589,1.8105613410757115e-06,3.6211194039958983e-06,3.9715544286930493,3.621123437847527e-06,4.7432938838983665,1.1896674798173024e-05,-0.7717394552053172,-0.16270116802694257,0.8372988319730574,1.9928750105249429,21.778974859735435,0.09150453698393919,1.985777214346614,13.959533275829527,0.1422524073770376,-0.9857772143466139,-0.16804660828648957,0.9999981894391423,4.859252711849357e-13,1.585026743226768e-13,2.4846791291111003e-13,0.21779104398101043,0.21779210685287165,0.21778950314572942,412.11635112500517,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,signed_parent_descendants_round_robin,7af7f3c887c1aa9f,100,0.01,1.0,295000,44100,-0.9857584123052062,-0.1681626454430551,0.9999991613760921,8.386239078728153e-07,1.6772471124193444e-06,3.9715168246113146,1.677248716892862e-06,4.743217987851102,3.0303002602760643e-06,-0.7717011632397872,-0.1626956984090465,0.8373043015909535,1.9928660635788675,21.778890458741596,0.09150448078859648,1.9857584123054597,13.95952584710536,0.14225113618147894,-0.9857584123054597,-0.16816264544312629,0.9999991613763539,2.6327249676708905e-13,1.585026743226768e-13,3.2107649872159527e-13,0.21778930157003532,0.21779054204827247,0.2177888905632225,416.7760844999866,1e-12
success,,Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,20,1580,2950,fermionic_signed_reference,ec4f71a9dbe24688,200,0.005,1.0,590000,44100,-0.9857648663048554,-0.16812910728808914,0.9999998841792529,1.1582074710414503e-07,2.3164148077459146e-07,3.971529732609673,2.3164145661299924e-07,2.3786845822859757,1.2151307737795491e-08,1.5928451503236971,0.6696327719049379,1.6696327719049378,1.9928696648224504,21.811392174491623,0.09136829271966909,1.985764866305181,13.980431892129518,0.1420388784571881,-0.985764866305181,-0.16812910728815741,0.9999998841795854,3.3270985331561355e-13,1.6412024124764057e-13,1.4832579608992091e-13,0.1090569709437223,0.10905728501519674,0.10905685852237751,815.4741771249974,1e-12
