status,error_message,case_id,tensor_path,molecule,atom_count,geometry_tag,geometry_scale,basis,source_mapping,active_occupied,active_vacant,n_qubits,identity_coefficient_real,identity_coefficient_imag,number_of_fermionic_terms,number_of_pauli_terms,pauli_to_fermionic_term_ratio,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,graph_density,number_of_colors,mean_vertices_per_color,graph_time_seconds,coloring_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,operator_norm_error,state_infidelity,state_vector_2norm_error,operator_error_ratio_to_jw_raw,state_infidelity_ratio_to_jw_raw,operator_error_ratio_to_jw_coloring,state_infidelity_ratio_to_jw_coloring,coefficient_tolerance
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_raw,1,1000,0.001,1.0,22000,0.0,,,,,,,,0.00016729100025258958,7.266600005095825e-05,,0.0,8.137946536770567e-08,1.0,1.0,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_coloring,1,1000,0.001,1.0,22000,0.00017375000243191607,22,88,0.38095238095238093,3,7.333333333333333,0.00014016700151842088,2.600000152597204e-05,0.00016729100025258958,7.587499931105413e-05,,0.0,8.138010400989484e-08,,,1.0,1.0,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,fermionic_coloring,1,1000,0.001,1.0,22000,0.0032642909973219503,14,24,0.26373626373626374,2,7.0,0.0020957500018994324,1.0250001651002094e-05,0.00016729100025258958,7.225000081234612e-05,,0.0,8.137946536760839e-08,,,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_raw,2,10,0.1,1.0,430,0.0,,,,,,,,0.00016729100025258958,0.00011987499965471216,,7.549516567451064e-15,7.743839031893163e-08,1.0,1.0,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_coloring,2,10,0.1,1.0,430,0.00017375000243191607,22,88,0.38095238095238093,3,7.333333333333333,0.00014016700151842088,2.600000152597204e-05,0.00016729100025258958,0.00010912500147242099,,1.1102230246251565e-15,7.743852057767351e-08,,,1.0,1.0,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,fermionic_coloring,2,10,0.1,1.0,430,0.0032642909973219503,14,24,0.26373626373626374,2,7.0,0.0020957500018994324,1.0250001651002094e-05,0.00016729100025258958,0.00010870899859583005,,3.3084646133829665e-14,1.54851535893182e-07,,,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_raw,2,100,0.01,1.0,4300,0.0,,,,,,,,0.00016729100025258958,0.00011062499834224582,,4.4853010194856324e-14,7.7409257955561e-10,1.0,1.0,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_coloring,2,100,0.01,1.0,4300,0.00017375000243191607,22,88,0.38095238095238093,3,7.333333333333333,0.00014016700151842088,2.600000152597204e-05,0.00016729100025258958,0.00011354199887136929,,6.661338147750939e-16,7.740938797400607e-10,,,1.0,1.0,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,fermionic_coloring,2,100,0.01,1.0,4300,0.0032642909973219503,14,24,0.26373626373626374,2,7.0,0.0020957500018994324,1.0250001651002094e-05,0.00016729100025258958,0.00011254200217081234,,5.1958437552457326e-14,1.5481824272389174e-09,,,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_raw,2,1000,0.001,1.0,43000,0.0,,,,,,,,0.00016729100025258958,0.00012654099919018336,,0.0,7.743460077032957e-12,1.0,1.0,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_coloring,2,1000,0.001,1.0,43000,0.00017375000243191607,22,88,0.38095238095238093,3,7.333333333333333,0.00014016700151842088,2.600000152597204e-05,0.00016729100025258958,0.00011916700168512762,,4.440892098500626e-14,7.740940902875315e-12,,,1.0,1.0,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,fermionic_coloring,2,1000,0.001,1.0,43000,0.0032642909973219503,14,24,0.26373626373626374,2,7.0,0.0020957500018994324,1.0250001651002094e-05,0.00016729100025258958,0.0001165409994428046,,4.3076653355456074e-14,1.5481807089945614e-11,,,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_raw,4,10,0.1,1.0,2150,0.0,,,,,,,,0.00016729100025258958,0.0004682910002884455,,0.0,6.284799947748126e-12,1.0,1.0,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_coloring,4,10,0.1,1.0,2150,0.00017375000243191607,22,88,0.38095238095238093,3,7.333333333333333,0.00014016700151842088,2.600000152597204e-05,0.00016729100025258958,0.0005268330023682211,,0.0,6.284867238100866e-12,,,1.0,1.0,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,fermionic_coloring,4,10,0.1,1.0,2150,0.0032642909973219503,14,24,0.26373626373626374,2,7.0,0.0020957500018994324,1.0250001651002094e-05,0.00016729100025258958,0.0005279169999994338,,0.0,1.0693004998090454e-11,,,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_raw,4,100,0.01,1.0,21500,0.0,,,,,,,,0.00016729100025258958,0.0004897079998045228,,0.0,2.793562284887419e-13,1.0,1.0,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_coloring,4,100,0.01,1.0,21500,0.00017375000243191607,22,88,0.38095238095238093,3,7.333333333333333,0.00014016700151842088,2.600000152597204e-05,0.00016729100025258958,0.0004775830020662397,,0.0,1.0123357575256484e-13,,,1.0,1.0,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,fermionic_coloring,4,100,0.01,1.0,21500,0.0032642909973219503,14,24,0.26373626373626374,2,7.0,0.0020957500018994324,1.0250001651002094e-05,0.00016729100025258958,0.00047804199857637286,,0.0,1.903721759243931e-13,,,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_raw,4,1000,0.001,1.0,215000,0.0,,,,,,,,0.00016729100025258958,0.0005208749971643556,,2.4877877535800508e-12,1.2440581351433077e-12,1.0,1.0,,,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,jw_coloring,4,1000,0.001,1.0,215000,0.00017375000243191607,22,88,0.38095238095238093,3,7.333333333333333,0.00014016700151842088,2.600000152597204e-05,0.00016729100025258958,0.0005051250009273645,,2.4877877535800508e-12,1.244048824948167e-12,,1.0,1.0,1.0,1e-12
success,,NH3_s-1.50_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/hgbs-5/NH3_s-1.50_hgbs-5_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,hgbs-5,JW,2,2,4,-55.41126227072738,0.0,14,22,1.5714285714285714,fermionic_coloring,4,1000,0.001,1.0,215000,0.0032642909973219503,14,24,0.26373626373626374,2,7.0,0.0020957500018994324,1.0250001651002094e-05,0.00016729100025258958,0.0005086250021122396,,1.8212098495951068e-12,9.107856343366044e-13,,0.7320599785790789,,0.7320599785790789,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,1,10,0.1,1.0,260,0.0,,,,,,,,0.00014666700008092448,6.791600026190281e-05,,1.5560080585452774e-05,0.0039479172213974685,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,1,10,0.1,1.0,260,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,7.262500002980232e-05,,5.504421727420272e-06,0.0023530500299868305,,0.35375277764090723,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,1,10,0.1,1.0,260,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,7.041700155241415e-05,,5.584259157087601e-06,0.002370939436015184,,0.3588836912778179,,1.0145042356165441,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,1,100,0.01,1.0,2600,0.0,,,,,,,,0.00014666700008092448,7.533300231443718e-05,,1.5542982390037707e-07,0.00039459141205081373,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,1,100,0.01,1.0,2600,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,7.575000199722126e-05,,5.50595885551175e-08,0.00023526156343188173,,0.35424082182842853,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,1,100,0.01,1.0,2600,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,7.420800102408975e-05,,5.586279205882505e-08,0.000237091509863806,,0.35940844978779857,,1.014587895129356,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,1,1000,0.001,1.0,26000,0.0,,,,,,,,0.00014666700008092448,8.5374998889165e-05,,1.5535350783579815e-09,3.945689401458417e-05,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,1,1000,0.001,1.0,26000,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,8.233300104620866e-05,,5.493909771558947e-10,2.3525819136337257e-05,,0.35363924819552633,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,1,1000,0.001,1.0,26000,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,9.15000018721912e-05,,5.569749106371091e-10,2.370922993119012e-05,,0.35852097477310085,,1.0138042556149633,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,2,10,0.1,1.0,510,0.0,,,,,,,,0.00014666700008092448,0.00013050000052317046,,4.4901882212400324e-10,2.187790260205752e-05,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,2,10,0.1,1.0,510,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,0.00012379200052237138,,4.0773051601661336e-10,2.0225471672582763e-05,,0.9080477163249351,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,2,10,0.1,1.0,510,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,0.00013154099724488333,,5.866869212667325e-10,2.438461447371579e-05,,1.3065976131947319,,1.4389085393913155,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,2,100,0.01,1.0,5100,0.0,,,,,,,,0.00014666700008092448,0.00013020800179219805,,0.0,2.1877475990145764e-07,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,2,100,0.01,1.0,5100,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,0.0001373329978378024,,0.0,2.0224331110482894e-07,,,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,2,100,0.01,1.0,5100,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,0.00013008400128455833,,0.0,2.4383135828834043e-07,,,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,2,1000,0.001,1.0,51000,0.0,,,,,,,,0.00014666700008092448,0.0001377080006932374,,2.468247828346648e-12,2.187771862600116e-09,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,2,1000,0.001,1.0,51000,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,0.00014520799959427677,,1.056932319443149e-13,2.022450233001543e-09,,0.042821158690176324,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,2,1000,0.001,1.0,51000,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,0.0001334590015176218,,2.104982854689297e-12,2.438290456087863e-09,,0.852824757106873,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,4,10,0.1,1.0,2550,0.0,,,,,,,,0.00014666700008092448,0.000555665999854682,,0.0,3.552996440236713e-10,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,4,10,0.1,1.0,2550,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,0.0005577500014624093,,1.9539925233402755e-14,4.010729896759202e-10,,,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,4,10,0.1,1.0,2550,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,0.0005825000007462222,,0.0,5.0171478887734e-10,,,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,4,100,0.01,1.0,25500,0.0,,,,,,,,0.00014666700008092448,0.0006192910004756413,,0.0,6.346580705481378e-14,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,4,100,0.01,1.0,25500,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,0.0006064580011297949,,5.062616992290714e-14,4.924833070156909e-14,,,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,4,100,0.01,1.0,25500,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,0.0005612499990093056,,0.0,1.9912120985981774e-13,,,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_raw,4,1000,0.001,1.0,255000,0.0,,,,,,,,0.00014666700008092448,0.0005777920014224946,,6.34936547783127e-12,3.174789540579799e-12,1.0,1.0,,,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,jw_coloring,4,1000,0.001,1.0,255000,0.00022995799736236222,26,136,0.41846153846153844,4,6.5,0.00019712499852175824,2.3790998966433108e-05,0.00014666700008092448,0.0005699579996871762,,6.568301458287351e-12,3.284142096478157e-12,,1.0344815527190068,1.0,1.0,1e-12
success,,NH3_s-1.50_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-002.tensors.npz,NH3,4,s-1.50,1.5,sto-6g,JW,2,2,4,-55.23281877674091,0.0,18,26,1.4444444444444444,fermionic_coloring,4,1000,0.001,1.0,255000,0.006164500002341811,18,68,0.4444444444444444,4,4.5,0.004480208001041319,2.037499871221371e-05,0.00014666700008092448,0.0005825000007462222,,8.121503469737945e-12,4.0607549985633364e-12,,1.2791047385906626,,1.2364693553294344,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-004,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-004.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,4,6,-15.152987770022186,0.0,27,33,1.2222222222222223,jw_raw,1,10,0.1,1.0,330,0.0,,,,,,,,0.0008474999995087273,0.003235583000787301,,7.130265045063311e-09,8.444111412989771e-05,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-004,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-004.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,4,6,-15.152987770022186,0.0,27,33,1.2222222222222223,jw_coloring,1,10,0.1,1.0,330,0.00033691600037855096,33,168,0.3181818181818182,3,11.0,0.0003011659973708447,2.6541998522588983e-05,0.0008474999995087273,0.0030305410000437405,,5.469414476877432e-09,7.395565754823736e-05,,0.767070290137983,1.0,1.0,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-004,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-004.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,4,6,-15.152987770022186,0.0,27,33,1.2222222222222223,fermionic_coloring,1,10,0.1,1.0,330,0.010911957997450372,27,90,0.2564102564102564,4,6.75,0.008393332998821279,2.170899824704975e-05,0.0008474999995087273,0.0032851670002855826,,1.109759395490073e-08,0.00010534516058036055,,1.5564069336502755,,2.0290277874929874,1e-12
