status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,identity_coefficient_real,identity_coefficient_imag,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,operator_norm_error,state_infidelity,state_vector_2norm_error,operator_error_ratio_to_jw_raw,state_infidelity_ratio_to_jw_raw,coefficient_tolerance,factorization_level,ordering_method,mapping,number_of_factors,factor_exponential_type,factor_reconstruction_error,graph_level,schema_version,operator_error_ratio_to_jw_coloring,state_infidelity_ratio_to_jw_coloring,operator_error_ratio_to_fermionic_coloring,state_infidelity_ratio_to_fermionic_coloring
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,2,2,0.5,1.0,306,0.0,,,,,,0.0014206669984559994,0.013097041002765764,,9.980520775387802e-07,0.0014353148046371239,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,2,2,0.5,1.0,306,0.0027574580017244443,77,1272,9,0.0021794169988424983,0.0001936249973368831,0.0014206669984559994,0.013430334001895972,,4.334715499987318e-06,0.0020826293050804586,,4.343175669426818,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,2,2,0.5,1.0,306,0.03682495900284266,45,490,10,0.03115429199897335,5.15000028826762e-05,0.0014206669984559994,0.013744457999564474,,2.6341028469545336e-07,0.0005143472754591129,,0.2639243889407347,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.060767606246874564,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,2,4,0.25,1.0,612,0.0,,,,,,0.0014206669984559994,0.0133352080010809,,6.251673478896436e-08,0.0003596319806292571,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,2,4,0.25,1.0,612,0.0027574580017244443,77,1272,9,0.0021794169988424983,0.0001936249973368831,0.0014206669984559994,0.013631207999424078,,2.7199199970073806e-07,0.0005216562899633634,,4.350707064578666,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,2,4,0.25,1.0,612,0.03682495900284266,45,490,10,0.03115429199897335,5.15000028826762e-05,0.0014206669984559994,0.013766959000349743,,1.639655800023121e-08,0.00012833050558799667,,0.26227470221502325,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.06028323633883235,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,2,8,0.125,1.0,1224,0.0,,,,,,0.0014206669984559994,0.013431667000986636,,3.90952870077399e-09,8.995857785826626e-05,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,2,8,0.125,1.0,1224,0.0027574580017244443,77,1272,9,0.0021794169988424983,0.0001936249973368831,0.0014206669984559994,0.01362837499982561,,1.701603824511011e-08,0.00013047570587256354,,4.35245257100718,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,2,8,0.125,1.0,1224,0.03682495900284266,45,490,10,0.03115429199897335,5.15000028826762e-05,0.0014206669984559994,0.013952666999102803,,1.023769069519176e-09,3.206662794166417e-05,,0.2618650860182955,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.060164948783737945,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,2,16,0.0625,1.0,2448,0.0,,,,,,0.0014206669984559994,0.01661683299971628,,2.444155988712282e-10,2.249281178131885e-05,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
