status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,identity_coefficient_real,identity_coefficient_imag,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,operator_norm_error,state_infidelity,state_vector_2norm_error,operator_error_ratio_to_jw_raw,state_infidelity_ratio_to_jw_raw,coefficient_tolerance,factorization_level,ordering_method,mapping,number_of_factors,factor_exponential_type,factor_reconstruction_error,graph_level,schema_version,operator_error_ratio_to_jw_coloring,state_infidelity_ratio_to_jw_coloring,operator_error_ratio_to_fermionic_coloring,state_infidelity_ratio_to_fermionic_coloring
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,2,16,0.0625,1.0,2448,0.0027574580017244443,77,1272,9,0.0021794169988424983,0.0001936249973368831,0.0014206669984559994,0.015922416001558304,,1.0637823955050862e-09,3.2622765685840334e-05,,4.352350669997729,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,2,16,0.0625,1.0,2448,0.03682495900284266,45,490,10,0.03115429199897335,5.15000028826762e-05,0.0014206669984559994,0.013593208001111634,,6.400391328043042e-11,8.015657414705484e-06,,0.26186509198273905,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.06016635878810649,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,2,32,0.03125,1.0,4896,0.0,,,,,,0.0014206669984559994,0.013798457999655511,,1.5282886067780055e-11,5.623400995334932e-06,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,2,32,0.03125,1.0,4896,0.0027574580017244443,77,1272,9,0.0021794169988424983,0.0001936249973368831,0.0014206669984559994,0.013615332998597296,,6.638334326680706e-11,8.155931171261533e-06,,4.3436392165978965,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,2,32,0.03125,1.0,4896,0.03682495900284266,45,490,10,0.03115429199897335,5.15000028826762e-05,0.0014206669984559994,0.013460500002111075,,3.9825920339353615e-12,2.0038518858479963e-06,,0.26059161968966116,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.059993845412825625,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,2,64,0.015625,1.0,9792,0.0,,,,,,0.0014206669984559994,0.01371100000324077,,1.1195488980320079e-12,1.4058626277162375e-06,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,2,64,0.015625,1.0,9792,0.0027574580017244443,77,1272,9,0.0021794169988424983,0.0001936249973368831,0.0014206669984559994,0.013782832997094374,,4.335198866556311e-12,2.0389977727649333e-06,,3.8722729075763587,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,2,64,0.015625,1.0,9792,0.03682495900284266,45,490,10,0.03115429199897335,5.15000028826762e-05,0.0014206669984559994,0.01985570800025016,,2.877698079828406e-13,5.009590684774073e-07,,0.257040856802856,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.06637984019668101,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,2,128,0.0078125,1.0,19584,0.0,,,,,,0.0014206669984559994,0.015525416998571018,,4.565237077258644e-13,3.514664312412796e-07,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,2,128,0.0078125,1.0,19584,0.0027574580017244443,77,1272,9,0.0021794169988424983,0.0001936249973368831,0.0014206669984559994,0.014052083002752624,,4.880540416252188e-13,5.097503826819325e-07,,,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,2,128,0.0078125,1.0,19584,0.03682495900284266,45,490,10,0.03115429199897335,5.15000028826762e-05,0.0014206669984559994,0.01361279200136778,,3.2307490016592055e-13,1.2523952886838756e-07,,,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,,1.0,1.0
