status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,graph_level,schedule,sample_index,random_seed,graph_vertices,graph_edges,graph_density,number_of_colors,group_sizes,group_order,within_group_order_hash,pauli_order_hash,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,leading_state_error_norm_estimate,bch_squared_ratio_to_raw,schedule_build_time_seconds,bch_evaluation_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_raw_jw,state_infidelity_ratio_to_current_coloring,coefficient_tolerance
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,baseline,jw_raw,-1,-1,,,,,[],[],4f53cda18c2baa0c,83ad86fe5f0793a6,100,0.01,1.0,66500,0.3529295896911312,0.001764647948455656,1.0,5.166999471839517e-06,0.0006784999986848561,1225,0.785513875000106,0.0025896659990394255,2.0901301670000976,0.9999985433698851,2.913258107972716e-06,1.9998831877614245,0.001706827533677594,0.0,0.0,1.0,,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,jw,current,-1,-1,665,78408,0.35514086420871455,33,"[41,30,30,16,31,23,17,12,25,24,14,10,44,18,22,19,14,53,15,48,18,11,44,18,12,8,8,8,8,8,8,4,4]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]",96280e3fa1d7a52d,6bc34abe2d823f15,100,0.01,1.0,66500,0.36902188441395395,0.0018451094220697697,1.0932716893653038,6.750000466126949e-06,0.000879082999745151,1225,0.785513875000106,0.0025896659990394255,2.0785813750007947,0.9999984940586201,3.011880492009844e-06,1.9998847162977405,0.0017354776748383762,0.0,0.0,1.0338529510197632,1.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,fermionic,current,-1,-1,385,35164,0.4757034632034632,45,"[13,14,14,14,4,4,10,10,4,4,13,6,10,10,10,11,4,23,23,5,8,12,14,7,8,7,7,6,4,4,4,20,18,22,8,5,5,4,4,2,2,2,2,2,2]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]",ca6ef1566cfd5a37,99c7f795496edc8e,100,0.01,1.0,66500,0.16679202097486284,0.0008339601048743142,0.22334405632629187,8.209000952774659e-06,0.0008228750011767261,1225,0.785513875000106,0.0025896659990394255,2.07756179199896,0.9999997540605055,4.918789285879299e-07,1.9998843940672206,0.0007013408508671691,0.0,0.0,0.16884152050990758,1.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,jw,reverse_groups,-1,-1,665,78408,0.35514086420871455,33,"[41,30,30,16,31,23,17,12,25,24,14,10,44,18,22,19,14,53,15,48,18,11,44,18,12,8,8,8,8,8,8,4,4]","[32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0]",27900c79a1054337,092acc091f9a39f7,100,0.01,1.0,66500,0.36902188441395395,0.0018451094220697697,1.0932716893653038,6.2920007621869445e-06,0.0006873340007587103,1225,0.785513875000106,0.0025896659990394255,2.101327124999443,0.999998493865092,3.0122675476196292e-06,1.9998817998023475,0.0017355891841179794,0.0,0.0,1.0339858110669817,1.000128509617434,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,fermionic,reverse_groups,-1,-1,385,35164,0.4757034632034632,45,"[13,14,14,14,4,4,10,10,4,4,13,6,10,10,10,11,4,23,23,5,8,12,14,7,8,7,7,6,4,4,4,20,18,22,8,5,5,4,4,2,2,2,2,2,2]","[44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0]",081c5d64b7d4ddbf,338891daae5e1668,100,0.01,1.0,66500,0.2483132812475241,0.0012415664062376205,0.49502115041297196,9.290999514632858e-06,0.0009360419990116498,1225,0.785513875000106,0.0025896659990394255,2.08646674999909,0.9999993491910438,1.301617488791429e-06,1.9998827352988768,0.00114088470598107,0.0,0.0,0.4467909950132092,2.6462151825207685,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,jw,random_groups,0,229094829,665,78408,0.35514086420871455,33,"[41,30,30,16,31,23,17,12,25,24,14,10,44,18,22,19,14,53,15,48,18,11,44,18,12,8,8,8,8,8,8,4,4]","[15,4,14,26,8,27,25,16,1,20,22,19,3,32,10,6,30,11,13,17,0,29,9,18,24,23,21,31,28,7,2,5,12]",21d030e385ab7d5b,dd70ecc8f9f5f064,100,0.01,1.0,66500,0.33228583359896247,0.0016614291679948124,0.8864362548194731,7.041000571916811e-06,0.0008697089997440344,1225,0.785513875000106,0.0025896659990394255,2.0792904999998427,0.9999987880220658,2.4239543995330237e-06,1.9998824685779346,0.0015569058637146652,2.060439596718311e-10,2.060439596718311e-10,0.8320424451576692,0.8047976690853049,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,fermionic,random_groups,0,1624691752,385,35164,0.4757034632034632,45,"[13,14,14,14,4,4,10,10,4,4,13,6,10,10,10,11,4,23,23,5,8,12,14,7,8,7,7,6,4,4,4,20,18,22,8,5,5,4,4,2,2,2,2,2,2]","[7,15,37,41,16,2,9,12,43,13,22,25,39,33,27,29,20,23,38,5,24,1,31,36,8,17,42,4,14,10,30,18,19,34,26,6,11,40,21,32,28,44,35,3,0]",c36f1714d66d47a7,245a07bf947d0246,100,0.01,1.0,66500,0.15967494553920217,0.0007983747276960108,0.2046903699617595,7.374999768217094e-06,0.0006875830003991723,1225,0.785513875000106,0.0025896659990394255,2.0832432499992137,0.9999998191907085,3.6161855043737035e-07,1.9998835420483936,0.0006013473065358548,0.0,0.0,0.12412856569341678,0.7351779664062723,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,jw,random_groups,1,4028005437,665,78408,0.35514086420871455,33,"[41,30,30,16,31,23,17,12,25,24,14,10,44,18,22,19,14,53,15,48,18,11,44,18,12,8,8,8,8,8,8,4,4]","[6,18,8,21,30,29,25,28,12,20,27,22,1,26,23,9,11,5,2,16,15,31,10,14,4,24,17,32,7,3,19,13,0]",a71ba7e0c0294f3f,c4c82620d22308d3,100,0.01,1.0,66500,0.1705860481352061,0.0008529302406760304,0.2336204596620284,7.458000254700892e-06,0.0008864169994922122,1225,0.785513875000106,0.0025896659990394255,2.088257416999113,0.9999997473682748,5.052633865743061e-07,1.9998837040368018,0.0007108188590717962,1.7742685098909305e-10,1.774267399667906e-10,0.17343584668709972,0.16775678447890247,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,fermionic,random_groups,1,4182571696,385,35164,0.4757034632034632,45,"[13,14,14,14,4,4,10,10,4,4,13,6,10,10,10,11,4,23,23,5,8,12,14,7,8,7,7,6,4,4,4,20,18,22,8,5,5,4,4,2,2,2,2,2,2]","[5,26,9,33,13,35,17,41,30,0,2,3,28,20,14,44,6,19,10,37,29,4,39,23,34,1,27,22,21,38,12,40,8,7,31,16,11,15,36,25,43,18,42,24,32]",3f50f630c2b40d1f,4881950daf28d3cd,100,0.01,1.0,66500,0.1294407060870316,0.000647203530435158,0.13451341672017367,7.95800042396877e-06,0.0007669589995202841,1225,0.785513875000106,0.0025896659990394255,2.079420083999139,0.999999903301508,1.933969746570341e-07,1.9998842876050962,0.0004397692394687326,0.0,0.0,0.06638511504619671,0.39318003560801407,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,jw,random_groups,2,1789066502,665,78408,0.35514086420871455,33,"[41,30,30,16,31,23,17,12,25,24,14,10,44,18,22,19,14,53,15,48,18,11,44,18,12,8,8,8,8,8,8,4,4]","[1,20,17,6,3,13,25,27,24,4,19,7,11,0,30,2,9,21,12,8,26,5,29,32,10,14,31,16,22,15,18,23,28]",123a3d6170371b05,2c1c0c34f80633b7,100,0.01,1.0,66500,0.2752734994810936,0.001376367497405468,0.6083488136835038,7.124999683583155e-06,0.0008383330005017342,1225,0.785513875000106,0.0025896659990394255,2.0808518329995422,0.9999991613232521,1.677352792550657e-06,1.9998834721620626,0.0012951268261745424,2.531308496145357e-14,2.531308496145357e-14,0.5757652533293374,0.5569121341303123,1e-12
