case_id,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,jw_number_of_colors,fermionic_number_of_colors,raw_jw_one_minus_overlap,signed_baseline_one_minus_overlap,jw_mean_one_minus_overlap,jw_median_one_minus_overlap,jw_std_one_minus_overlap,jw_minimum_one_minus_overlap,jw_maximum_one_minus_overlap,jw_schedules_beating_baseline,jw_fraction_beating_baseline,fermionic_mean_one_minus_overlap,fermionic_median_one_minus_overlap,fermionic_std_one_minus_overlap,fermionic_minimum_one_minus_overlap,fermionic_maximum_one_minus_overlap,fermionic_schedules_beating_baseline,fermionic_fraction_beating_baseline,jw_pearson_log_bch_squared_vs_log_overlap_error,fermionic_pearson_log_bch_squared_vs_log_overlap_error
F-F_1.28_hgbs-5_as-004-002,F-F,1.28,hgbs-5,4,2,6,27,33,3,4,5.644373857194296e-12,1.931899085150235e-12,7.538725199651708e-12,8.17246270656824e-12,1.898734752113979e-12,1.8425261316679098e-12,8.174017018802715e-12,2,0.1,3.84506315675992e-12,3.760325384405405e-12,1.4916193814141286e-12,1.7671419882958617e-12,6.0998983641979976e-12,5,0.25,0.9999997536834364,0.999896762436266
F-F_1.28_hgbs-5_as-006-002,F-F,1.28,hgbs-5,6,2,8,48,60,4,4,1.6326129337329576e-10,1.9369061909912944e-11,6.639325200730184e-11,3.2866709354095747e-11,5.129754120374869e-11,2.3069546273291053e-11,1.6150414339222152e-10,0,0.0,4.638355255437432e-11,2.608852023300301e-11,3.076020829459181e-11,2.0980328585551433e-11,1.163309448770633e-10,0,0.0,0.9999808332971539,0.9998527056742534
F-F_1.28_hgbs-5_as-008-002,F-F,1.28,hgbs-5,8,2,10,121,187,10,17,1.7519485862038664e-10,1.4926138103277253e-10,1.1450408399227285e-10,6.522726803126488e-11,1.0334673491702282e-10,1.778366343074822e-11,2.912520224995774e-10,14,0.7,1.146989336842097e-10,9.872291872881078e-11,6.993534386337589e-11,3.558553451910029e-11,2.380027286363884e-10,13,0.65,0.9997976430161666,0.9997903652544484
F-F_1.28_hgbs-5_as-010-002,F-F,1.28,hgbs-5,10,2,12,230,382,19,28,1.9293178166179814e-10,7.990995642970233e-10,1.1061191323991082e-08,3.570244322403937e-09,1.6692892607566176e-08,4.142908238691234e-11,6.489105164320108e-08,6,0.3,1.2387985082185082e-10,7.669281876232503e-11,1.0899651311605165e-10,3.0456082100727144e-11,4.615146043107643e-10,20,1.0,0.907388717585089,0.9990447719578229
