status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,graph_level,schedule,sample_index,random_seed,graph_vertices,graph_edges,graph_density,number_of_colors,group_sizes,group_order,within_group_order_hash,pauli_order_hash,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,leading_state_error_norm_estimate,bch_squared_ratio_to_raw,schedule_build_time_seconds,bch_evaluation_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_raw_jw,state_infidelity_ratio_to_current_coloring,coefficient_tolerance
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,baseline,jw_raw,-1,-1,,,,,[],[],4f53cda18c2baa0c,5b3a4ea00434804c,100,0.01,1.0,117600,0.06109869084808307,0.00030549345424041535,1.0,9.875002433545887e-06,0.0019933749972551595,3136,2.207533708999108,0.007277458997123176,13.890962042001775,0.9999999721561835,5.568763217222994e-08,1.7019861992924585,0.00023598227253204013,6.508127370352668e-13,6.508127370352668e-13,1.0,,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,jw,current,-1,-1,1176,230944,0.3342654508611955,26,"[48,36,56,56,48,48,64,64,56,56,28,24,24,24,108,36,32,32,56,72,72,32,32,32,32,8]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]",75a3815591a51156,48661749da8aa292,100,0.01,1.0,117600,0.028166869767875153,0.00014083434883937576,0.21252663306358635,1.2875003449153155e-05,0.0021648340007232036,3136,2.207533708999108,0.007277458997123176,13.921518540999386,0.999999993591766,1.2816468109022594e-08,1.7019852429626106,0.00011320984104318226,4.765310368526343e-10,4.765312588972392e-10,0.23014927388875142,1.0,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,fermionic,current,-1,-1,656,86311,0.40174548501210205,41,"[16,14,12,11,11,13,12,11,12,10,12,8,10,14,16,10,10,14,18,8,24,19,14,12,17,16,35,45,23,37,15,29,12,13,47,6,9,10,16,6,9]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40]",f9da11ac053e7ff9,8ee1e451df0085d8,100,0.01,1.0,117600,0.0175862540629068,8.7931270314534e-05,0.08284816169904823,1.2667002010857686e-05,0.0019631659997685347,3136,2.207533708999108,0.007277458997123176,13.899522874999093,0.9999999982921053,3.4157894290842705e-09,1.701986360944572,5.844475535994886e-05,5.414557691096888e-13,5.414557691096888e-13,0.06133838512867568,1.0,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,jw,reverse_groups,-1,-1,1176,230944,0.3342654508611955,26,"[48,36,56,56,48,48,64,64,56,56,28,24,24,24,108,36,32,32,56,72,72,32,32,32,32,8]","[25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0]",ee5a664792dfa650,c5b644d003ae3e95,100,0.01,1.0,117600,0.028166869767875153,0.00014083434883937576,0.21252663306358635,1.3167002180125564e-05,0.002153582998289494,3136,2.207533708999108,0.007277458997123176,13.911954915998649,0.9999999935920512,1.2815897676432542e-08,1.701987031015826,0.00011320732165559143,4.766024241931177e-10,4.766024241931177e-10,0.2301390304546566,0.9999554922163266,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,fermionic,reverse_groups,-1,-1,656,86311,0.40174548501210205,41,"[16,14,12,11,11,13,12,11,12,10,12,8,10,14,16,10,10,14,18,8,24,19,14,12,17,16,35,45,23,37,15,29,12,13,47,6,9,10,16,6,9]","[40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0]",fcca348a548ac1f5,4398b703453b4329,100,0.01,1.0,117600,0.017707707318390473,8.853853659195236e-05,0.08399643629538683,1.2917000276502222e-05,0.0018927079981949646,3136,2.207533708999108,0.007277458997123176,13.919300666999334,0.9999999979221352,4.155729538268815e-09,1.7019866068964582,6.446494813671081e-05,4.981570711493077e-13,4.981570711493077e-13,0.07462571806637482,1.216623455440259,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,jw,random_groups,0,170929829,1176,230944,0.3342654508611955,26,"[48,36,56,56,48,48,64,64,56,56,28,24,24,24,108,36,32,32,56,72,72,32,32,32,32,8]","[8,0,6,20,23,18,25,3,9,21,11,10,19,4,15,12,22,17,24,7,2,1,5,14,13,16]",f2a73449631b0937,3aa3a6752a17d44b,100,0.01,1.0,117600,0.020788034603416855,0.00010394017301708427,0.1157612086550877,1.2207998224766925e-05,0.0023112919989216607,3136,2.207533708999108,0.007277458997123176,13.937348499999644,0.9999999961674998,7.665000412160339e-09,1.7019861414678852,8.754998807630038e-05,3.643587653812119e-10,3.643587653812119e-10,0.13764277835434144,0.5980587121942197,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,fermionic,random_groups,0,3367589945,656,86311,0.40174548501210205,41,"[16,14,12,11,11,13,12,11,12,10,12,8,10,14,16,10,10,14,18,8,24,19,14,12,17,16,35,45,23,37,15,29,12,13,47,6,9,10,16,6,9]","[31,7,16,39,21,23,1,36,30,37,32,22,6,26,5,25,4,33,2,40,29,28,18,38,17,10,14,15,27,9,0,34,19,20,11,12,8,3,24,35,13]",b6213ebcce8f6b8a,950f228898a0e2f2,100,0.01,1.0,117600,0.057829958510992985,0.0002891497925549649,0.8958637254966001,1.279199932469055e-05,0.002078458001051331,3136,2.207533708999108,0.007277458997123176,13.88529095800186,0.9999999734060678,5.318786366892425e-08,1.7019867096294699,0.00023062494300282887,4.793943020331426e-13,4.792832797306801e-13,0.9551108853834108,15.571177548606455,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,jw,random_groups,1,1497130406,1176,230944,0.3342654508611955,26,"[48,36,56,56,48,48,64,64,56,56,28,24,24,24,108,36,32,32,56,72,72,32,32,32,32,8]","[17,0,4,15,13,3,19,10,5,25,22,1,14,24,6,2,20,16,7,11,8,21,18,23,9,12]",85f14d13d60e8e38,d1298a23081ea6df,100,0.01,1.0,117600,0.11947567601366914,0.0005973783800683457,3.8238001284844607,1.1916999937966466e-05,0.0020476669997151475,3136,2.207533708999108,0.007277458997123176,13.914944624997588,0.9999998881818664,2.236362547369808e-07,1.7019858871609415,0.00047290196371182575,1.604971711088865e-11,1.604971711088865e-11,4.015905256041802,17.449132852719725,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,fermionic,random_groups,1,3876896119,656,86311,0.40174548501210205,41,"[16,14,12,11,11,13,12,11,12,10,12,8,10,14,16,10,10,14,18,8,24,19,14,12,17,16,35,45,23,37,15,29,12,13,47,6,9,10,16,6,9]","[38,33,34,37,5,0,6,3,36,11,18,26,24,2,31,27,40,7,1,32,9,12,17,30,21,29,10,16,14,8,19,20,15,35,4,25,13,39,22,28,23]",b9f0ddbaae4c91c9,4d8701742ad1af24,100,0.01,1.0,117600,0.2590673057039455,0.0012953365285197273,17.978829232103113,1.3249999028630555e-05,0.002220957998360973,3136,2.207533708999108,0.007277458997123176,13.897262791997491,0.9999994768716132,1.0462564999924595e-06,1.7019861278743331,0.0010228669383954274,5.678790770957676e-13,5.678790770957676e-13,18.78795091801734,306.30005792627196,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,jw,random_groups,2,1277635548,1176,230944,0.3342654508611955,26,"[48,36,56,56,48,48,64,64,56,56,28,24,24,24,108,36,32,32,56,72,72,32,32,32,32,8]","[17,7,0,15,10,16,11,25,13,23,5,14,2,19,9,21,4,20,1,22,18,24,3,8,6,12]",8b800dbc02ed7e16,135e26d6d130aca1,100,0.01,1.0,117600,0.11535528635691963,0.0005767764317845982,3.564603208436737,1.2750002497341484e-05,0.0021235000021988526,3136,2.207533708999108,0.007277458997123176,13.898264499999641,0.999999901855292,1.962894063956e-07,1.7019861511874985,0.0004430456139660343,5.432321259490891e-13,5.434541705540141e-13,3.524829459232866,15.315405517797474,1e-12
