status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,number_of_shared_pauli_terms,shared_pauli_fraction,number_of_unowned_pauli_terms,schedule,sample_index,random_seed,ordering_definition,parent_order_hash,pauli_order_hash,reference_parent_bucket_sizes,mean_parent_runs,max_parent_runs,fraction_parents_contiguous,mean_parent_span_ratio,weighted_parent_span_ratio,orientation_flip_fraction_vs_signed_reference,weighted_orientation_flip_fraction_vs_signed_reference,cross_owner_weighted_flip_fraction_vs_signed_reference,bch2_hf_state_norm,bch_norm_ratio_to_signed_reference,bch_pair_abs_sum,bch_cancellation_ratio,bch_cancellation_ratio_to_signed_reference,bch_same_owner_norm,bch_cross_owner_norm,same_owner_pair_fraction,same_owner_abs_weight_fraction,unowned_pair_abs_weight_fraction,leading_state_error_norm_estimate,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,one_minus_overlap,one_minus_overlap_ratio_to_signed_reference,state_infidelity,state_infidelity_ratio_to_signed_reference,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,coefficient_tolerance
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,5,878353402,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,10149682333c5aa2,723334e9eda33c13,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.002686299870659636,0.06496321033893375,0.06496321033893375,0.26720054619543687,101.87054456131264,113.50668277606911,0.0023540512299401934,101.87054456131264,0.0,0.26720054619543687,0.0,0.0,0.0,0.0013360027309771844,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.114250708997133,0.9999992421520734,7.578479266356908e-07,12764.767895878525,1.515695278953011e-06,12764.76305912933,1.982432327899741,0.001231136001127163,6.128431095930864e-13,6.128431095930864e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,6,2016402495,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,c96745883c7626a5,2cd4c043bf85fe6a,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.002686299870659636,0.07397281603600392,0.07397281603600392,0.40304825685065165,153.66265523960547,113.50668277606911,0.0035508768910620238,153.66265523960547,0.0,0.40304825685065165,0.0,0.0,0.0,0.002015241284253258,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.1205809579987545,0.9999982751345027,1.724865497321204e-06,29052.67264193283,3.4497280194667468e-06,29052.647585832896,1.982432055089552,0.0018573451468810013,5.976330541557218e-13,5.976330541557218e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,7,3411008199,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,769bc0748775a170,ad7e18446043f0c6,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.0026614267237090837,0.06475077798865395,0.06475077798865395,0.29268142794766494,111.58516280203769,113.50668277606911,0.0025785391731082434,111.5851628020377,0.0,0.29268142794766494,0.0,0.0,0.0,0.0014634071397383248,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.1123019579972606,0.9999990907362935,9.092637065499787e-07,15315.130862442966,1.818526586316871e-06,15315.123899506321,1.9824322498798876,0.0013485278688629158,5.871969577242453e-13,5.871969577242453e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,8,2290837939,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,e6b3c1efc0158147,cbc91cb3cfbeb860,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.0023629489603024575,0.039948001165890853,0.039948001165890853,0.3705203001283736,141.26133079642264,113.50668277606911,0.0032643038371524967,141.26133079642264,0.0,0.3705203001283736,0.0,0.0,0.0,0.001852601500641868,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.1212162079900736,0.9999985423058488,1.45769415116348e-06,24552.587463535045,2.915386177471113e-06,24552.569568591516,1.9824321534582054,0.0017074508198852932,6.242784067467255e-13,6.242784067467255e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,9,4201875017,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,282cb7f0c7b30879,750d19bd9aee7cc4,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.0013680230822803701,0.03808121877973526,0.03808121877973526,0.28501220753753975,108.66126286745916,113.50668277606911,0.002510972927469162,108.66126286745917,0.0,0.28501220753753975,0.0,0.0,0.0,0.0014250610376876987,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.122900458998629,0.9999991376032734,8.623967265863897e-07,14525.729585234498,1.7247927094343751e-06,14525.723321677015,1.9824323344992028,0.0013133139202691714,5.515587986337778e-13,5.516698209362403e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,10,1329750860,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,f68a0e7e7fa4b473,805c02ea682634cc,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.0027609193115112926,0.07955142724171244,0.07955142724171244,0.21194623248090824,80.80476790925592,113.50668277606911,0.0018672577446302869,80.80476790925593,0.0,0.21194623248090824,0.0,0.0,0.0,0.0010597311624045412,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.115510791001725,0.9999995229615127,4.770384872676559e-07,8034.9702801256635,9.540767469395917e-07,8034.968363377964,1.9824323257040812,0.000976768639205473,6.469269564490787e-13,6.468159341466162e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,11,3610912222,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,16350268fbd78439,9f3ab3d0906af80a,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.0010446721719231918,0.003879925752696181,0.003879925752696181,0.12381311596702811,47.2039063055235,113.50668277606911,0.001090800232540422,47.2039063055235,0.0,0.12381311596702811,0.0,0.0,0.0,0.0006190655798351405,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.114214625005843,0.999999837270807,1.6272919300952537e-07,2740.919788316254,3.2545835948472046e-07,2740.919564851522,1.9824325088226333,0.0005704896020253575,7.16315895488151e-13,7.16315895488151e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,12,404904451,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,2e2f48fc1385c2c4,5f35008e0f85f5c5,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.002686299870659636,0.06478673218200791,0.06478673218200791,0.175089878834591,66.75323669064655,113.50668277606911,0.0015425512802626422,66.75323669064655,0.0,0.175089878834591,0.0,0.0,0.0,0.0008754493941729551,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.1169531249906868,0.9999996744309454,3.255690546044576e-07,5483.70361657566,6.511380031826164e-07,5483.7027236517315,1.9824324037757168,0.0008069312915043729,6.727951529228449e-13,6.727951529228449e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,13,2621112302,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,d0803c183bc0e7c3,16381480db62bd64,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.002810665605412397,0.07869585549956816,0.07869585549956816,0.21194623248090824,80.80476790925592,113.50668277606911,0.0018672577446302869,80.80476790925593,0.0,0.21194623248090824,0.0,0.0,0.0,0.0010597311624045412,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.114515166991623,0.9999995229637859,4.770362140860129e-07,8034.93199192161,9.540722005763058e-07,8034.93007517391,1.9824323256025358,0.0009767663119559487,6.797895579779833e-13,6.796785356755208e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,14,2345398812,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,7461cb0fb62de268,6af4162656200bb0,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.0024624415481046664,0.042693851456268195,0.042693851456268195,0.21194988098287795,80.80615890522422,113.50668277606911,0.0018672898881295107,80.80615890522424,0.0,0.21194988098287795,0.0,0.0,0.0,0.0010597494049143898,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.111135083992849,0.9999995229467646,4.770532353592927e-07,8035.218688757574,9.541062431228653e-07,8035.216772009873,1.9824323255834122,0.0009767837379474462,6.511458039426543e-13,6.510347816401918e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,15,569754170,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,8b3e4da93e0d4fe7,f2da3553ded4cb7c,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.0026365535767585314,0.07354795133544458,0.07354795133544458,0.33484957047888847,127.66182021894588,113.50668277606911,0.0029500427841724014,127.66182021894589,0.0,0.33484957047888847,0.0,0.0,0.0,0.0016742478523944424,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.118165416002739,0.9999988094525163,1.190547483709281e-06,20052.91795945845,2.3810935499968267e-06,20052.906022327774,1.9824322518094053,0.0015430797022249246,5.589972928987663e-13,5.589972928987663e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,498,0.7443946188340808,0,signed_parent_1b_blocks_randomized,16,2337382157,signed-reference parent-owned Pauli blocks retained internally; only 1B fermionic parent blocks are randomly permuted among the original 1B block slots; all 2B blocks remain fixed,ceb003f8d7b3a1c4,f8e07417778099e0,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,6,4,4,4,4,4,6,6,6,6,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4]",1.0,1.0,1.0,1.0,1.0,0.0010197990249726395,0.002079214736435346,0.002079214736435346,0.24163674922484538,92.12431478922146,113.50668277606911,0.0021288327992243137,92.12431478922147,0.0,0.24163674922484538,0.0,0.0,0.0,0.001208183746124227,100,0.01,1.0,66900,49,0.06311433299561031,0.00031925000075716525,2.1209742500068387,0.9999993800618232,6.199381767935108e-07,10441.892968808437,1.2398759692278105e-06,10441.889731842322,1.9824324366618613,0.0011134973523035524,5.226929999935237e-13,5.228040222959862e-13,1e-12
