status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,identity_coefficient_real,identity_coefficient_imag,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,operator_norm_error,state_infidelity,state_vector_2norm_error,operator_error_ratio_to_jw_raw,state_infidelity_ratio_to_jw_raw,coefficient_tolerance
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_raw,1,10,0.1,1.0,30,0.0,,,,,,4.279100176063366e-05,2.662499900907278e-05,7.771622600928984e-16,4.440892098500626e-16,3.356589068483857e-16,1.0,1.0,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_coloring,1,10,0.1,1.0,30,0.00019433299894444644,3,0,1,0.00010929199925158173,7.754099715384655e-05,4.279100176063366e-05,1.5333000192185864e-05,7.771622600928984e-16,4.440892098500626e-16,3.356589068483857e-16,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,fermionic_coloring,1,10,0.1,1.0,30,0.00028899999961140566,3,0,1,6.904199835844338e-05,6.16700344835408e-06,4.279100176063366e-05,1.2458000128390267e-05,7.771622600928984e-16,4.440892098500626e-16,3.356589068483857e-16,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_raw,1,100,0.01,1.0,300,0.0,,,,,,4.279100176063366e-05,1.4207998901838437e-05,7.13075255633892e-15,0.0,6.13398221105399e-15,1.0,1.0,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_coloring,1,100,0.01,1.0,300,0.00019433299894444644,3,0,1,0.00010929199925158173,7.754099715384655e-05,4.279100176063366e-05,1.4208002539817244e-05,7.13075255633892e-15,0.0,6.13398221105399e-15,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,fermionic_coloring,1,100,0.01,1.0,300,0.00028899999961140566,3,0,1,6.904199835844338e-05,6.16700344835408e-06,4.279100176063366e-05,1.133299883804284e-05,7.13075255633892e-15,0.0,6.13398221105399e-15,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_raw,1,1000,0.001,1.0,3000,0.0,,,,,,4.279100176063366e-05,1.4958000974729657e-05,6.26165787984171e-14,8.193445921733655e-14,4.106358619134605e-14,1.0,1.0,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_coloring,1,1000,0.001,1.0,3000,0.00019433299894444644,3,0,1,0.00010929199925158173,7.754099715384655e-05,4.279100176063366e-05,1.4500001270789653e-05,6.26165787984171e-14,8.193445921733655e-14,4.106358619134605e-14,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,fermionic_coloring,1,1000,0.001,1.0,3000,0.00028899999961140566,3,0,1,6.904199835844338e-05,6.16700344835408e-06,4.279100176063366e-05,1.3625001884065568e-05,6.26165787984171e-14,8.193445921733655e-14,4.106358619134605e-14,,,1e-12
success,,Be-H_1.07_hgbs-5_as-001-001,hamiltonian_generator/library/Be-H/1.07/hgbs-5/Be-H_1.07_hgbs-5_as-001-001.tensors.npz,Be-H,1.07,hgbs-5,1,1,2,-15.017755544199899,0.0,3,3,jw_raw,2,10,0.1,1.0,50,0.0,,,,,,4.279100176063366e-05,1.720800355542451e-05,2.270026026106857e-15,4.440892098500626e-16,3.3422138886441676e-16,1.0,1.0,1e-12
