status,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,ordering,formula_order,trotter_steps,evolution_time,state_infidelity,coefficient_tolerance,source_csv,ordering_original
success,B-H_1.29_hgbs-5_as-006-012,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-012.tensors.npz,B-H,1.29,hgbs-5,6,12,18,jw_raw,1,100,1.0,4.980487441352821e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,B-H_1.29_hgbs-5_as-006-012,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-012.tensors.npz,B-H,1.29,hgbs-5,6,12,18,jw_magnitude_descending_lexicographic,1,100,1.0,1.8685192781919824e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,B-H_1.29_hgbs-5_as-006-012,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-012.tensors.npz,B-H,1.29,hgbs-5,6,12,18,fermionic_signed_coefficient_lexicographic,1,100,1.0,8.942707596659716e-08,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,B-H_1.29_hgbs-5_as-006-012,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-012.tensors.npz,B-H,1.29,hgbs-5,6,12,18,fermionic_coloring,1,100,1.0,1.6485899900775536e-07,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,B-H_1.29_hgbs-5_as-006-014,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-014.tensors.npz,B-H,1.29,hgbs-5,6,14,20,jw_raw,1,100,1.0,5.678030285949376e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,B-H_1.29_hgbs-5_as-006-014,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-014.tensors.npz,B-H,1.29,hgbs-5,6,14,20,jw_magnitude_descending_lexicographic,1,100,1.0,3.5825252975296706e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,B-H_1.29_hgbs-5_as-006-014,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-014.tensors.npz,B-H,1.29,hgbs-5,6,14,20,fermionic_signed_coefficient_lexicographic,1,100,1.0,9.679700883058473e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,B-H_1.29_hgbs-5_as-006-014,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-014.tensors.npz,B-H,1.29,hgbs-5,6,14,20,fermionic_coloring,1,100,1.0,3.47184991755789e-07,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,10,jw_raw,1,100,1.0,1.4815199955720004e-08,1e-12,analysis/hgbs5_be2_lower_20orders_baseline_results.csv,jw_raw
success,Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,10,jw_magnitude_descending_lexicographic,1,100,1.0,9.397529421306672e-09,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,jw_magnitude_descending_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,10,fermionic_signed_coefficient_lexicographic,1,100,1.0,8.830878472920745e-09,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,fermionic_signed_coefficient_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,10,fermionic_coloring,1,100,1.0,1.0423897522926495e-08,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,12,jw_raw,1,100,1.0,1.720469378074796e-08,1e-12,analysis/hgbs5_be2_lower_20orders_baseline_results.csv,jw_raw
success,Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,12,jw_magnitude_descending_lexicographic,1,100,1.0,1.8215839392432542e-08,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,jw_magnitude_descending_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,12,fermionic_signed_coefficient_lexicographic,1,100,1.0,1.7251628681158593e-08,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,fermionic_signed_coefficient_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,12,fermionic_coloring,1,100,1.0,1.517403547257601e-08,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,jw_raw,1,100,1.0,2.913258107972716e-06,1e-12,analysis/hgbs5_be2_screen_20orders_baseline_results.csv,jw_raw
success,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,jw_magnitude_descending_lexicographic,1,100,1.0,2.9378665411528004e-07,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,jw_magnitude_descending_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,fermionic_signed_coefficient_lexicographic,1,100,1.0,5.3416046252863225e-08,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,fermionic_signed_coefficient_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,fermionic_coloring,1,100,1.0,4.918789310304206e-07,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,16,jw_raw,1,100,1.0,2.5562735255224567e-06,1e-12,analysis/hgbs5_be2_night_20orders_baseline_results.csv,jw_raw
success,Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,16,jw_magnitude_descending_lexicographic,1,100,1.0,2.9539066837003247e-07,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,jw_magnitude_descending_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,16,fermionic_signed_coefficient_lexicographic,1,100,1.0,2.71530132600617e-07,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,fermionic_signed_coefficient_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,16,fermionic_coloring,1,100,1.0,7.694381586320631e-07,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,18,jw_raw,1,100,1.0,1.931164655299966e-06,1e-12,analysis/hgbs5_be2_night_20orders_baseline_results.csv,jw_raw
success,Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,18,jw_magnitude_descending_lexicographic,1,100,1.0,3.113660658193851e-07,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,jw_magnitude_descending_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,18,fermionic_signed_coefficient_lexicographic,1,100,1.0,2.6751459769602803e-07,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,fermionic_signed_coefficient_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,18,fermionic_coloring,1,100,1.0,3.4299992524022827e-07,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,jw_raw,1,100,1.0,1.4099223200059186e-06,1e-12,analysis/hgbs5_be2_night_20orders_baseline_results.csv,jw_raw
success,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,jw_magnitude_descending_lexicographic,1,100,1.0,3.0685464613711133e-07,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,jw_magnitude_descending_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,fermionic_signed_coefficient_lexicographic,1,100,1.0,2.613896117331649e-07,1e-12,analysis/deterministic_ordering_additions_hgbs5.csv,fermionic_signed_coefficient_lexicographic
success,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,fermionic_coloring,1,100,1.0,4.4684208799772307e-07,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-001-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-001-003.tensors.npz,Be-H,1.47,hgbs-5,1,3,4,jw_raw,1,100,1.0,4.4853010194856324e-14,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-001-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-001-003.tensors.npz,Be-H,1.47,hgbs-5,1,3,4,jw_magnitude_descending_lexicographic,1,100,1.0,4.951594689828198e-14,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-001-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-001-003.tensors.npz,Be-H,1.47,hgbs-5,1,3,4,fermionic_signed_coefficient_lexicographic,1,100,1.0,4.907185768843192e-14,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-001-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-001-003.tensors.npz,Be-H,1.47,hgbs-5,1,3,4,fermionic_coloring,1,100,1.0,4.3520742565306136e-14,1e-12,analysis/l_sweep_trotter_state_t1.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-003-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-003.tensors.npz,Be-H,1.47,hgbs-5,3,3,6,jw_raw,1,100,1.0,6.589996992545366e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-003-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-003.tensors.npz,Be-H,1.47,hgbs-5,3,3,6,jw_magnitude_descending_lexicographic,1,100,1.0,7.067602059152023e-10,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-003-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-003.tensors.npz,Be-H,1.47,hgbs-5,3,3,6,fermionic_signed_coefficient_lexicographic,1,100,1.0,7.080533936942857e-10,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-003-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-003.tensors.npz,Be-H,1.47,hgbs-5,3,3,6,fermionic_coloring,1,100,1.0,1.191266196798324e-09,1e-12,analysis/l_sweep_trotter_state_t1.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-003-005,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-005.tensors.npz,Be-H,1.47,hgbs-5,3,5,8,jw_raw,1,100,1.0,3.7983010070519185e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-003-005,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-005.tensors.npz,Be-H,1.47,hgbs-5,3,5,8,jw_magnitude_descending_lexicographic,1,100,1.0,1.4244403434560127e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-003-005,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-005.tensors.npz,Be-H,1.47,hgbs-5,3,5,8,fermionic_signed_coefficient_lexicographic,1,100,1.0,1.434586893722667e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-003-005,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-005.tensors.npz,Be-H,1.47,hgbs-5,3,5,8,fermionic_coloring,1,100,1.0,2.0190042970824607e-09,1e-12,analysis/l_sweep_trotter_state_t1.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-003-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-007.tensors.npz,Be-H,1.47,hgbs-5,3,7,10,jw_raw,1,100,1.0,5.397383651128962e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-003-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-007.tensors.npz,Be-H,1.47,hgbs-5,3,7,10,jw_magnitude_descending_lexicographic,1,100,1.0,1.9574957210721777e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-003-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-007.tensors.npz,Be-H,1.47,hgbs-5,3,7,10,fermionic_signed_coefficient_lexicographic,1,100,1.0,1.939214122614885e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-003-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-007.tensors.npz,Be-H,1.47,hgbs-5,3,7,10,fermionic_coloring,1,100,1.0,3.062295972355855e-09,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-005-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-007.tensors.npz,Be-H,1.47,hgbs-5,5,7,12,jw_raw,1,100,1.0,2.3205999755138151e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-005-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-007.tensors.npz,Be-H,1.47,hgbs-5,5,7,12,jw_magnitude_descending_lexicographic,1,100,1.0,3.8268679336539435e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-005-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-007.tensors.npz,Be-H,1.47,hgbs-5,5,7,12,fermionic_signed_coefficient_lexicographic,1,100,1.0,2.0267685307828742e-09,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-005-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-007.tensors.npz,Be-H,1.47,hgbs-5,5,7,12,fermionic_coloring,1,100,1.0,5.038729877782089e-09,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-005-009,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-009.tensors.npz,Be-H,1.47,hgbs-5,5,9,14,jw_raw,1,100,1.0,1.7476757563361645e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-005-009,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-009.tensors.npz,Be-H,1.47,hgbs-5,5,9,14,jw_magnitude_descending_lexicographic,1,100,1.0,1.2509580926689523e-08,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-005-009,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-009.tensors.npz,Be-H,1.47,hgbs-5,5,9,14,fermionic_signed_coefficient_lexicographic,1,100,1.0,1.1501932739577114e-08,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-005-009,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-009.tensors.npz,Be-H,1.47,hgbs-5,5,9,14,fermionic_coloring,1,100,1.0,2.286709543941612e-08,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-005-011,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-011.tensors.npz,Be-H,1.47,hgbs-5,5,11,16,jw_raw,1,100,1.0,1.388814127034621e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-005-011,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-011.tensors.npz,Be-H,1.47,hgbs-5,5,11,16,jw_magnitude_descending_lexicographic,1,100,1.0,1.9163360787111117e-08,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-005-011,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-011.tensors.npz,Be-H,1.47,hgbs-5,5,11,16,fermionic_signed_coefficient_lexicographic,1,100,1.0,2.203327886807216e-08,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-005-011,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-011.tensors.npz,Be-H,1.47,hgbs-5,5,11,16,fermionic_coloring,1,100,1.0,5.946390468913876e-08,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-005-013,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-013.tensors.npz,Be-H,1.47,hgbs-5,5,13,18,jw_raw,1,100,1.0,1.3516242314270954e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-005-013,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-013.tensors.npz,Be-H,1.47,hgbs-5,5,13,18,jw_magnitude_descending_lexicographic,1,100,1.0,3.655000624380733e-08,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-005-013,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-013.tensors.npz,Be-H,1.47,hgbs-5,5,13,18,fermionic_signed_coefficient_lexicographic,1,100,1.0,3.833312789414123e-08,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-005-013,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-013.tensors.npz,Be-H,1.47,hgbs-5,5,13,18,fermionic_coloring,1,100,1.0,6.308675193356095e-08,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,Be-H_1.47_hgbs-5_as-005-015,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-015.tensors.npz,Be-H,1.47,hgbs-5,5,15,20,jw_raw,1,100,1.0,4.45331518883485e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_raw
success,Be-H_1.47_hgbs-5_as-005-015,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-015.tensors.npz,Be-H,1.47,hgbs-5,5,15,20,jw_magnitude_descending_lexicographic,1,100,1.0,1.46246889043411e-07,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,Be-H_1.47_hgbs-5_as-005-015,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-015.tensors.npz,Be-H,1.47,hgbs-5,5,15,20,fermionic_signed_coefficient_lexicographic,1,100,1.0,7.241501309707132e-08,1e-12,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,Be-H_1.47_hgbs-5_as-005-015,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-015.tensors.npz,Be-H,1.47,hgbs-5,5,15,20,fermionic_coloring,1,100,1.0,7.40901238138747e-08,1e-12,analysis/four_way_missing_fermionic_coloring_hgbs5.csv,fermionic_coloring
success,BeH2_s-1.00_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-002.tensors.npz,BeH2,s-1.00,hgbs-5,2,2,4,jw_raw,1,100,1.0,6.712541633646651e-11,1e-12,analysis/polyatomic_reference_deterministic_ordering.csv,jw_raw
success,BeH2_s-1.00_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-002.tensors.npz,BeH2,s-1.00,hgbs-5,2,2,4,jw_magnitude_descending_lexicographic,1,100,1.0,6.713363198684874e-11,1e-12,analysis/polyatomic_reference_deterministic_ordering.csv,jw_magnitude_descending_lexicographic
success,BeH2_s-1.00_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-002.tensors.npz,BeH2,s-1.00,hgbs-5,2,2,4,fermionic_signed_coefficient_lexicographic,1,100,1.0,6.713452016526844e-11,1e-12,analysis/polyatomic_reference_deterministic_ordering.csv,fermionic_signed_coefficient_lexicographic
success,BeH2_s-1.00_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-002.tensors.npz,BeH2,s-1.00,hgbs-5,2,2,4,fermionic_coloring,1,100,1.0,6.708145150469136e-11,1e-12,analysis/polyatomic_trotter_results.csv,fermionic_coloring
success,BeH2_s-1.00_hgbs-5_as-002-004,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-004.tensors.npz,BeH2,s-1.00,hgbs-5,2,4,6,jw_raw,1,100,1.0,9.07993680243635e-11,1e-12,analysis/polyatomic_reference_deterministic_ordering.csv,jw_raw
