status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_pauli_terms,ordering,ordering_definition,pauli_order_hash,first_pauli_string,first_coefficient,last_pauli_string,last_coefficient,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,bch_squared_ratio_to_raw_jw,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,one_minus_overlap,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,one_minus_overlap_ratio_to_raw_jw,state_infidelity_ratio_to_raw_jw,coefficient_tolerance
success,,C-C_1.50_sto-6g_as-004-008,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/sto-6g/C-C_1.50_sto-6g_as-004-008.tensors.npz,C-C,1.50,sto-6g,4,8,12,382,jw_raw,OpenFermion/QHAT final JW insertion order,ed0c5f1f3c0c6244,ZIIIIIIIIIII,-0.40800399120941755,IIIIIIIIIIZZ,0.1561460351371658,100,0.01,1.0,38200,0.16851348318441114,1.0,225,0.06843554099987159,0.000563749999855645,0.3026156669998272,0.9999996301194695,3.698805305374364e-07,7.397609242953962e-07,1.3748476384547441,0.0008600936350624115,0.0,0.0,1.0,1.0,1e-12
success,,C-C_1.50_sto-6g_as-004-008,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/sto-6g/C-C_1.50_sto-6g_as-004-008.tensors.npz,C-C,1.50,sto-6g,4,8,12,382,signed_coefficient_lexicographic,ascending signed coefficient; exact ties broken by ascending dense Pauli-string lexicographic order,2f69b01d9b88020f,IIIIIIIIIIIZ,-0.7745766118976625,IIIIIIIIIIZZ,0.1561460351371658,100,0.01,1.0,38200,0.25428535905330724,2.2770543672938492,225,0.06843554099987159,0.000563749999855645,0.3081124169998475,0.9999993592592921,6.407407079356275e-07,1.2814810053107806e-06,1.374681214540802,0.0011320253600830925,9.60784685144489e-09,1.5116117468849666e-08,1.7322909832659514,1.7322907485703698,1e-12
success,,C-C_1.50_sto-6g_as-008-008,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/sto-6g/C-C_1.50_sto-6g_as-008-008.tensors.npz,C-C,1.50,sto-6g,8,8,16,1176,jw_raw,OpenFermion/QHAT final JW insertion order,8ab0178a91debe2c,ZIIIIIIIIIIIIIII,0.2691632836829254,IIIIIIIIIIIIIIZZ,0.1561460351371658,100,0.01,1.0,117600,0.5015524789572456,1.0,4900,4.4590517500000715,0.012881040999673132,14.161652332999893,0.9999970778863331,2.9221136669255188e-06,5.844218795125755e-06,0.9470260425890669,0.0024174836780940295,0.0,0.0,1.0,1.0,1e-12
success,,C-C_1.50_sto-6g_as-008-008,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/sto-6g/C-C_1.50_sto-6g_as-008-008.tensors.npz,C-C,1.50,sto-6g,8,8,16,1176,signed_coefficient_lexicographic,ascending signed coefficient; exact ties broken by ascending dense Pauli-string lexicographic order,90c16b7f65c0e4ac,IIIIIIIIIIIIIIIZ,-0.28534946643692993,ZIIIIIIIIIIIIIII,0.2691632836829254,100,0.01,1.0,117600,0.2642863133227355,0.27766208657779323,4900,4.4590517500000715,0.012881040999673132,14.486535541999729,0.999999367055903,6.329440970231914e-07,1.2658877934779156e-06,0.9471928058133667,0.001125116969050944,1.9526931183122542e-08,5.43267196784214e-08,0.21660488576720532,0.21660513369788653,1e-12
success,,C-C_1.50_sto-6g_as-010-008,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/sto-6g/C-C_1.50_sto-6g_as-010-008.tensors.npz,C-C,1.50,sto-6g,10,8,18,1883,jw_raw,OpenFermion/QHAT final JW insertion order,63f77d46d7cdba4e,ZIIIIIIIIIIIIIIIII,5.978203445086057,IIIIIIIIIIIIIIIIZZ,0.1561460351371658,100,0.01,1.0,188300,1.1788110853746396,1.0,15876,24.330623542000012,0.09069345800025985,34.73498570799984,0.9999955948541653,4.4051458346627825e-06,8.810272264070385e-06,1.7072845890263588,0.002968213548470791,0.0,0.0,1.0,1.0,1e-12
success,,C-C_1.50_sto-6g_as-010-008,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/sto-6g/C-C_1.50_sto-6g_as-010-008.tensors.npz,C-C,1.50,sto-6g,10,8,18,1883,signed_coefficient_lexicographic,ascending signed coefficient; exact ties broken by ascending dense Pauli-string lexicographic order,7fe70b3830c537a8,IIIIXXIIIIYYIIIIII,-0.03610787846539854,ZIIIIIIIIIIIIIIIII,5.978203445086057,100,0.01,1.0,188300,1.1579243495762426,0.9648769926023285,15876,24.330623542000012,0.09069345800025985,34.5296346250002,0.999997740650604,2.2593493960165745e-06,4.518693687338704e-06,1.7066571121052583,0.002125723122147649,1.9087064928591246e-08,5.707139727473276e-08,0.5128886717525731,0.5128892220240022,1e-12
success,,N-N_1.42_sto-6g_as-006-006,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/sto-6g/N-N_1.42_sto-6g_as-006-006.tensors.npz,N-N,1.42,sto-6g,6,6,12,382,jw_raw,OpenFermion/QHAT final JW insertion order,767499dc87ae8d81,ZIIIIIIIIIII,0.1118924516948,IIIIIIIIIIZZ,0.17160354397898178,100,0.01,1.0,38200,0.3584885794169029,1.0,400,0.15196425000021918,0.0009156250002888555,0.30505637499982186,0.9999980724741937,1.9275258063000678e-06,3.855047897238784e-06,1.7437161540286303,0.0019634285351395235,7.867040352493859e-13,7.865930129469234e-13,1.0,1.0,1e-12
success,,N-N_1.42_sto-6g_as-006-006,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/sto-6g/N-N_1.42_sto-6g_as-006-006.tensors.npz,N-N,1.42,sto-6g,6,6,12,382,signed_coefficient_lexicographic,ascending signed coefficient; exact ties broken by ascending dense Pauli-string lexicographic order,2d5a5dc3a58cd506,IIIIIIIIIIZI,-0.2084451697161264,IIIIIIIIIIZZ,0.17160354397898178,100,0.01,1.0,38200,0.17115877886957118,0.22795425827881477,400,0.15196425000021918,0.0009156250002888555,0.3023347080002168,0.9999997526485791,2.4735142090115403e-07,4.947027806290194e-07,1.7439796878032114,0.0007033511511345582,9.934688627311061e-10,1.7843443389509162e-09,0.12832586733349685,0.1283259751411533,1e-12
success,,N-N_1.42_sto-6g_as-010-006,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/sto-6g/N-N_1.42_sto-6g_as-010-006.tensors.npz,N-N,1.42,sto-6g,10,6,16,1176,jw_raw,OpenFermion/QHAT final JW insertion order,4f228fb3859ac57c,ZIIIIIIIIIIIIIII,0.9102968336004729,IIIIIIIIIIIIIIZZ,0.17160354397898178,100,0.01,1.0,117600,0.7689898014050249,1.0,3136,3.123496791999969,0.005665000000135478,14.468997625000156,0.9999938388446656,6.161155334361013e-06,1.2322272708864546e-05,0.9234198446482416,0.0035103148959490836,2.434052959188193e-12,2.434052959188193e-12,1.0,1.0,1e-12
success,,N-N_1.42_sto-6g_as-010-006,hamiltonian_generator/comparable_diatomic_library/N-N/1.42/sto-6g/N-N_1.42_sto-6g_as-010-006.tensors.npz,N-N,1.42,sto-6g,10,6,16,1176,signed_coefficient_lexicographic,ascending signed coefficient; exact ties broken by ascending dense Pauli-string lexicographic order,7144173612ace55f,IIIIIIIIXXIIYYII,-0.05333462040590569,IZIIIIIIIIIIIIII,0.9102968336004735,100,0.01,1.0,117600,0.70951803604651,0.8513060490900068,3136,3.123496791999969,0.005665000000135478,22.040686749999622,0.9999958870060708,4.112993929217268e-06,8.225970941744265e-06,0.9219370555630656,0.002868098299995057,1.5249676521555955e-08,3.64690232457221e-08,0.6675686143277275,0.6675692979775205,1e-12
