status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_jw_raw,coefficient_tolerance
success,,B-H_1.29_hgbs-5_as-004-008,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-004-008.tensors.npz,B-H,1.29,hgbs-5,4,8,12,414,742,fermionic_coloring,1,100,0.01,1.0,74200,3.185513290576637,414,36811,40,3.114860000088811,0.0017456249333918095,225,0.12574108270928264,0.0007136249914765358,0.693646791856736,0.9999999556651217,8.866975464982829e-08,1.9985215178662774,0.00029777467428952,4.3154368967179835e-13,4.3143266736933583e-13,1.8359779582365976,1e-12
success,,B-H_1.29_hgbs-5_as-006-008,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-008.tensors.npz,B-H,1.29,hgbs-5,6,8,14,751,1357,fermionic_coloring,1,100,0.01,1.0,135700,10.78531945683062,751,109885,61,10.642316166777164,0.005079375114291906,1225,1.1944377501495183,0.00599837489426136,5.043831791263074,0.9999998817882754,2.3642343527363607e-07,1.4801076803577986,0.00048623394499196183,0.0,0.0,2.290443257535157,1e-12
success,,B-H_1.29_hgbs-5_as-006-010,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-010.tensors.npz,B-H,1.29,hgbs-5,6,10,16,1220,2216,fermionic_coloring,1,100,0.01,1.0,221600,28.2967349155806,1220,252281,80,28.04691837495193,0.011240375228226185,3136,4.130729541648179,0.02041041711345315,28.915922957938164,0.9999997759412047,4.481175404080773e-07,1.3477536695211325,0.0006694158577372947,5.789813073420191e-13,5.790923296444817e-13,4.2499346105221445,1e-12
success,,B-H_1.29_hgbs-5_as-006-012,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-012.tensors.npz,B-H,1.29,hgbs-5,6,12,18,1959,3627,fermionic_coloring,1,100,0.01,1.0,362700,74.3339184592478,1959,638732,120,73.87735358299688,0.029804874677211046,7056,15.060646791942418,0.07023600023239851,74.69595612492412,0.9999999175704971,1.6485899900775536e-07,1.4416176299117018,0.00040602833125302453,1.6724399642953358e-12,1.6724399642953358e-12,0.3310097675157989,1e-12
success,,B-H_1.29_hgbs-5_as-006-014,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-014.tensors.npz,B-H,1.29,hgbs-5,6,14,20,3018,5626,fermionic_coloring,1,100,0.01,1.0,562600,180.8823783751577,3018,1462254,179,180.05707279220223,0.08142937486991286,14400,45.18821700010449,0.19994750013574958,293.3442277922295,0.9999998264074891,3.47184991755789e-07,1.6400500611683402,0.0005892240845746489,4.359068661585752e-12,4.358846616980827e-12,0.6114532228102392,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,10,153,251,fermionic_coloring,1,100,0.01,1.0,25100,0.41756979189813137,153,5770,20,0.39692133385688066,0.00035462481901049614,25,0.023052791133522987,0.0005016671493649483,0.05675120931118727,0.9999999947880512,1.0423897522926495e-08,1.5996822011382061,0.00010209749028710987,2.0461410343841635e-13,2.0472512574087887e-13,0.7035947914359354,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,12,202,326,fermionic_coloring,1,100,0.01,1.0,32600,0.6974482089281082,202,8860,21,0.6688083750195801,0.00048620812594890594,225,0.10054904082790017,0.0008325832895934582,0.2605646667070687,0.9999999924129822,1.517403547257601e-08,1.9008755881246615,0.0001231829354399314,3.461675390781238e-13,3.462785613805863e-13,0.8819706799754695,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,fermionic_coloring,1,100,0.01,1.0,66500,2.792522333096713,385,35164,45,2.727680124808103,0.0017026672139763832,1225,0.7664203327149153,0.0029719588346779346,2.4868934168480337,0.9999997540605042,4.918789310304206e-07,1.9998843940672206,0.0007013408526084699,0.0,0.0,0.16884152134831276,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,16,678,1220,fermionic_coloring,1,100,0.01,1.0,122000,9.286449625622481,678,111893,71,9.155708791688085,0.004816916771233082,4900,4.544894874561578,0.017779957968741655,16.02136562485248,0.9999996152808467,7.694381586320631e-07,1.9997525644120508,0.0008771763258460595,5.13922238098985e-13,5.135891711915974e-13,0.3009999324993219,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,18,1109,2051,fermionic_coloring,1,100,0.01,1.0,205100,25.81661079218611,1109,286065,93,25.568401416298002,0.012339666951447725,15876,21.995972374919802,0.11658029071986675,41.12669066665694,0.9999998285000227,3.4299992524022827e-07,1.9999955505895664,0.0005856619798664912,2.8277380437202737e-13,2.8255175976710234e-13,0.17761298825498148,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_coloring,1,100,0.01,1.0,295000,52.53870879067108,1580,546005,120,52.15493212500587,0.02356495801359415,44100,82.56846129102632,0.43605416687205434,128.51045804098248,0.999999776578931,4.4684208799772307e-07,1.9971825138168768,0.0006684625179901706,1.2168044349891716e-13,1.2168044349891716e-13,0.31692674245758967,1e-12
success,,Be-H_1.47_hgbs-5_as-003-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-007.tensors.npz,Be-H,1.47,hgbs-5,3,7,10,165,275,fermionic_coloring,1,100,0.01,1.0,27500,0.4831222495995462,165,6871,24,0.4602113333530724,0.0004127919673919678,50,0.021120041143149137,0.0004674158990383148,0.0651496248319745,0.999999998468852,3.062295972355855e-09,1.3591506042579555,5.533801561635414e-05,4.668487818548783e-13,4.667377595524158e-13,0.5673667410533842,1e-12
success,,Be-H_1.47_hgbs-5_as-005-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-007.tensors.npz,Be-H,1.47,hgbs-5,5,7,12,354,630,fermionic_coloring,1,100,0.01,1.0,63000,2.4428200419060886,354,32366,47,2.386450707912445,0.0015162923373281956,300,0.16164737520739436,0.0012534167617559433,0.5741029996424913,0.9999999974806351,5.038729877782089e-09,1.690806929517393,7.098401142357404e-05,2.6134649999676185e-13,2.6145752229922437e-13,0.021713048052008358,1e-12
success,,Be-H_1.47_hgbs-5_as-005-009,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-009.tensors.npz,Be-H,1.47,hgbs-5,5,9,14,757,1405,fermionic_coloring,1,100,0.01,1.0,140500,11.40970625123009,757,126000,67,11.26371887465939,0.005700124893337488,735,0.6126550827175379,0.00272704241797328,5.1046714168041945,0.9999999885664522,2.286709543941612e-08,1.6953987298066335,0.00015121870106054482,5.453415496958769e-13,5.453415496958769e-13,0.1308428943785019,1e-12
success,,Be-H_1.47_hgbs-5_as-005-011,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-011.tensors.npz,Be-H,1.47,hgbs-5,5,11,16,1232,2312,fermionic_coloring,1,100,0.01,1.0,231200,30.488614041823894,1232,300690,83,30.226202165707946,0.013261042069643736,1568,1.6993207498453557,0.006398291792720556,30.318251417018473,0.9999999702680472,5.946390468913876e-08,1.7730761506206645,0.00024385222077585674,1.2512213487525514e-12,1.251332371055014e-12,0.42816316115753633,1e-12
success,,Be-H_1.47_hgbs-5_as-005-013,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-013.tensors.npz,Be-H,1.47,hgbs-5,5,13,18,1971,3755,fermionic_coloring,1,100,0.01,1.0,375500,80.21254612598568,1971,750727,124,79.74601658293977,0.033662875182926655,3024,4.668241958133876,0.016959750093519688,75.70105012506247,0.9999999684566235,6.308675193356095e-08,1.9389879661924787,0.0002511707644865574,1.2710943408933417e-12,1.2708722962884167e-12,0.4667477133563342,1e-12
success,,Be-H_1.47_hgbs-5_as-005-015,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-015.tensors.npz,Be-H,1.47,hgbs-5,5,15,20,3030,5834,fermionic_coloring,1,100,0.01,1.0,583400,193.00726020848379,3030,1731533,189,192.21560045797378,0.07927983300760388,5400,12.270376542117447,0.04103354178369045,288.9351229579188,0.9999999629549374,7.40901238138747e-08,1.998213193036494,0.000272195013080957,0.0,0.0,0.16637071635897252,1e-12
success,,BeH2_s-1.00_hgbs-5_as-004-006,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-004-006.tensors.npz,BeH2,s-1.00,hgbs-5,4,6,10,105,155,fermionic_coloring,1,100,0.01,1.0,15500,0.16919370833784342,105,2066,12,0.1558108339086175,0.0002060839906334877,100,0.020644207950681448,0.0004587499424815178,0.03513866616412997,0.9999999984736929,3.052614161447309e-09,1.9733845842924154,5.5250467522431963e-05,0.0,0.0,0.3804719182277261,1e-12
success,,BeH2_s-1.00_hgbs-5_as-004-008,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-004-008.tensors.npz,BeH2,s-1.00,hgbs-5,4,8,12,266,458,fermionic_coloring,1,100,0.01,1.0,45800,1.295534832868725,266,17182,28,1.2515748338773847,0.0008328747935593128,225,0.07784845773130655,0.0008823750540614128,0.391225416213274,0.9999999638964581,7.220708253541375e-08,1.9634245368363548,0.0002687137582404023,1.13464793116691e-13,1.1335377081422848e-13,2.9355474491658016,1e-12
success,,BeH2_s-1.00_hgbs-5_as-006-008,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-006-008.tensors.npz,BeH2,s-1.00,hgbs-5,6,8,14,429,757,fermionic_coloring,1,100,0.01,1.0,75700,3.602430042345077,429,42846,40,3.522304582875222,0.002075708005577326,1225,0.6707567912526429,0.0025602499954402447,2.5616166251711547,0.9999999785476184,4.290476285362388e-08,0.059885228907475614,0.00020713465016194922,4.517497487199762e-13,4.5152770411505116e-13,0.567896254439378,1e-12
success,,BeH2_s-1.00_hgbs-5_as-006-010,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-006-010.tensors.npz,BeH2,s-1.00,hgbs-5,6,10,16,728,1320,fermionic_coloring,1,100,0.01,1.0,132000,10.715170124080032,728,120612,57,10.566370666958392,0.005437958985567093,3136,2.3944211252965033,0.007753875106573105,17.257824582979083,0.9999999008318466,1.9833629683052578e-07,0.008461000830828819,0.000445349645460183,8.819611707622244e-13,8.818501484597618e-13,2.890832902611465,1e-12
success,,BeH2_s-1.00_hgbs-5_as-006-012,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-006-012.tensors.npz,BeH2,s-1.00,hgbs-5,6,12,18,1131,2075,fermionic_coloring,1,100,0.01,1.0,207500,26.42330325115472,1131,275149,85,26.17354083387181,0.012143542058765888,7056,7.373135000001639,0.025980083271861076,43.80755474977195,0.9999999007990555,1.9840187903685802e-07,0.18818226409728803,0.0004454232693942279,3.097522238704187e-14,3.097522238704187e-14,2.457147585063006,1e-12
success,,BeH2_s-1.00_hgbs-5_as-006-014,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-006-014.tensors.npz,BeH2,s-1.00,hgbs-5,6,14,20,1644,3062,fermionic_coloring,1,100,0.01,1.0,306200,56.8852274576202,1644,561563,113,56.4849016671069,0.025387458968907595,14400,20.50319299986586,0.07363008428364992,152.76494541671127,0.9999999276494358,1.4470112319475703e-07,0.6189553645077069,0.0003803960152430691,3.765876499528531e-13,3.765876499528531e-13,1.0989143627643767,1e-12
success,,CH4_s-1.00_hgbs-5_as-004-006,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-004-006.tensors.npz,CH4,s-1.00,hgbs-5,4,6,10,447,839,fermionic_coloring,1,100,0.01,1.0,83900,3.8638749583624303,447,47718,53,3.792224083095789,0.002154666930437088,100,0.10225287498906255,0.0006479588337242603,0.19636004185304046,0.9999999997119513,5.760973920132528e-10,1.9906962616418495,2.4002028914515806e-05,0.0,0.0,0.026261803339235862,1e-12
success,,CH4_s-1.00_hgbs-5_as-004-008,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-004-008.tensors.npz,CH4,s-1.00,hgbs-5,4,8,12,848,1618,fermionic_coloring,1,100,0.01,1.0,161800,13.863499249331653,848,145633,82,13.710588666144758,0.006564165931195021,225,0.2762159169651568,0.0009303330443799496,1.4663889170624316,0.9999999960788007,7.842398508373094e-09,1.9938725080285145,8.855731764441092e-05,0.0,0.0,0.6156994023558545,1e-12
success,,CH4_s-1.00_hgbs-5_as-006-008,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-006-008.tensors.npz,CH4,s-1.00,hgbs-5,6,8,14,1539,2973,fermionic_coloring,1,100,0.01,1.0,297300,48.29843054199591,1539,501677,144,47.97652016626671,0.022825042251497507,1225,2.5618548337370157,0.005728665739297867,10.785162208136171,0.9999999949311776,1.0137644723684502e-08,0.9168987995151563,0.00010068587151971473,8.636424908559093e-13,8.636424908559093e-13,0.06440465685186543,1e-12
success,,CH4_s-1.00_hgbs-5_as-006-010,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-006-010.tensors.npz,CH4,s-1.00,hgbs-5,6,10,16,2732,5380,fermionic_coloring,1,100,0.01,1.0,538000,156.35635075019673,2732,1570645,217,155.3826898341067,0.07336300006136298,3136,11.533307082951069,0.028148125391453505,70.91986883291975,0.9999999920753976,1.5849204726414712e-08,0.8214653414447624,0.0001258936250865667,1.3181677971374484e-12,1.3183898417423734e-12,0.05302868916857781,1e-12
success,,CH4_s-1.00_hgbs-5_as-008-010,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-008-010.tensors.npz,CH4,s-1.00,hgbs-5,8,10,18,4131,8159,fermionic_coloring,1,100,0.01,1.0,815900,371.9116567908786,4131,3393547,297,370.75330974999815,0.19750566687434912,15876,135.38447462487966,0.23139870818704367,185.42756279185414,0.9999997161668439,5.6766623157678e-07,0.47928103967881713,0.000753436335849932,1.0300649222472202e-12,1.0298428776422952e-12,0.12204391228817942,1e-12
success,,CH4_s-1.00_hgbs-5_as-008-012,hamiltonian_generator/polyatomic_library/CH4/s-1.00/hgbs-5/CH4_s-1.00_hgbs-5_as-008-012.tensors.npz,CH4,s-1.00,hgbs-5,8,12,20,6490,12854,fermionic_coloring,1,100,0.01,1.0,1285400,914.9269349589013,6490,8263953,414,912.1453836252913,0.5862971669994295,44100,723.4959160001017,1.0739984586834908,711.2565929586999,0.999998897439542,2.2051197003936096e-06,0.4227419148033452,0.0014849649544981935,9.449108162584707e-13,9.446887716535457e-13,0.5337151536872029,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,fermionic_coloring,1,100,0.01,1.0,3300,0.011287833098322153,27,90,4,0.008329290896654129,0.00013587530702352524,9,0.0039047501049935818,0.0006136246956884861,0.0010787919163703918,0.9999999999952816,9.43689570931383e-12,1.6815955318974856,3.0719530773294424e-06,7.671641100159832e-14,7.671641100159832e-14,0.8359559402045633,1e-12
success,,F-F_1.28_hgbs-5_as-006-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-006-002.tensors.npz,F-F,1.28,hgbs-5,6,2,8,48,60,fermionic_coloring,1,100,0.01,1.0,6000,0.03055066615343094,48,288,4,0.02578045893460512,0.0001032077707350254,16,0.005667875055223703,0.00039025023579597473,0.004046041984111071,0.9999999999195184,1.6096324273462415e-10,1.9950235637489966,1.2687129018600866e-05,5.440092820663267e-15,5.551115123125783e-15,0.4929620469396346,1e-12
success,,F-F_1.28_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-008-002.tensors.npz,F-F,1.28,hgbs-5,8,2,10,121,187,fermionic_coloring,1,100,0.01,1.0,18700,0.23645387450233102,121,3304,16,0.2202467918395996,0.00025395769625902176,25,0.01671629073098302,0.00040291715413331985,0.04120966698974371,0.9999999999720005,5.599898322827812e-11,1.9977562838160217,7.4832468373212256e-06,1.4355183708403274e-13,1.4355183708403274e-13,0.15981913986875917,1e-12
success,,F-F_1.28_hgbs-5_as-010-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-010-002.tensors.npz,F-F,1.28,hgbs-5,10,2,12,230,382,fermionic_coloring,1,100,0.01,1.0,38200,0.9433544999919832,230,13086,29,0.906164166983217,0.000669542234390974,36,0.03441245900467038,0.0004274998791515827,0.320144833996892,0.9999999999314253,1.371494029456244e-10,1.009483398373902,1.1711080349208795e-05,2.6645352591003757e-13,2.665645482125001e-13,0.355434967127505,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,fermionic_coloring,1,100,0.01,1.0,66900,2.8275661254301667,387,37217,40,2.758081375155598,0.0018661669455468655,49,0.06264704093337059,0.0004674997180700302,2.433500582817942,0.9999999928252218,1.4349556431980659e-08,1.9824326197491546,0.00011978963407566056,3.467226505904364e-13,3.467226505904364e-13,0.008091219736334237,1e-12
success,,F-F_1.28_hgbs-5_as-014-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-014-002.tensors.npz,F-F,1.28,hgbs-5,14,2,16,656,1176,fermionic_coloring,1,100,0.01,1.0,117600,8.681545791216195,656,106925,54,8.548521291930228,0.004547875374555588,64,0.11044395761564374,0.0004922081716358662,17.538594624958932,0.9999993716347608,1.2567300835542028e-06,1.7533044725816522,0.001121039909347348,4.2521541843143495e-14,4.2521541843143495e-14,0.4080487049455795,1e-12
success,,F-F_1.28_hgbs-5_as-016-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-016-002.tensors.npz,F-F,1.28,hgbs-5,16,2,18,1027,1883,fermionic_coloring,1,100,0.01,1.0,188300,22.710283000022173,1027,252666,83,22.483580749947578,0.010528416838496923,81,0.18300533294677734,0.0014342907816171646,41.813878582790494,0.9999997402878653,5.194242018724538e-07,0.13131877312718002,0.0007207109471723137,0.0,0.0,0.07711519895301701,1e-12
success,,F-F_1.28_hgbs-5_as-018-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-018-002.tensors.npz,F-F,1.28,hgbs-5,18,2,20,1580,2950,fermionic_coloring,1,100,0.01,1.0,295000,53.33934516692534,1580,572306,123,52.94570029200986,0.02439137501642108,100,0.2898658332414925,0.00158987520262599,154.364708957728,0.9999952769300595,9.446117573586044e-06,0.5325699678073746,0.003073457317251081,0.0,0.0,0.720694457040893,1e-12
success,,H2O_s-1.00_hgbs-5_as-004-006,hamiltonian_generator/polyatomic_library/H2O/s-1.00/hgbs-5/H2O_s-1.00_hgbs-5_as-004-006.tensors.npz,H2O,s-1.00,hgbs-5,4,6,10,153,251,fermionic_coloring,1,100,0.01,1.0,25100,0.3969934592023492,153,5103,15,0.37617083406075835,0.00032912520691752434,100,0.03217879217118025,0.000506207812577486,0.057979959063231945,0.9999999996638229,6.723541723374638e-10,1.659685579171733,2.592979314104653e-05,0.0,0.0,0.007374817200273364,1e-12
