status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,graph_level,schedule,ordering_definition,graph_vertices,graph_edges,graph_density,number_of_colors,group_sizes,group_order,original_within_group_order_hash,sorted_within_group_order_hash,pauli_order_hash,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,leading_state_error_norm_estimate,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,schedule_build_time_seconds,bch_evaluation_time_seconds,trotter_runtime_seconds,state_overlap_abs,one_minus_overlap,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,coefficient_tolerance
success,,Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,16,678,1220,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",678,111893,0.48754482512211167,71,"[14,26,10,17,8,8,7,8,8,8,10,9,12,8,4,7,8,6,11,8,11,8,9,11,11,17,4,8,9,11,8,8,8,8,6,8,14,8,10,4,6,8,6,10,9,10,8,9,8,4,8,8,16,34,28,30,36,8,6,8,4,4,4,4,5,5,4,4,2,2,2]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70]",9a5709a43f691618,16b318c3d70058c1,e062fbf0dad65bf3,100,0.01,1.0,122000,0.19519307352447923,0.0009759653676223961,4900,4.909094082991942,0.016456708006444387,2.1500003640539944e-05,0.002705207996768877,14.84812358400086,0.9999996152839848,3.8471601515599474e-07,7.694318823192603e-07,1.9997525644152863,0.0008771727482725335,3.3495428652940973e-13,3.3495428652940973e-13,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,18,1109,2051,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",2051,663836,0.31577029646454435,67,"[43,32,34,26,22,30,24,92,29,73,66,28,41,58,19,45,21,42,38,27,50,103,93,28,81,91,46,15,39,36,70,27,17,34,44,19,18,28,24,20,22,18,16,22,20,14,18,30,20,12,16,26,14,14,12,18,14,12,8,8,8,8,8,8,4,4,4]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]",ab025b46d1c9ce8e,720b9ac756e1994b,cb6ce1c4c0675d43,100,0.01,1.0,205100,1.6278434018118153,0.008139217009059077,15876,23.081595166004263,0.09512450000329409,2.1459010895341635e-05,0.007426625001244247,36.919569958001375,0.9999996513793221,3.4862067788132833e-07,6.972412341932355e-07,1.9999953626125182,0.0008350097938124179,1.4348467158864509e-07,1.4348467158864509e-07,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,18,1109,2051,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",1109,288581,0.46970634096480063,93,"[19,12,12,12,19,13,35,12,13,14,10,12,13,11,14,11,12,12,10,11,10,11,12,12,10,15,12,10,11,12,11,10,11,9,15,12,12,11,11,10,10,12,16,10,10,16,17,22,12,16,10,11,11,10,9,17,9,11,15,11,15,12,9,12,13,9,22,15,11,9,10,8,9,8,14,21,14,14,9,10,14,11,8,12,10,11,6,12,5,4,4,6,3]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92]",ece62fee65ce7c60,0e53952f33745524,08b8085bb4f3a913,100,0.01,1.0,205100,0.21039824004677937,0.001051991200233897,15876,23.081595166004263,0.09512450000329409,3.108399687334895e-05,0.0070721249940106645,36.78668224999274,0.999999593801794,4.0619820595999556e-07,8.123962469408497e-07,1.9999953470349439,0.0009013303567061253,2.1238566461079245e-13,2.1238566461079245e-13,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",2950,1272112,0.2924546671954297,67,"[58,42,46,44,32,172,37,156,42,37,156,34,26,16,34,34,48,48,40,40,64,64,56,56,64,64,52,52,52,48,40,40,30,26,24,108,24,88,24,24,104,68,56,62,36,30,20,32,28,28,32,20,20,24,16,20,20,20,24,28,28,20,8,16,16,16,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]",abeb72182c5ac2b4,5c6db002f9b04cb2,c3d8f4b0f0268f32,100,0.01,1.0,295000,1.0635062870931893,0.005317531435465947,44100,83.37920712500636,0.39155583300453145,3.024999750778079e-05,0.013889958005165681,104.41112191599677,0.999999804728242,1.9527175798561558e-07,3.905434778905814e-07,1.9971817740952091,0.0006249348093771311,6.247629014133338e-08,6.247629058542259e-08,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",1580,553355,0.4436031457179275,120,"[16,16,14,21,12,17,21,18,15,11,15,12,15,16,10,13,16,12,16,12,16,10,14,14,11,11,15,16,15,10,11,12,11,15,12,14,14,9,10,11,18,15,13,13,13,14,11,14,11,14,16,11,8,11,13,14,14,13,15,12,11,11,13,12,13,10,12,15,9,14,10,15,15,11,14,14,12,14,12,16,9,16,14,11,15,14,13,10,15,12,12,13,22,14,21,16,18,17,16,15,14,15,17,20,17,16,18,10,10,10,10,9,15,11,5,5,12,5,2,1]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119]",fa957800b3c8ee61,97834f6f35b4eb6a,cc2c17bdcd6137ea,100,0.01,1.0,295000,0.21913935824467318,0.0010956967912233659,44100,83.37920712500636,0.39155583300453145,6.308300362434238e-05,0.014306500001112,104.81437274999917,0.9999999095926468,9.040735315934967e-08,1.8081469810304895e-07,1.9971829010404152,0.0004252231253338644,8.670841822322473e-14,8.659739592076221e-14,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",33,168,0.3181818181818182,3,"[13,10,10]","[0,1,2]",b02a6761529b9160,92847eeaa94ec4dc,887c22ebb1cf688e,100,0.01,1.0,3300,0.0009126967562512463,4.563483781256232e-06,9,0.0026118749956367537,0.00035037500492762774,6.67001586407423e-07,2.0874998881481588e-05,0.001149624993558973,0.9999999999918228,8.177236665574128e-12,1.6354473331148256e-11,1.6815955313098918,4.044066435056212e-06,3.4861002973229915e-14,3.4861002973229915e-14,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",27,90,0.2564102564102564,4,"[7,7,7,6]","[0,1,2,3]",9b365a86a347631e,6eb45a14a5c037fd,b28a2e3a112852ff,100,0.01,1.0,3300,0.000695667380729337,3.478336903646685e-06,9,0.0026118749956367537,0.00035037500492762774,6.659975042566657e-07,1.3083001249469817e-05,0.001167667011031881,0.9999999999953043,4.6956882826520996e-12,9.391376565304199e-12,1.6815955318968814,3.064535293532153e-06,3.097522238704187e-14,3.097522238704187e-14,1e-12
success,,F-F_1.28_hgbs-5_as-006-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-006-002.tensors.npz,F-F,1.28,hgbs-5,6,2,8,48,60,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",60,576,0.3254237288135593,4,"[20,16,16,8]","[0,1,2,3]",782177ff3659e316,5257ae5627adb869,9fb27e4541322a61,100,0.01,1.0,6000,0.004274255624556744,2.137127812278372e-05,16,0.005524124993826263,0.00026241700106766075,8.750066626816988e-07,2.1166997612453997e-05,0.004151375003857538,0.999999999838506,1.6149404036269743e-10,3.2298808072539487e-10,1.9950235650216703,1.7971869149462303e-05,4.218847493575595e-15,4.218847493575595e-15,1e-12
success,,F-F_1.28_hgbs-5_as-006-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-006-002.tensors.npz,F-F,1.28,hgbs-5,6,2,8,48,60,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",48,288,0.2553191489361702,4,"[8,8,8,24]","[0,1,2,3]",19e798a513a35ea2,936ab95e8158444a,c3d868417f2bbc5e,100,0.01,1.0,6000,0.003174202138027718,1.5871010690138588e-05,16,0.005524124993826263,0.00026241700106766075,9.57996235229075e-07,2.4999986635521054e-05,0.00417058399762027,0.9999999999101893,8.98107144209348e-11,1.796214288418696e-10,1.9950235636781735,1.3402291924960804e-05,1.2989609388114332e-14,1.2878587085651816e-14,1e-12
success,,F-F_1.28_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-008-002.tensors.npz,F-F,1.28,hgbs-5,8,2,10,121,187,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",187,6876,0.3953769190960842,10,"[31,25,21,14,18,12,30,18,14,4]","[0,1,2,3,4,5,6,7,8,9]",372fe8672d56c3af,a412807791cc874e,133e7543b759a861,100,0.01,1.0,18700,0.0018439363263929966,9.219681631964984e-06,25,0.016738042002543807,0.00029645800532307476,1.8749997252598405e-06,9.941699681803584e-05,0.03988766600377858,0.9999999999718973,2.81027423554292e-11,5.62054847108584e-11,1.9977562837552747,7.497031726680794e-06,7.438494264988549e-14,7.438494264988549e-14,1e-12
success,,F-F_1.28_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-008-002.tensors.npz,F-F,1.28,hgbs-5,8,2,10,121,187,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",121,3278,0.45151515151515154,17,"[9,7,11,8,8,7,5,6,4,6,10,6,13,8,4,4,5]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16]",5d1ded4c2894530e,adefb9d1492e6c7e,2542b8d3a9a589e1,100,0.01,1.0,18700,0.0017428244172886971,8.714122086443485e-06,25,0.016738042002543807,0.00029645800532307476,2.1669984562322497e-06,8.783300290815532e-05,0.03997699999308679,0.9999999999721934,2.780664587476167e-11,5.561329174952334e-11,1.9977562838160332,7.4574319808847966e-06,7.782663402622347e-14,7.771561172376096e-14,1e-12
success,,F-F_1.28_hgbs-5_as-010-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-010-002.tensors.npz,F-F,1.28,hgbs-5,10,2,12,230,382,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",382,27792,0.3819103763861978,19,"[38,26,16,22,16,24,24,10,10,22,22,12,12,32,28,20,16,16,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18]",bf1964f81119cdd3,4c4b2ed2bfb9ac6a,77bc5b377c2a67db,100,0.01,1.0,38200,1.839982156555924,0.00919991078277962,36,0.03561316600826103,0.00030204199720174074,3.917011781595647e-06,0.0002789579884847626,0.3023037499951897,0.9999999540762886,4.592371138922857e-08,9.18474206690334e-08,1.0094838136627962,0.000303063397292476,9.170043224759894e-08,9.170043235862124e-08,1e-12
success,,F-F_1.28_hgbs-5_as-010-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-010-002.tensors.npz,F-F,1.28,hgbs-5,10,2,12,230,382,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",230,12994,0.49341180937915324,28,"[10,8,14,6,8,7,7,9,8,9,8,8,13,9,8,6,8,9,14,8,8,13,8,6,6,6,4,2]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27]",5cf4f350f280ec93,aa3a9c50d6eab217,ffe36d245c1d2b7a,100,0.01,1.0,38200,0.0070440287571950635,3.522014378597532e-05,36,0.03561316600826103,0.00030204199720174074,4.874993464909494e-06,0.0003100830072071403,0.3023924590088427,0.9999999995664703,4.3352965661824783e-10,8.670593132364957e-10,1.0094834157636856,2.9445870903006006e-05,1.7974510768681284e-13,1.7974510768681284e-13,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",669,80408,0.35985428246645723,22,"[49,53,41,49,37,40,28,36,24,18,12,18,12,44,36,20,16,32,40,24,20,20]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]",9ab5d1f43a2d1c99,3207da85f1f5d9c9,43d40f7871e95e1e,100,0.01,1.0,66900,2.653360987051807,0.013266804935259035,49,0.06498904101317748,0.00037654201150871813,6.20899663772434e-06,0.0007660830015083775,2.180457958005718,0.9999998859115997,1.1408840028259704e-07,2.2817678757558468e-07,1.9824336117392376,0.00047767855359561004,2.2796498266863807e-07,2.2796498255761577e-07,1e-12
success,,F-F_1.28_hgbs-5_as-012-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-012-002.tensors.npz,F-F,1.28,hgbs-5,12,2,14,387,669,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",387,37185,0.497851146724505,40,"[13,13,10,13,10,10,13,10,13,13,12,9,9,8,8,11,9,8,8,8,8,8,8,8,8,8,6,12,10,10,14,6,7,8,17,9,8,11,12,1]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]",9d7f790e214cadd2,bdf61479860b3697,52f54380dc792d19,100,0.01,1.0,66900,0.019770692843952786,9.885346421976393e-05,49,0.06498904101317748,0.00037654201150871813,9.54199640545994e-06,0.0013179170055082068,2.1799355000111973,0.9999999962119832,3.788016789130211e-09,7.576033578260422e-09,1.9824326172455733,8.70404134770764e-05,6.213918268827001e-13,6.213918268827001e-13,1e-12
success,,F-F_1.28_hgbs-5_as-014-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-014-002.tensors.npz,F-F,1.28,hgbs-5,14,2,16,656,1176,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",1176,230944,0.3342654508611955,26,"[48,36,56,56,48,48,64,64,56,56,28,24,24,24,108,36,32,32,56,72,72,32,32,32,32,8]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]",4ecedd81fc4cb891,a16a763b7bda5b04,17ff2c656d5be12f,100,0.01,1.0,117600,1.845378926059382,0.00922689463029691,64,0.11308441699657124,0.0003541249898262322,1.1957992683164775e-05,0.0023909169976832345,14.119256707999739,0.9999999499986456,5.00013543902611e-08,1.0000270622700924e-07,1.753304311712504,0.0003162320489459002,9.677005097241675e-08,9.677005097241675e-08,1e-12
success,,F-F_1.28_hgbs-5_as-014-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-014-002.tensors.npz,F-F,1.28,hgbs-5,14,2,16,656,1176,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",656,107059,0.4983196797616831,53,"[12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,12,16,12,8,12,12,12,10,16,13,14,14,14,16,16,12,10,10,8,12,8,12,8,13,8,13,20,14,14,26,23,14,11,9,5,1]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]",937ddf483dddc372,c779ab5320c53aae,256d11cef251662f,100,0.01,1.0,117600,0.1438684217268042,0.000719342108634021,64,0.11308441699657124,0.0003541249898262322,1.2999997125007212e-05,0.002771875006146729,14.072128125000745,0.9999997804888497,2.1951115025675705e-07,4.3902225232983483e-07,1.7533042659950115,0.0006625875795044109,7.397416013077418e-13,7.397416013077418e-13,1e-12
success,,F-F_1.28_hgbs-5_as-016-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-016-002.tensors.npz,F-F,1.28,hgbs-5,16,2,18,1027,1883,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",1883,554688,0.313046481664064,48,"[51,38,34,36,31,27,132,48,54,50,48,42,80,72,60,62,62,62,58,48,30,32,50,22,32,32,32,32,28,38,24,16,25,16,16,16,42,37,52,36,24,34,26,26,18,16,20,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47]",7b9148a0c001ca09,47de4ac750157b2f,e95d666e1575101e,100,0.01,1.0,188300,2.1524103996574193,0.010762051998287097,81,0.186477625000407,0.0014542499993694946,1.95419997908175e-05,0.005969792007817887,33.570240417000605,0.9999996349744554,3.6502554456863123e-07,7.300509559104995e-07,0.13131750391098054,0.000854430271664846,6.634951115191967e-07,6.634951115191967e-07,1e-12
success,,F-F_1.28_hgbs-5_as-016-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-016-002.tensors.npz,F-F,1.28,hgbs-5,16,2,18,1027,1883,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",1027,252892,0.48000668120588175,84,"[15,17,16,15,14,15,16,14,16,16,12,11,12,13,9,11,12,10,12,12,12,16,10,12,11,8,11,9,15,13,10,9,13,10,8,9,10,10,12,10,11,10,10,10,12,12,12,12,12,12,11,10,10,10,11,10,11,11,13,9,12,12,10,10,13,11,22,10,16,10,9,10,9,11,20,24,21,27,23,14,15,6,5,2]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83]",bb0be851b109e5d0,a48bbe714540e579,0d06c4826d717808,100,0.01,1.0,188300,0.3871312037581464,0.001935656018790732,81,0.186477625000407,0.0014542499993694946,2.8915994334965944e-05,0.005851415990036912,33.54061562499555,0.999998584011042,1.415988957975678e-06,2.8319759108885734e-06,0.13132901994566126,0.0016828481559402072,5.450084827884893e-13,5.451195050909519e-13,1e-12
success,,F-F_1.28_hgbs-5_as-018-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-018-002.tensors.npz,F-F,1.28,hgbs-5,18,2,20,1580,2950,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",2950,1272112,0.2924546671954297,67,"[58,42,46,44,32,172,37,156,42,37,156,34,26,16,34,34,48,48,40,40,64,64,56,56,64,64,52,52,52,48,40,40,30,26,24,108,24,88,24,24,104,68,56,62,36,30,20,32,28,28,32,20,20,24,16,20,20,20,24,28,28,20,8,16,16,16,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]",4ab7fc583364cee0,24dbfca68417c16e,78e64a4f536af461,100,0.01,1.0,295000,21.333037839166817,0.10666518919583408,100,0.2948853750131093,0.0015273749886546284,3.116698644589633e-05,0.013437166999210604,105.33200670800579,0.9999943093124737,5.690687526316296e-06,1.1381342668759231e-05,0.5325613365055354,0.0033736293591075757,1.1333909358035577e-05,1.1333909357924554e-05,1e-12
success,,F-F_1.28_hgbs-5_as-018-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-018-002.tensors.npz,F-F,1.28,hgbs-5,18,2,20,1580,2950,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",1580,573636,0.4598616333042063,127,"[16,16,15,16,16,14,18,16,26,18,11,11,12,13,12,12,12,8,14,14,10,10,16,12,12,10,12,14,11,14,12,9,11,11,15,14,12,11,15,11,9,11,14,15,13,12,13,12,20,20,12,14,12,9,11,11,11,11,11,12,15,13,15,14,12,12,10,12,10,12,12,11,11,10,10,10,15,20,9,10,10,10,11,10,9,10,11,12,13,11,11,10,16,6,26,9,11,10,15,22,13,11,16,13,14,18,6,19,6,11,10,9,8,9,6,7,4,7,10,8,13,24,25,15,14,8,5]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126]",3807023e152637e4,103c6612689a2ec6,2a0fe6c7905553a0,100,0.01,1.0,295000,1.241786817620931,0.006208934088104655,100,0.2948853750131093,0.0015273749886546284,5.93330041738227e-05,0.01390254199213814,105.56789916699927,0.9999948927087895,5.10729121050435e-06,1.0214556336540781e-05,0.5325700657003976,0.0031960260357213454,1.1002310174035301e-12,1.100008972798605e-12,1e-12
success,,B-B_1.70_hgbs-5_as-002-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-002-004.tensors.npz,B-B,1.70,hgbs-5,2,4,6,27,33,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",33,168,0.3181818181818182,3,"[13,10,10]","[0,1,2]",b02a6761529b9160,d02139c975c0b2f8,06ed4bb8df54c5f7,100,0.01,1.0,3300,0.01711159329437733,8.555796647188665e-05,9,0.002124666003510356,0.0003106250078417361,6.67001586407423e-07,2.012500772252679e-05,0.001181540996185504,0.999999996341621,3.6583790441468977e-09,7.3167580882937955e-09,0.781152725165544,8.553805052895346e-05,0.0,0.0,1e-12
