status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,graph_level,schedule,sample_index,random_seed,graph_vertices,graph_edges,graph_density,number_of_colors,group_sizes,group_order,within_group_order_hash,pauli_order_hash,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,leading_state_error_norm_estimate,bch_squared_ratio_to_raw,schedule_build_time_seconds,bch_evaluation_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_raw_jw,state_infidelity_ratio_to_current_coloring,coefficient_tolerance
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,baseline,jw_raw,-1,-1,,,,,[],[],4f53cda18c2baa0c,318b4f8a1713f01f,100,0.01,1.0,24600,0.14283817988326125,0.0007141908994163063,1.0,2.749999111983925e-06,0.00015008400077931583,225,0.044863332999739214,0.0004995839990442619,0.18648716700045043,0.9999997533656216,4.932686958891708e-07,1.1840658206925905,0.0007023309453024212,0.0,0.0,1.0,,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,jw,current,-1,-1,246,11040,0.366351418616227,8,"[38,38,28,28,38,28,24,24]","[0,1,2,3,4,5,6,7]",27bcd31bb319bf06,c27acfe811352f65,100,0.01,1.0,24600,0.345698381262873,0.001728491906314365,5.857416102772352,3.0000010156072676e-06,0.0001560000000608852,225,0.044863332999739214,0.0004995839990442619,0.18570254100086458,0.9999985741405749,2.8517168171315888e-06,1.1843743581084227,0.0016887033043646216,9.113721999298718e-10,9.113720889075694e-10,5.781264533706233,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,fermionic,current,-1,-1,162,5454,0.41821946169772256,16,"[10,10,14,14,8,6,8,8,8,6,10,14,8,6,8,24]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",218c2a5e6e2ad37d,9d80c16c61e45ee1,100,0.01,1.0,24600,0.4422932221141637,0.0022114661105708186,9.588086714066105,3.917000867659226e-06,0.000143540999488323,225,0.044863332999739214,0.0004995839990442619,0.18847783399905893,0.999997721520378,4.556954052437057e-06,1.1839572789343737,0.0021347035494304455,0.0,0.0,9.238279441639103,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,jw,reverse_groups,-1,-1,246,11040,0.366351418616227,8,"[38,38,28,28,38,28,24,24]","[7,6,5,4,3,2,1,0]",e29ba695b27af324,a4d58bf43f42bef5,100,0.01,1.0,24600,0.345698381262873,0.001728491906314365,5.857416102772352,2.959000994451344e-06,0.00012816600064979866,225,0.044863332999739214,0.0004995839990442619,0.19085541699860187,0.9999985739446627,2.85210864092722e-06,1.1840111859162137,0.001688819313758205,9.120867394685206e-10,9.120866284462181e-10,5.7820588752059,1.00013739926534,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,fermionic,reverse_groups,-1,-1,162,5454,0.41821946169772256,16,"[10,10,14,14,8,6,8,8,8,6,10,14,8,6,8,24]","[15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0]",2e6e401c7759f48b,3e3c0de2009b5a62,100,0.01,1.0,24600,0.23433534615003324,0.001171676730750166,2.6914541525309534,3.5829998523695394e-06,0.0001547920001030434,225,0.044863332999739214,0.0004995839990442619,0.18688116599878413,0.9999993175713847,1.3648567648294474e-06,1.1841666313830388,0.0011682710432806276,0.0,0.0,2.766964083072703,0.29951075852948805,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,jw,random_groups,0,875189055,246,11040,0.366351418616227,8,"[38,38,28,28,38,28,24,24]","[4,0,2,5,7,6,3,1]",6281047d3c5633af,68d5283bc25c1a23,100,0.01,1.0,24600,0.14180900149817124,0.0007090450074908562,0.9856415047399364,2.6249999791616574e-06,0.00012329099990893155,225,0.044863332999739214,0.0004995839990442619,0.18660429199917417,0.9999997503033297,4.993932782859645e-07,1.1842023683730716,0.0007066776780686499,1.482760580984177e-10,1.4827616912072017e-10,1.0124163208568373,0.17512022066352342,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,fermionic,random_groups,0,2404829148,162,5454,0.41821946169772256,16,"[10,10,14,14,8,6,8,8,8,6,10,14,8,6,8,24]","[0,2,13,4,7,3,6,10,15,12,9,1,5,14,11,8]",74d2188177ee55cd,9792948fa03dc1a5,100,0.01,1.0,24600,0.1382813725268042,0.000691406862634021,0.9372139579864113,3.1249983294401318e-06,0.000122207999083912,225,0.044863332999739214,0.0004995839990442619,0.18627062500127067,0.9999997637993925,4.724011591905608e-07,1.1841247671596558,0.0006873144949983078,0.0,0.0,0.9576953962971562,0.1036659913079266,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,jw,random_groups,1,2686563299,246,11040,0.366351418616227,8,"[38,38,28,28,38,28,24,24]","[1,4,0,5,3,7,6,2]",e074898b4ccdee10,c9593cf3eeece99b,100,0.01,1.0,24600,0.31549108667156056,0.0015774554333578027,4.878491726688,2.6249999791616574e-06,0.00012929200056532864,225,0.044863332999739214,0.0004995839990442619,0.1856724170011148,0.9999988780218546,2.2439550318997803e-06,1.1843947688821894,0.001497984075610174,4.246092366599896e-10,4.246093476822921e-10,4.549153535589372,0.7868786333970116,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,fermionic,random_groups,1,2130121150,162,5454,0.41821946169772256,16,"[10,10,14,14,8,6,8,8,8,6,10,14,8,6,8,24]","[2,15,11,8,3,5,1,9,6,13,4,14,0,10,7,12]",41f1ec830377a53e,d1f99de147d5f2f0,100,0.01,1.0,24600,0.2574860112859228,0.001287430056429614,3.249515883919594,3.0410010367631912e-06,0.0001339999998890562,225,0.044863332999739214,0.0004995839990442619,0.18598016600117262,0.9999992298826392,1.5402341284609378e-06,1.1840148152522763,0.0012410619330001536,0.0,0.0,3.1225053227521307,0.337996413994392,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,jw,random_groups,2,1285269528,246,11040,0.366351418616227,8,"[38,38,28,28,38,28,24,24]","[3,6,0,4,1,5,7,2]",eab41a4d788df5e1,2405ba9fc7ed1565,100,0.01,1.0,24600,0.3181395067754067,0.0015906975338770336,4.960741441130113,2.5409990485059097e-06,0.00013354099974094424,225,0.044863332999739214,0.0004995839990442619,0.18601562500043656,0.9999988346018064,2.330795029092947e-06,1.1843914070560981,0.0015266945952707022,7.31418259292127e-11,7.31418259292127e-11,4.725203623334406,0.8173304639123974,1e-12
