case_id,bond_length,active_occupied,active_vacant,n_qubits,formula_order,trotter_steps,jw_raw_state_infidelity,jw_coloring_state_infidelity,fermionic_coloring_state_infidelity,jw_coloring_ratio_to_jw_raw,fermionic_coloring_ratio_to_jw_raw,best_ordering
B-B_1.70_sto-6g_as-002-002,1.70,2,2,4,1,1,1.9683250640500916e-07,1.9683250662705376e-07,1.967309229966574e-07,1.0000000011280892,0.9994839093897289,fermionic_coloring
B-B_1.70_sto-6g_as-002-002,1.70,2,2,4,1,10,1.967751961373665e-09,1.96775129523985e-09,1.967650931078424e-09,0.9999996614747042,0.9999486569968045,fermionic_coloring
B-B_1.70_sto-6g_as-002-002,1.70,2,2,4,1,100,1.9688251029492676e-11,1.96920257877764e-11,1.9690027386332076e-11,1.0001917264402038,1.0000902242071548,jw_raw
B-B_1.70_sto-6g_as-002-002,1.70,2,2,4,1,1000,8.069100942975638e-13,8.131273432354647e-13,8.306688670245421e-13,1.007705008255366,1.0294441386901485,jw_raw
B-B_1.70_sto-6g_as-002-004,1.70,2,4,6,1,1,6.168506151427167e-07,0.0005596556666168651,3.713729000509591e-05,907.279092989769,60.20467369802931,jw_raw
B-B_1.70_sto-6g_as-002-004,1.70,2,4,6,1,10,6.1678961937872145e-09,6.856796408216681e-06,3.755886077705384e-07,1111.6912789685696,60.894119480944,jw_raw
B-B_1.70_sto-6g_as-002-004,1.70,2,4,6,1,100,6.16990902813086e-11,6.870650370860432e-08,3.756439381774612e-09,1113.574015359811,60.88322152964717,jw_raw
B-B_1.70_sto-6g_as-002-004,1.70,2,4,6,1,1000,1.8338663920758336e-12,6.882807657149215e-10,3.8723912965110685e-11,375.3167453686887,21.115994672478507,jw_raw
B-B_1.70_sto-6g_as-004-004,1.70,4,4,8,1,1,0.0003756917231672041,0.03826432592357931,0.005862411158153447,101.85032984224014,15.604312782649037,jw_raw
B-B_1.70_sto-6g_as-004-004,1.70,4,4,8,1,10,3.699966004355737e-06,0.0004759639069248367,6.0234823284655015e-05,128.64007571002392,16.2798315481127,jw_raw
B-B_1.70_sto-6g_as-004-004,1.70,4,4,8,1,100,3.69488258877837e-08,4.769927975267763e-06,6.026277026283111e-07,129.09552227056915,16.309793021800903,jw_raw
B-B_1.70_sto-6g_as-004-004,1.70,4,4,8,1,1000,3.711075891033033e-10,4.770208306137391e-08,6.028145982384103e-09,128.53976707033962,16.243661297656942,jw_raw
B-B_1.70_sto-6g_as-004-006,1.70,4,6,10,1,1,0.003653797039449125,0.03506755847862475,0.030521853396381027,9.597566066207063,8.35346163644129,jw_raw
B-B_1.70_sto-6g_as-004-006,1.70,4,6,10,1,10,3.689605940204732e-05,0.00040101283718141367,0.00028884112198568346,10.86871724732647,7.828508698944039,jw_raw
B-B_1.70_sto-6g_as-004-006,1.70,4,6,10,1,100,3.688338976459704e-07,4.020930919002019e-06,2.8686220525653283e-06,10.901739088150617,7.777544501397236,jw_raw
B-B_1.70_sto-6g_as-004-006,1.70,4,6,10,1,1000,3.689138550200255e-09,4.0216689756178425e-08,2.866741821705432e-08,10.901376895697064,7.7707621513695075,jw_raw
B-B_1.70_sto-6g_as-004-008,1.70,4,8,12,1,1,0.004923446144573851,0.0267254356531601,0.0378051924111551,5.428197012495873,7.678603827690965,jw_raw
B-B_1.70_sto-6g_as-004-008,1.70,4,8,12,1,10,4.937606826349583e-05,0.00028482557716402734,0.00045487188109127885,5.768494478824298,9.212395743295131,jw_raw
B-B_1.70_sto-6g_as-004-008,1.70,4,8,12,1,100,4.932686958891708e-07,2.8517168171315888e-06,4.556954052437057e-06,5.781264533706233,9.238279441639103,jw_raw
B-B_1.70_sto-6g_as-004-008,1.70,4,8,12,1,1000,4.933319752709053e-09,2.852022906729701e-08,4.5571040607761404e-08,5.78114342814199,9.237398525148668,jw_raw
B-B_1.70_sto-6g_as-006-008,1.70,6,8,14,1,1,0.01065752836901146,0.06029206529374498,0.018990171417036183,5.65722775545728,1.7818551130723022,jw_raw
B-B_1.70_sto-6g_as-006-008,1.70,6,8,14,1,10,0.00010805540295466542,0.0007397216091132863,0.00018693448931861312,6.845762348631804,1.7299874342890689,jw_raw
B-B_1.70_sto-6g_as-006-008,1.70,6,8,14,1,100,1.0789132477428964e-06,7.389922401013216e-06,1.8608292605692967e-06,6.849412977802479,1.7247255647867712,jw_raw
B-B_1.70_sto-6g_as-006-008,1.70,6,8,14,1,1000,1.0789384496945331e-08,7.38775709496764e-08,1.8601976514709406e-08,6.847246102925747,1.7240998798379983,jw_raw
B-B_1.70_sto-6g_as-006-010,1.70,6,10,16,1,1,0.060845860621581704,0.09100855454668333,0.022673097095042838,1.4957230223546722,0.3726317100854813,fermionic_coloring
B-B_1.70_sto-6g_as-006-010,1.70,6,10,16,1,10,0.0008463607011589547,0.0011349339065636066,0.0002227330633349789,1.3409577087044535,0.26316564914933055,fermionic_coloring
B-B_1.70_sto-6g_as-006-010,1.70,6,10,16,1,100,8.490621706380708e-06,1.1386635713206417e-05,2.2199783489273983e-06,1.3410838578109483,0.2614624023655515,fermionic_coloring
B-B_1.70_sto-6g_as-006-010,1.70,6,10,16,1,1000,8.48989205604056e-08,1.1386775156108087e-07,2.218595540615098e-08,1.3412155397201304,0.2613219963187361,fermionic_coloring
B-B_1.70_sto-6g_as-008-010,1.70,8,10,18,1,1,0.04626937489889005,0.1278933605429814,0.08349258640667723,2.7641039201947253,1.804489180783813,jw_raw
B-B_1.70_sto-6g_as-008-010,1.70,8,10,18,1,10,0.0005271252153093986,0.002020444765798879,0.0010502555686566772,3.8329503258783957,1.9924214174429595,jw_raw
B-B_1.70_sto-6g_as-008-010,1.70,8,10,18,1,100,5.262031543828982e-06,2.0303472545779577e-05,1.0569320964104456e-05,3.858485525346263,2.008600837161375,jw_raw
B-B_1.70_sto-6g_as-008-010,1.70,8,10,18,1,1000,5.2613510437282685e-08,2.0304956127592533e-07,1.0573917685885448e-07,3.8592665569800397,2.00973430550504,jw_raw
B-B_1.70_sto-6g_as-010-010,1.70,10,10,20,1,1,0.06636379148948757,0.02874553892996845,0.0647067473091375,0.43315094398308934,0.9750308994836054,jw_coloring
B-B_1.70_sto-6g_as-010-010,1.70,10,10,20,1,10,0.0005943021957296457,0.00024981290071024453,0.0006853929479969656,0.420346588831866,1.1532734573788417,jw_coloring
B-B_1.70_sto-6g_as-010-010,1.70,10,10,20,1,100,5.9098538193191885e-06,2.490300223700892e-06,6.861226611865057e-06,0.4213810188604247,1.1609807656216218,jw_coloring
B-B_1.70_sto-6g_as-010-010,1.70,10,10,20,1,1000,5.9071942226651686e-08,2.4897471084806e-08,6.862575185895281e-08,0.42147710311060205,1.1617317676071044,jw_coloring
