status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_jw_raw,coefficient_tolerance
success,,B-B_1.70_sto-6g_as-002-002,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-002.tensors.npz,B-B,1.70,sto-6g,2,2,4,12,14,jw_coloring,1,1000,0.001,1.0,14000,0.00029841699870303273,14,16,2,0.00019537499974831007,9.341599798062816e-05,4,0.001290124997467501,0.0004093330026080366,0.0036872080017928965,0.9999999999995934,8.131273432354647e-13,0.5939485708525227,9.017357391361754e-07,6.161737786669619e-13,6.161737786669619e-13,,1e-12
success,,B-B_1.70_sto-6g_as-002-002,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-002.tensors.npz,B-B,1.70,sto-6g,2,2,4,12,14,fermionic_coloring,1,1000,0.001,1.0,14000,0.002808917000947986,12,12,2,0.0016242079982475843,1.195799995912239e-05,4,0.001290124997467501,0.0004093330026080366,0.0037819590033905115,0.9999999999995847,8.306688670245421e-13,0.5939485541826816,9.114103724582808e-07,6.337153024560394e-13,6.337153024560394e-13,,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,jw_raw,1,1,1.0,1.0,33,0.0,,,,,,9,0.0021337920006772038,0.00025675000142655335,1.9707997125806287e-05,0.9999996915746449,6.168506151427167e-07,0.31153587941641453,0.000785398440467531,1.5543122344752192e-15,1.5543122344752192e-15,1.0,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,jw_coloring,1,1,1.0,1.0,33,0.000377333999495022,33,168,3,0.0003363329997227993,3.004199970746413e-05,9,0.0021337920006772038,0.00025675000142655335,1.445800080546178e-05,0.9997201330039238,0.0005596556666168651,0.31208402773578114,0.023658698023187305,2.3314683517128287e-15,2.3314683517128287e-15,907.279092989769,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,fermionic_coloring,1,1,1.0,1.0,33,0.011647375002212357,27,90,4,0.009019458000693703,2.9625000024680048e-05,9,0.0021337920006772038,0.00025675000142655335,1.45840022014454e-05,0.999981431182597,3.713729000509591e-05,0.3114682970456842,0.006094065540020181,1.1102230246251565e-15,1.1102230246251565e-15,60.20467369802931,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,jw_raw,1,10,0.1,1.0,330,0.0,,,,,,9,0.0021337920006772038,0.00025675000142655335,0.00012241700096637942,0.9999999969160519,6.1678961937872145e-09,0.3115194369529511,7.853595478369901e-05,0.0,0.0,1.0,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,jw_coloring,1,10,0.1,1.0,330,0.000377333999495022,33,168,3,0.0003363329997227993,3.004199970746413e-05,9,0.0021337920006772038,0.00025675000142655335,0.00012045800031046383,0.9999965715959189,6.856796408216681e-06,0.3114839975822311,0.0026185507751708467,0.0,0.0,1111.6912789685696,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,fermionic_coloring,1,10,0.1,1.0,330,0.011647375002212357,27,90,4,0.009019458000693703,2.9625000024680048e-05,9,0.0021337920006772038,0.00025675000142655335,0.00011812500088126399,0.9999998122056785,3.755886077705384e-07,0.31150744029203226,0.0006128528722912463,0.0,0.0,60.894119480944,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,jw_raw,1,100,0.01,1.0,3300,0.0,,,,,,9,0.0021337920006772038,0.00025675000142655335,0.001123540998378303,0.9999999999691505,6.16990902813086e-11,0.3115178123575571,7.854876846985482e-06,2.0650148258027912e-14,2.0650148258027912e-14,1.0,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,jw_coloring,1,100,0.01,1.0,3300,0.000377333999495022,33,168,3,0.0003363329997227993,3.004199970746413e-05,9,0.0021337920006772038,0.00025675000142655335,0.0011075000002165325,0.9999999656467475,6.870650370860432e-08,0.31151330715772413,0.0002621192570755717,1.4876988529977098e-14,1.4876988529977098e-14,1113.574015359811,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,fermionic_coloring,1,100,0.01,1.0,3300,0.011647375002212357,27,90,4,0.009019458000693703,2.9625000024680048e-05,9,0.0021337920006772038,0.00025675000142655335,0.0011044999992009252,0.9999999981217803,3.756439381774612e-09,0.31151656154529206,6.128979834992617e-05,1.1324274851176597e-14,1.1324274851176597e-14,60.88322152964717,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,jw_raw,1,1000,0.001,1.0,33000,0.0,,,,,,9,0.0021337920006772038,0.00025675000142655335,0.011147458000777988,0.9999999999990831,1.8338663920758336e-12,0.3115176500997804,1.3542032314522934e-06,1.216693412686709e-12,1.216693412686709e-12,1.0,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,jw_coloring,1,1000,0.001,1.0,33000,0.000377333999495022,33,168,3,0.0003363329997227993,3.004199970746413e-05,9,0.0021337920006772038,0.00025675000142655335,0.01101645800008555,0.9999999996558596,6.882807657149215e-10,0.31151719010312307,2.623510559755614e-05,1.199040866595169e-12,1.199040866595169e-12,375.3167453686887,1e-12
success,,B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,6,27,33,fermionic_coloring,1,1000,0.001,1.0,33000,0.011647375002212357,27,90,4,0.009019458000693703,2.9625000024680048e-05,9,0.0021337920006772038,0.00025675000142655335,0.010989082999003585,0.999999999980638,3.8723912965110685e-11,0.3115175245089472,6.222854085153426e-06,1.1585177261963508e-12,1.1585177261963508e-12,21.115994672478507,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,jw_raw,1,1,1.0,1.0,60,0.0,,,,,,36,0.006179749998409534,0.0002541249996284023,5.662500188918784e-05,0.9998121364920676,0.0003756917231672041,1.9388145349744692,0.01938367911065537,1.887379141862766e-15,1.7763568394002505e-15,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,jw_coloring,1,1,1.0,1.0,60,0.0010392080002930015,60,576,4,0.0009686250014055986,5.5374999647028744e-05,36,0.006179749998409534,0.0002541249996284023,5.13339982717298e-05,0.9806812295931949,0.03826432592357931,1.9353065083403385,0.19656434268099124,2.7755575615628914e-15,2.7755575615628914e-15,101.85032984224014,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,fermionic_coloring,1,1,1.0,1.0,60,0.03218962499886402,48,288,4,0.02723066600083257,4.504200114752166e-05,36,0.006179749998409534,0.0002541249996284023,5.0834001740440726e-05,0.9970644857991114,0.005862411158153447,1.9406214153995733,0.0766226363536071,1.887379141862766e-15,1.887379141862766e-15,15.604312782649037,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,jw_raw,1,10,0.1,1.0,600,0.0,,,,,,36,0.006179749998409534,0.0002541249996284023,0.00040395800169790164,0.9999981500152866,3.699966004355737e-06,1.9392740947370377,0.0019235304590362625,9.992007221626409e-16,9.992007221626409e-16,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,jw_coloring,1,10,0.1,1.0,600,0.0010392080002930015,60,576,4,0.0009686250014055986,5.5374999647028744e-05,36,0.006179749998409534,0.0002541249996284023,0.0004065000030095689,0.9997619897220914,0.0004759639069248367,1.9399679365652451,0.02181789531135374,1.9984014443252818e-15,1.9984014443252818e-15,128.64007571002392,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,fermionic_coloring,1,10,0.1,1.0,600,0.03218962499886402,48,288,4,0.02723066600083257,4.504200114752166e-05,36,0.006179749998409534,0.0002541249996284023,0.000402958998165559,0.9999698821348147,6.0234823284655015e-05,1.9395820434672733,0.0077611681060589,0.0,0.0,16.2798315481127,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,jw_raw,1,100,0.01,1.0,6000,0.0,,,,,,36,0.006179749998409534,0.0002541249996284023,0.004078707999724429,0.9999999815255869,3.69488258877837e-08,1.939333898420463,0.00019222077468590798,1.2212453270876722e-15,1.2212453270876722e-15,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,jw_coloring,1,100,0.01,1.0,6000,0.0010392080002930015,60,576,4,0.0009686250014055986,5.5374999647028744e-05,36,0.006179749998409534,0.0002541249996284023,0.003975375002482906,0.9999976150331683,4.769927975267763e-06,1.9394134092531932,0.002184017780006474,2.55351295663786e-15,2.6645352591003757e-15,129.09552227056915,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,fermionic_coloring,1,100,0.01,1.0,6000,0.03218962499886402,48,288,4,0.02723066600083257,4.504200114752166e-05,36,0.006179749998409534,0.0002541249996284023,0.004104833999008406,0.9999996986861033,6.026277026283111e-07,1.9393658772183084,0.0007762910494425107,0.0,0.0,16.309793021800903,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,jw_raw,1,1000,0.001,1.0,60000,0.0,,,,,,36,0.006179749998409534,0.0002541249996284023,0.039577749997988576,0.9999999998144462,3.711075891033033e-10,1.9393400166681292,1.9264152955770032e-05,1.669886451338698e-12,1.669886451338698e-12,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,jw_coloring,1,1000,0.001,1.0,60000,0.0010392080002930015,60,576,4,0.0009686250014055986,5.5374999647028744e-05,36,0.006179749998409534,0.0002541249996284023,0.03957625000111875,0.9999999761489582,4.770208306137391e-08,1.9393480664440275,0.00021840806673858323,1.6702195182460855e-12,1.670108495943623e-12,128.53976707033962,1e-12
success,,B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,8,48,60,fermionic_coloring,1,1000,0.001,1.0,60000,0.03218962499886402,48,288,4,0.02723066600083257,4.504200114752166e-05,36,0.006179749998409534,0.0002541249996284023,0.03933962500013877,0.999999996985927,6.028145982384103e-09,1.939343226269629,7.764113589060958e-05,1.7256196471748808e-12,1.7256196471748808e-12,16.243661297656942,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,jw_raw,1,1,1.0,1.0,131,0.0,,,,,,100,0.017588457998499507,0.00031166600092547014,0.0002851249992090743,0.9981714296455048,0.003653797039449125,1.7586115764762624,0.060474297920608225,3.1086244689504383e-15,3.219646771412954e-15,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,jw_coloring,1,1,1.0,1.0,131,0.005446541999845067,131,3136,8,0.00524254199990537,0.00017195899999933317,100,0.017588457998499507,0.00031166600092547014,0.00027804099954664707,0.9823097482573281,0.03506755847862475,1.744885236456755,0.1880970586833931,2.55351295663786e-15,2.55351295663786e-15,9.597566066207063,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,fermionic_coloring,1,1,1.0,1.0,131,0.13528337499883492,93,1560,12,0.12313054100013687,0.000112292000267189,100,0.017588457998499507,0.00031166600092547014,0.0002884999994421378,0.9846208136148753,0.030521853396381027,1.7388047939390765,0.17538065107146056,3.4416913763379853e-15,3.4416913763379853e-15,8.35346163644129,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,jw_raw,1,10,0.1,1.0,1310,0.0,,,,,,100,0.017588457998499507,0.00031166600092547014,0.002714542002649978,0.9999815518001309,3.689605940204732e-05,1.7617493609530104,0.006074240671733378,1.965094753586527e-14,1.965094753586527e-14,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,jw_coloring,1,10,0.1,1.0,1310,0.005446541999845067,131,3136,8,0.00524254199990537,0.00017195899999933317,100,0.017588457998499507,0.00031166600092547014,0.00278374999834341,0.9997994734759659,0.00040101283718141367,1.760526801428061,0.020026308897753878,1.1324274851176597e-14,1.1213252548714081e-14,10.86871724732647,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,fermionic_coloring,1,10,0.1,1.0,1310,0.13528337499883492,93,1560,12,0.12313054100013687,0.000112292000267189,100,0.017588457998499507,0.00031166600092547014,0.0026685000011639204,0.9998555690088515,0.00028884112198568346,1.7601519024162793,0.01699594017102142,1.8318679906315083e-14,1.8207657603852567e-14,7.828508698944039,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,jw_raw,1,100,0.01,1.0,13100,0.0,,,,,,100,0.017588457998499507,0.00031166600092547014,0.026768708001327468,0.9999998155830342,3.688338976459704e-07,1.7622488006849037,0.0006073169943438064,1.9906298831529057e-13,1.9906298831529057e-13,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,jw_coloring,1,100,0.01,1.0,13100,0.005446541999845067,131,3136,8,0.00524254199990537,0.00017195899999933317,100,0.017588457998499507,0.00031166600092547014,0.02656924999973853,0.9999979895325195,4.020930919002019e-06,1.7621316562500444,0.0020052269101004465,1.6631140908884845e-13,1.6620038678638593e-13,10.901739088150617,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,fermionic_coloring,1,100,0.01,1.0,13100,0.13528337499883492,93,1560,12,0.12313054100013687,0.000112292000267189,100,0.017588457998499507,0.00031166600092547014,0.026660292001906782,0.9999985656879451,2.8686220525653283e-06,1.762094008441797,0.0016937013047785589,1.9939605522267811e-13,1.9950707752514063e-13,7.777544501397236,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,jw_raw,1,1000,0.001,1.0,131000,0.0,,,,,,100,0.017588457998499507,0.00031166600092547014,0.26395537500138744,0.9999999981554307,3.689138550200255e-09,1.7623005626110277,6.073827911786977e-05,9.823253321883385e-13,9.823253321883385e-13,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,jw_coloring,1,1000,0.001,1.0,131000,0.005446541999845067,131,3136,8,0.00524254199990537,0.00017195899999933317,100,0.017588457998499507,0.00031166600092547014,0.2636917919990083,0.9999999798916549,4.0216689756178425e-08,1.7622889022942716,0.00020054099381489968,9.32920407592519e-13,9.32920407592519e-13,10.901376895697064,1e-12
success,,B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,10,93,131,fermionic_coloring,1,1000,0.001,1.0,131000,0.13528337499883492,93,1560,12,0.12313054100013687,0.000112292000267189,100,0.017588457998499507,0.00031166600092547014,0.2723044580015994,0.9999999856662908,2.866741821705432e-08,1.7622851335276835,0.00016931455471724493,9.543477119677846e-13,9.543477119677846e-13,7.7707621513695075,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,jw_raw,1,1,1.0,1.0,246,0.0,,,,,,225,0.0434066250018077,0.000360250000085216,0.0018979590022354387,0.9975352394053185,0.004923446144573851,1.177198431717147,0.07021054898918654,3.1086244689504383e-15,2.9976021664879227e-15,1.0,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,jw_coloring,1,1,1.0,1.0,246,0.021626290999847697,246,11040,8,0.02103325000280165,0.0005351670006348286,225,0.0434066250018077,0.000360250000085216,0.0018829590007953811,0.9865467877130004,0.0267254356531601,1.2092451577487144,0.16403177915879338,1.5791192783831676e-05,1.5791192783942698e-05,5.428197012495873,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,fermionic_coloring,1,1,1.0,1.0,246,0.4509647919985582,162,5454,16,0.42495237500043004,0.0003114580031251535,225,0.0434066250018077,0.000360250000085216,0.0019494589978421573,0.9809152907304712,0.0378051924111551,1.1776090108603336,0.19536995300981555,4.218847493575595e-15,4.107825191113079e-15,7.678603827690965,1e-12
success,,B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,12,162,246,jw_raw,1,10,0.1,1.0,2460,0.0,,,,,,225,0.0434066250018077,0.000360250000085216,0.019021500000235392,0.9999753116611112,4.937606826349583e-05,1.1829825069216282,0.007026854045559911,4.4075854077618715e-14,4.4075854077618715e-14,1.0,1e-12
