status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,graph_level,schedule,sample_index,random_seed,graph_vertices,graph_edges,graph_density,number_of_colors,group_sizes,group_order,within_group_order_hash,pauli_order_hash,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,leading_state_error_norm_estimate,bch_squared_ratio_to_raw,schedule_build_time_seconds,bch_evaluation_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_raw_jw,state_infidelity_ratio_to_current_coloring,coefficient_tolerance
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,baseline,jw_raw,-1,-1,,,,,[],[],4f53cda18c2baa0c,614b2e84b297317a,100,0.01,1.0,3300,0.0007621354738664782,3.810677369332391e-06,1.0,6.250011210795492e-07,1.6166999557754025e-05,9,0.002590915999462595,0.0002773340002022451,0.0012484170001698658,0.9999999999943556,1.1288747714388592e-11,1.6815955319074978,3.359873169390266e-06,3.352873534367973e-14,3.352873534367973e-14,1.0,,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,jw,current,-1,-1,33,168,0.3181818181818182,3,"[13,10,10]","[0,1,2]",b02a6761529b9160,05efe14ef730f93a,100,0.01,1.0,3300,0.0009126967562512463,4.563483781256232e-06,1.4341304635190306,6.669997674180195e-07,1.1750000339816324e-05,9,0.002590915999462595,0.0002773340002022451,0.0012286250002944143,0.9999999999918314,1.6337153851964104e-11,1.681595531309892,4.041924523288888e-06,1.7541523789077473e-14,1.7541523789077473e-14,1.44720692368214,1.0,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,fermionic,current,-1,-1,27,90,0.2564102564102564,4,"[7,7,7,6]","[0,1,2,3]",9b365a86a347631e,9948ff2f47aa885d,100,0.01,1.0,3300,0.000695667380729337,3.478336903646685e-06,0.8331801743072144,7.090002327458933e-07,1.5000001440057531e-05,9,0.002590915999462595,0.0002773340002022451,0.0010771249999379506,0.9999999999953013,9.397371769637175e-12,1.6815955318968814,3.0655132962747322e-06,3.7192471324942744e-14,3.7192471324942744e-14,0.8324547600314712,1.0,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,jw,reverse_groups,-1,-1,33,168,0.3181818181818182,3,"[13,10,10]","[2,1,0]",cde56ed15d255933,0f30f0ac5de17a8c,100,0.01,1.0,3300,0.0009126967562512463,4.563483781256232e-06,1.4341304635190306,4.579997039400041e-07,1.06250008684583e-05,9,0.002590915999462595,0.0002773340002022451,0.0010834580007212935,0.999999999991826,1.634803403760543e-11,1.6815955317234155,4.0432702157542515e-06,2.842170943040401e-14,2.842170943040401e-14,1.4481707317073171,1.0006659780363163,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,fermionic,reverse_groups,-1,-1,27,90,0.2564102564102564,4,"[7,7,7,6]","[3,2,1,0]",0db2b307aaf16f5f,f3edaa26b6af4d6e,100,0.01,1.0,3300,0.0007219369859896743,3.6096849299483713e-06,0.8972928993157846,4.5900014811195433e-07,9.208999472321011e-06,9,0.002590915999462595,0.0002773340002022451,0.0010598330009088386,0.9999999999949483,1.0103473613298775e-11,1.681595531911139,3.1785961702139476e-06,2.275957200481571e-14,2.275957200481571e-14,0.8950039339103069,1.0751382259817588,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,jw,random_groups,0,1052773555,33,168,0.3181818181818182,3,"[13,10,10]","[1,0,2]",10f232bb187152cf,163598b0757a60af,100,0.01,1.0,3300,0.00043783676632453577,2.189183831622679e-06,0.3300350785145824,4.169996827840805e-07,8.541999704902992e-06,9,0.002590915999462595,0.0002773340002022451,0.0010821250016306294,0.9999999999981575,3.6850522633358196e-12,1.6815955315184223,1.91964899482583e-06,2.4646951146678475e-14,2.4646951146678475e-14,0.3264358772619984,0.2255626834837447,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,fermionic,random_groups,0,74816059,27,90,0.2564102564102564,4,"[7,7,7,6]","[0,1,2,3]",9b365a86a347631e,9948ff2f47aa885d,100,0.01,1.0,3300,0.000695667380729337,3.478336903646685e-06,0.8331801743072144,3.749992174562067e-07,8.79199978953693e-06,9,0.002590915999462595,0.0002773340002022451,0.0010995419997925637,0.9999999999953013,9.397371769637175e-12,1.6815955318968814,3.0655132962747322e-06,3.7192471324942744e-14,3.7192471324942744e-14,0.8324547600314712,1.0,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,jw,random_groups,1,3233252069,33,168,0.3181818181818182,3,"[13,10,10]","[1,0,2]",10f232bb187152cf,163598b0757a60af,100,0.01,1.0,3300,0.00043783676632453577,2.189183831622679e-06,0.3300350785145824,3.750010364456102e-07,7.957998604979366e-06,9,0.002590915999462595,0.0002773340002022451,0.0011013749990524957,0.9999999999981575,3.6850522633358196e-12,1.6815955315184223,1.91964899482583e-06,2.4646951146678475e-14,2.4646951146678475e-14,0.3264358772619984,0.2255626834837447,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,fermionic,random_groups,1,451135586,27,90,0.2564102564102564,4,"[7,7,7,6]","[0,3,1,2]",1dbf9ff941307c90,b6f718aab63a9042,100,0.01,1.0,3300,0.0004255731917787581,2.1278659588937904e-06,0.3118057876044953,4.169996827840805e-07,8.499999239575118e-06,9,0.002590915999462595,0.0002773340002022451,0.0011042090009141248,0.9999999999982329,3.5342839765917233e-12,1.6815955317500506,1.8799691424573233e-06,3.097522238704187e-14,3.097522238704187e-14,0.31308025177025967,0.3760928122489485,1e-12
success,,F-F_1.28_hgbs-5_as-004-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/F-F/1.28/hgbs-5/F-F_1.28_hgbs-5_as-004-002.tensors.npz,F-F,1.28,hgbs-5,4,2,6,27,33,jw,random_groups,2,1245010696,33,168,0.3181818181818182,3,"[13,10,10]","[0,2,1]",131f9f46f3afca41,dc38dcbf20ab73ea,100,0.01,1.0,3300,0.0009126967562512026,4.563483781256013e-06,1.4341304635188927,3.750010364456102e-07,8.457998774247244e-06,9,0.002590915999462595,0.0002773340002022451,0.0010997499994118698,0.9999999999918321,1.6335821584334553e-11,1.6815955313098923,4.04175971382943e-06,1.5987211554602254e-14,1.5987211554602254e-14,1.4470889063729346,0.9999184516690225,1e-12
