case_id,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,jw_number_of_colors,fermionic_number_of_colors,raw_jw_one_minus_overlap,signed_baseline_one_minus_overlap,jw_mean_one_minus_overlap,jw_median_one_minus_overlap,jw_std_one_minus_overlap,jw_minimum_one_minus_overlap,jw_maximum_one_minus_overlap,jw_schedules_beating_baseline,jw_fraction_beating_baseline,fermionic_mean_one_minus_overlap,fermionic_median_one_minus_overlap,fermionic_std_one_minus_overlap,fermionic_minimum_one_minus_overlap,fermionic_maximum_one_minus_overlap,fermionic_schedules_beating_baseline,fermionic_fraction_beating_baseline,jw_pearson_log_bch_squared_vs_log_overlap_error,fermionic_pearson_log_bch_squared_vs_log_overlap_error
F-F_1.28_hgbs-5_as-014-002,F-F,1.28,hgbs-5,14,2,16,656,1176,26,53,1.5399277536465306e-06,1.5226763028231005e-07,1.404550206041133e-06,9.69502540748568e-07,1.3376494246538618e-06,4.611992399095044e-08,4.6520638643521295e-06,3,0.15,3.8796675626562306e-07,3.088249331817394e-07,3.8968709862668193e-07,1.5873420355916323e-09,1.4087257095285466e-06,7,0.35,0.8182875335607253,0.9999724936451163
F-F_1.28_hgbs-5_as-016-002,F-F,1.28,hgbs-5,16,2,18,1027,1883,48,84,3.367851497459995e-06,2.782985683014161e-07,1.2441115101458067e-06,9.747738159426866e-07,1.0519051140619875e-06,1.5464317792979188e-07,4.79288057597671e-06,3,0.15,1.4257492840397123e-06,9.39009947853453e-07,1.4422809997983823e-06,1.3458590386594693e-07,6.238832424343421e-06,5,0.25,0.8288336837893511,0.7316487536581631
F-F_1.28_hgbs-5_as-018-002,F-F,1.28,hgbs-5,18,2,20,1580,2950,67,127,6.553504355411022e-06,4.995202555702072e-06,1.3887502263243423e-05,1.3299517995224441e-05,6.999812285798475e-06,7.136167401444737e-07,2.811486479137315e-05,2,0.1,1.6360362810718954e-06,6.950903287950005e-07,1.9896150218904596e-06,7.884657704515519e-09,7.15124440819892e-06,18,0.9,0.8981007545171404,0.6422163579190209
