config_path,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,status,error
hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-002.tensors.npz,Li-H,1.815,hgbs-5,2,2,4,success,
hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-002-004.tensors.npz,Li-H,1.815,hgbs-5,2,4,6,success,
hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/hgbs-5/Li-H_1.81_hgbs-5_as-004-004.tensors.npz,Li-H,1.815,hgbs-5,4,4,8,success,
hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-002_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-002.tensors.npz,Li-H,1.815,sto-6g,2,2,4,success,
hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-002-004.tensors.npz,Li-H,1.815,sto-6g,2,4,6,success,
hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-004-004_JW.config,/Users/a_lee/Repos/qhat/hamiltonian_generator/library/Li-H/1.81/sto-6g/Li-H_1.81_sto-6g_as-004-004.tensors.npz,Li-H,1.815,sto-6g,4,4,8,success,
