status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,schedule,checkpoint_time,local_dt,pauli_order_hash,exact_sector_dimension,exact_checkpoint_advance_seconds,exact_local_target_seconds,local_trotter_seconds,local_overlap_abs,local_one_minus_overlap,local_infidelity,local_phase_aligned_2norm_error,local_phase_aligned_2norm_error_over_dt2,trajectory_bch_proxy_2err_over_dt2,trajectory_bch_proxy_ratio_to_signed,spin_sector_leakage_after_one_step,particle_number_leakage_after_one_step,coefficient_tolerance
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,jw_signed_baseline,0.25,0.01,cb9592a2b133d9fb,44100,0.15307050000410527,0.0994044160033809,1.0126375410036417,0.9999999969288539,3.0711461151966546e-09,6.142292230393309e-09,7.83726636273954e-05,0.783726636273954,1.567453272547908,12.036246443858271,6.0925000600065005e-09,6.092481630304292e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,signed_parent_descendants_round_robin,0.25,0.01,22ca2d92bfa72f46,44100,0.15307050000410527,0.0994044160033809,1.0143452920019627,0.9999999992821984,7.178015959397044e-10,1.4356031918794088e-09,3.788925486759801e-05,0.3788925486759801,0.7577850973519602,5.818921905330707,1.408355099208336e-09,1.4082879307153462e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_signed_reference,0.5,0.01,84ef503bc85b4b6c,44100,0.17496170800586697,0.09984649998659734,1.0087352080008714,0.9999999999779684,2.2031598767568994e-11,4.406319753513799e-11,6.641358030955385e-06,0.06641358030955384,0.13282716061910768,1.0,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_magnitude_reference,0.5,0.01,ac085e47df3d997f,44100,0.17496170800586697,0.09984649998659734,1.0138912910042563,0.9999999998849963,1.1500367325112393e-10,2.3000734650224786e-10,1.5167160280298769e-05,0.1516716028029877,0.3033432056059754,2.2837438080592256,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,jw_signed_baseline,0.5,0.01,cb9592a2b133d9fb,44100,0.17496170800586697,0.09984649998659734,1.0142860839987407,0.9999999969237978,3.0762021818731e-09,6.1524043637462e-09,7.843744875123162e-05,0.7843744875123161,1.5687489750246322,11.810453281638257,6.101338767550146e-09,6.1013201158033326e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,signed_parent_descendants_round_robin,0.5,0.01,22ca2d92bfa72f46,44100,0.17496170800586697,0.09984649998659734,1.0152516669913894,0.9999999992802424,7.19757586864489e-10,1.439515173728978e-09,3.79414563111282e-05,0.37941456311128197,0.7588291262225639,5.712906326429472,1.410877414897982e-09,1.4108100243603872e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_signed_reference,0.6,0.01,84ef503bc85b4b6c,44100,0.13917612501245458,0.10072149999905378,1.0107975830032956,0.9999999999777767,2.222333428392176e-11,4.444666856784352e-11,6.66962874374734e-06,0.0666962874374734,0.1333925748749468,1.0,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_magnitude_reference,0.6,0.01,ac085e47df3d997f,44100,0.13917612501245458,0.10072149999905378,1.0062117089983076,0.9999999998847194,1.1528056287346544e-10,2.3056112574693088e-10,1.5185472502458188e-05,0.1518547250245819,0.3037094500491638,2.276809262688617,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,jw_signed_baseline,0.6,0.01,cb9592a2b133d9fb,44100,0.13917612501245458,0.10072149999905378,1.0101652500015916,0.9999999969211136,3.0788863680797363e-09,6.1577727361594725e-09,7.847169067256024e-05,0.7847169067256023,1.5694338134512047,11.765526041629538,6.1064222567353e-09,6.106403493966184e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,signed_parent_descendants_round_robin,0.6,0.01,22ca2d92bfa72f46,44100,0.13917612501245458,0.10072149999905378,1.0178308750037104,0.9999999992793315,7.206685248561939e-10,1.4413370497123879e-09,3.7965292315138505e-05,0.37965292315138505,0.7593058463027701,5.692264708246363,1.412380323806417e-09,1.4123131553134272e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_signed_reference,0.7,0.01,84ef503bc85b4b6c,44100,0.1382362090080278,0.10062220800318755,1.0183759159990586,0.9999999999778196,2.2180368652868765e-11,4.436073730573753e-11,6.663602101831654e-06,0.06663602101831653,0.13327204203663306,1.0,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_magnitude_reference,0.7,0.01,ac085e47df3d997f,44100,0.1382362090080278,0.10062220800318755,1.007180625005276,0.9999999998846738,1.1532619303977754e-10,2.3065238607955507e-10,1.5188750723089892e-05,0.15188750723089892,0.30377501446179783,2.279360395620695,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,jw_signed_baseline,0.7,0.01,cb9592a2b133d9fb,44100,0.1382362090080278,0.10062220800318755,1.0175030840036925,0.9999999969181875,3.0818124718834383e-09,6.163624943766877e-09,7.850894185175422e-05,0.7850894185175422,1.5701788370350844,11.781757171571533,6.11238926140345e-09,6.112370387612032e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,signed_parent_descendants_round_robin,0.7,0.01,22ca2d92bfa72f46,44100,0.1382362090080278,0.10062220800318755,1.021973666996928,0.9999999992784966,7.21503412570712e-10,1.443006825141424e-09,3.798757970210014e-05,0.3798757970210014,0.7597515940420028,5.700757506463107,1.414111494568715e-09,1.4140441040311202e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_signed_reference,0.75,0.01,84ef503bc85b4b6c,44100,0.12122454200289212,0.10021558299195021,1.019220417001634,0.9999999999779039,2.2096102725299716e-11,4.419220545059943e-11,6.650484924449487e-06,0.06650484924449487,0.13300969848898975,1.0,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_magnitude_reference,0.75,0.01,ac085e47df3d997f,44100,0.12122454200289212,0.10021558299195021,1.0269395829964196,0.9999999998847013,1.1529865950876683e-10,2.3059731901753366e-10,1.5186485887676885e-05,0.15186485887676884,0.3037297177535377,2.2835155722022766,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,jw_signed_baseline,0.75,0.01,cb9592a2b133d9fb,44100,0.12122454200289212,0.10021558299195021,1.026896333991317,0.9999999969166242,3.083375776924413e-09,6.166751553848826e-09,7.852890509063664e-05,0.7852890509063664,1.5705781018127327,11.807996857783582,6.115684292318235e-09,6.115665529549119e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,signed_parent_descendants_round_robin,0.75,0.01,22ca2d92bfa72f46,44100,0.12122454200289212,0.10021558299195021,1.0240665000019362,0.9999999992780673,7.219327358143346e-10,1.4438654716286692e-09,3.799862854271813e-05,0.37998628542718127,0.7599725708543625,5.713662834272731,1.415105255198057e-09,1.415038308749672e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_signed_reference,0.8,0.01,84ef503bc85b4b6c,44100,0.12090845800412353,0.10002491599880159,1.0276307919993997,0.9999999999780202,2.1979751352319e-11,4.3959502704638e-11,6.6336488972107665e-06,0.06633648897210766,0.13267297794421531,1.0,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_magnitude_reference,0.8,0.01,ac085e47df3d997f,44100,0.12090845800412353,0.10002491599880159,1.0215282080025645,0.99999999988476,1.1524003973306662e-10,2.3048007946613325e-10,1.518337878073019e-05,0.1518337878073019,0.3036675756146038,2.288842689144176,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,jw_signed_baseline,0.8,0.01,cb9592a2b133d9fb,44100,0.12090845800412353,0.10002491599880159,1.021915250006714,0.9999999969149651,3.085034894212413e-09,6.170069788424826e-09,7.854999748967947e-05,0.7854999748967947,1.5709999497935894,11.84114485207488,6.119203921350902e-09,6.119185158581786e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,signed_parent_descendants_round_robin,0.8,0.01,22ca2d92bfa72f46,44100,0.12090845800412353,0.10002491599880159,1.0277726250060368,0.9999999992776346,7.22365389727031e-10,1.444730779454062e-09,3.8010114227906705e-05,0.38010114227906705,0.7602022845581341,5.729895388929722,1.4161356531872116e-09,1.4160684846942218e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_signed_reference,1.0,0.01,84ef503bc85b4b6c,44100,0.16489645799447317,0.10129833400424104,1.0293405419943156,0.9999999999784954,2.1504575897779432e-11,4.3009151795558864e-11,6.5608609808266e-06,0.065608609808266,0.131217219616532,1.0,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,fermionic_magnitude_reference,1.0,0.01,ac085e47df3d997f,44100,0.16489645799447317,0.10129833400424104,1.0317944589914987,0.9999999998848147,1.151853057379526e-10,2.303706114759052e-10,1.5178920823716391e-05,0.1517892082371639,0.3035784164743278,2.313556234170352,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,jw_signed_baseline,1.0,0.01,cb9592a2b133d9fb,44100,0.16489645799447317,0.10129833400424104,1.027320207998855,0.999999996907279,3.092720968211893e-09,6.185441936423786e-09,7.86478696499236e-05,0.786478696499236,1.572957392998472,11.987431204496394,6.135305374854738e-09,6.1352865010633195e-09,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1580,2950,signed_parent_descendants_round_robin,1.0,0.01,22ca2d92bfa72f46,44100,0.16489645799447317,0.10129833400424104,1.028177499989397,0.9999999992755463,7.244537192363509e-10,1.4489074384727019e-09,3.806505061915662e-05,0.3806505061915662,0.7613010123831324,5.8018377055081,1.420914497174408e-09,1.4208475507260232e-09,1e-12
