status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_jw_raw,coefficient_tolerance
success,,H-H_0.51_hgbs-5_as-002-002,hamiltonian_generator/library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002.tensors.npz,H-H,0.51,hgbs-5,2,2,4,,14,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0012646671384572983,0.0006231246516108513,0.00033354200422763824,0.9999999941976588,1.1604682326193938e-08,1.2060602667789833,0.00010772503110323959,0.0,0.0,,1e-12
success,,H-H_0.51_hgbs-5_as-002-002,hamiltonian_generator/library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-002.tensors.npz,H-H,0.51,hgbs-5,2,2,4,,14,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0012646671384572983,0.0006231246516108513,0.00032449979335069656,0.9999999940592414,1.1881517103518036e-08,1.2060602526943216,0.00010900237200867712,0.0,0.0,,1e-12
success,,H-H_0.70_hgbs-5_as-002-002,hamiltonian_generator/library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002.tensors.npz,H-H,0.70,hgbs-5,2,2,4,,14,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0011719996109604836,0.00034029223024845123,0.00033116620033979416,0.999999987292974,2.5414051862959752e-08,1.1162884334789278,0.00015941785337277018,0.0,0.0,,1e-12
success,,H-H_0.70_hgbs-5_as-002-002,hamiltonian_generator/library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-002.tensors.npz,H-H,0.70,hgbs-5,2,2,4,,14,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0011719996109604836,0.00034029223024845123,0.00032287510111927986,0.9999999872929736,2.5414052751138172e-08,1.116288433478928,0.00015941785615846324,0.0,0.0,,1e-12
success,,H-H_0.90_hgbs-5_as-002-002,hamiltonian_generator/library/H-H/0.90/hgbs-5/H-H_0.90_hgbs-5_as-002-002.tensors.npz,H-H,0.90,hgbs-5,2,2,4,,14,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0012319576926529408,0.0003497502766549587,0.00033533433452248573,0.999999976733334,4.653333152138117e-08,1.0554306694438738,0.00021571585958499363,1.354472090042691e-14,1.354472090042691e-14,,1e-12
success,,H-H_0.90_hgbs-5_as-002-002,hamiltonian_generator/library/H-H/0.90/hgbs-5/H-H_0.90_hgbs-5_as-002-002.tensors.npz,H-H,0.90,hgbs-5,2,2,4,,14,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0012319576926529408,0.0003497502766549587,0.0003164159134030342,0.9999999767333337,4.653333196547038e-08,1.0554306694438726,0.00021571586061433195,1.3766765505351941e-14,1.3766765505351941e-14,,1e-12
success,,H-H_0.51_hgbs-5_as-002-004,hamiltonian_generator/library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004.tensors.npz,H-H,0.51,hgbs-5,2,4,6,,61,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,6100,,,,,,,9,0.0038714581169188023,0.00039250031113624573,0.001989124808460474,0.9999999580304615,8.393907524606448e-08,1.074713062198153,0.0002897224137384288,3.552713678800501e-14,3.5416114485542494e-14,,1e-12
success,,H-H_0.51_hgbs-5_as-002-004,hamiltonian_generator/library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-004.tensors.npz,H-H,0.51,hgbs-5,2,4,6,,61,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,6100,,,,,,,9,0.0038714581169188023,0.00039250031113624573,0.0019968748092651367,0.9999999712122754,5.75754485199198e-08,1.074714244264346,0.00023994884725098373,4.54081217071689e-14,4.529709940470639e-14,,1e-12
success,,H-H_0.70_hgbs-5_as-002-004,hamiltonian_generator/library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004.tensors.npz,H-H,0.70,hgbs-5,2,4,6,,61,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,6100,,,,,,,9,0.003797333687543869,0.0003693751059472561,0.0019098329357802868,0.999999954670459,9.065907990990496e-08,0.9647792400594761,0.00030109646630163017,0.0,0.0,,1e-12
success,,H-H_0.70_hgbs-5_as-002-004,hamiltonian_generator/library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-004.tensors.npz,H-H,0.70,hgbs-5,2,4,6,,61,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,6100,,,,,,,9,0.003797333687543869,0.0003693751059472561,0.0018741250969469547,0.9999999663025737,6.739485147733149e-08,0.9647805025354776,0.0002596051859796998,0.0,0.0,,1e-12
success,,H-H_0.90_hgbs-5_as-002-004,hamiltonian_generator/library/H-H/0.90/hgbs-5/H-H_0.90_hgbs-5_as-002-004.tensors.npz,H-H,0.90,hgbs-5,2,4,6,,61,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,6100,,,,,,,9,0.0038742083124816418,0.00036112498492002487,0.001916500274091959,0.9999999507542635,9.849147053486718e-08,0.8835895078161775,0.0003138335115588484,0.0,0.0,,1e-12
success,,H-H_0.90_hgbs-5_as-002-004,hamiltonian_generator/library/H-H/0.90/hgbs-5/H-H_0.90_hgbs-5_as-002-004.tensors.npz,H-H,0.90,hgbs-5,2,4,6,,61,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,6100,,,,,,,9,0.0038742083124816418,0.00036112498492002487,0.0018643331713974476,0.9999999605256976,7.894860321044916e-08,0.8835908321658035,0.0002809779435556489,0.0,0.0,,1e-12
success,,H-H_0.51_hgbs-5_as-002-006,hamiltonian_generator/library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-006.tensors.npz,H-H,0.51,hgbs-5,2,6,8,,184,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,18400,,,,,,,16,0.018802708014845848,0.0005860421806573868,0.02115179179236293,0.9999997570662574,4.858674260699303e-07,0.42185148713542975,0.0006970419536396609,1.5654144647214707e-13,1.5654144647214707e-13,,1e-12
success,,H-H_0.51_hgbs-5_as-002-006,hamiltonian_generator/library/H-H/0.51/hgbs-5/H-H_0.51_hgbs-5_as-002-006.tensors.npz,H-H,0.51,hgbs-5,2,6,8,,184,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,18400,,,,,,,16,0.018802708014845848,0.0005860421806573868,0.019403125159442425,0.9999997149518696,5.700961795973569e-07,0.4218470652475133,0.0007550471911514421,1.4943601911454607e-13,1.4954704141700859e-13,,1e-12
success,,H-H_0.70_hgbs-5_as-002-006,hamiltonian_generator/library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-006.tensors.npz,H-H,0.70,hgbs-5,2,6,8,,184,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,18400,,,,,,,16,0.010922125075012445,0.0003835828974843025,0.013722040690481663,0.9999997268166658,5.463665937455175e-07,0.3483997629234906,0.0007391661980586672,0.0,0.0,,1e-12
success,,H-H_0.70_hgbs-5_as-002-006,hamiltonian_generator/library/H-H/0.70/hgbs-5/H-H_0.70_hgbs-5_as-002-006.tensors.npz,H-H,0.70,hgbs-5,2,6,8,,184,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,18400,,,,,,,16,0.010922125075012445,0.0003835828974843025,0.013631958048790693,0.9999996525803393,6.948392007322113e-07,0.34838961209345376,0.0008335702258439021,0.0,0.0,,1e-12
success,,H-H_0.90_hgbs-5_as-002-006,hamiltonian_generator/library/H-H/0.90/hgbs-5/H-H_0.90_hgbs-5_as-002-006.tensors.npz,H-H,0.90,hgbs-5,2,6,8,,184,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,18400,,,,,,,16,0.011005290783941746,0.00036358321085572243,0.013722917065024376,0.9999997406522331,5.186954665781229e-07,0.3045204577779268,0.00072020520260384,0.0,0.0,,1e-12
