status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_jw_raw,coefficient_tolerance
success,,B-B_1.36_hgbs-5_as-002-002,hamiltonian_generator/library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-002.tensors.npz,B-B,1.36,hgbs-5,2,2,4,,14,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0019695409573614597,0.0014513339847326279,0.0003192909061908722,0.9999999969698244,6.060351109837825e-09,0.8214777077479449,7.784825694797427e-05,0.0,0.0,,1e-12
success,,B-B_1.36_hgbs-5_as-002-002,hamiltonian_generator/library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-002.tensors.npz,B-B,1.36,hgbs-5,2,2,4,,14,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0019695409573614597,0.0014513339847326279,0.0002938332036137581,0.9999999969698259,6.060348223257961e-09,0.8214777077479442,7.784823840818725e-05,0.0,0.0,,1e-12
success,,B-B_1.87_hgbs-5_as-002-002,hamiltonian_generator/library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002.tensors.npz,B-B,1.87,hgbs-5,2,2,4,,14,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0011041252873837948,0.00030329078435897827,0.00029779132455587387,0.9999999999997866,4.2676973066591017e-13,0.7586683590779709,6.532761519188575e-07,0.0,0.0,,1e-12
success,,B-B_1.87_hgbs-5_as-002-002,hamiltonian_generator/library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002.tensors.npz,B-B,1.87,hgbs-5,2,2,4,,14,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0011041252873837948,0.00030329078435897827,0.00029237475246191025,0.9999999999997871,4.2588155224621005e-13,0.7586683590779706,6.525960099833664e-07,0.0,0.0,,1e-12
success,,B-B_2.38_hgbs-5_as-002-002,hamiltonian_generator/library/B-B/2.38/hgbs-5/B-B_2.38_hgbs-5_as-002-002.tensors.npz,B-B,2.38,hgbs-5,2,2,4,,14,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0011364580132067204,0.0003044172190129757,0.00033900002017617226,0.9999999999756516,4.869682435071354e-11,0.664294462149021,6.97831099555713e-06,8.881784197001252e-16,8.881784197001252e-16,,1e-12
success,,B-B_2.38_hgbs-5_as-002-002,hamiltonian_generator/library/B-B/2.38/hgbs-5/B-B_2.38_hgbs-5_as-002-002.tensors.npz,B-B,2.38,hgbs-5,2,2,4,,14,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,1400,,,,,,,4,0.0011364580132067204,0.0003044172190129757,0.00033420883119106293,0.9999999999756513,4.8697490484528316e-11,0.6642944621490211,6.978358724265207e-06,1.3322676295501878e-15,1.3322676295501878e-15,,1e-12
success,,B-B_1.36_hgbs-5_as-002-004,hamiltonian_generator/library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004.tensors.npz,B-B,1.36,hgbs-5,2,4,6,,33,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,3300,,,,,,,9,0.0022882921621203423,0.00036670779809355736,0.0010122498497366905,0.9999999850672586,2.986548253147703e-08,0.8030097715994889,0.00017281632664051632,0.0,0.0,,1e-12
success,,B-B_1.36_hgbs-5_as-002-004,hamiltonian_generator/library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004.tensors.npz,B-B,1.36,hgbs-5,2,4,6,,33,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,3300,,,,,,,9,0.0022882921621203423,0.00036670779809355736,0.001035457942634821,0.9999999970981519,5.803696190298524e-09,0.8030186045664794,7.618199387190206e-05,0.0,0.0,,1e-12
success,,B-B_1.87_hgbs-5_as-002-004,hamiltonian_generator/library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004.tensors.npz,B-B,1.87,hgbs-5,2,4,6,,33,jw_magnitude_descending_lexicographic,1,100,0.01,1.0,3300,,,,,,,9,0.0021987920626997948,0.0002993331290781498,0.001023249700665474,0.99999999999691,6.179945444273471e-12,0.7349206269323684,2.4859496061411766e-06,0.0,0.0,,1e-12
success,,B-B_1.87_hgbs-5_as-002-004,hamiltonian_generator/library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004.tensors.npz,B-B,1.87,hgbs-5,2,4,6,,33,fermionic_signed_coefficient_lexicographic,1,100,0.01,1.0,3300,,,,,,,9,0.0021987920626997948,0.0002993331290781498,0.001034500077366829,0.9999999999969126,6.174838418360196e-12,0.734920626932366,2.4849222157565003e-06,0.0,0.0,,1e-12
