case_id,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,jw_number_of_colors,fermionic_number_of_colors,raw_jw_one_minus_overlap,signed_baseline_one_minus_overlap,jw_mean_one_minus_overlap,jw_median_one_minus_overlap,jw_std_one_minus_overlap,jw_minimum_one_minus_overlap,jw_maximum_one_minus_overlap,jw_schedules_beating_baseline,jw_fraction_beating_baseline,fermionic_mean_one_minus_overlap,fermionic_median_one_minus_overlap,fermionic_std_one_minus_overlap,fermionic_minimum_one_minus_overlap,fermionic_maximum_one_minus_overlap,fermionic_schedules_beating_baseline,fermionic_fraction_beating_baseline,jw_pearson_log_bch_squared_vs_log_overlap_error,fermionic_pearson_log_bch_squared_vs_log_overlap_error
Li-Li_2.66_sto-6g_as-006-002,Li-Li,2.66,sto-6g,6,2,8,110,184,11,15,7.524230966060586e-07,2.4790853481171382e-08,1.4400772170963805e-06,7.25330589590456e-07,1.5057788303594197e-06,4.369574480023175e-09,4.734652233384651e-06,3,0.15,2.952321823068704e-07,2.4423656430627716e-08,8.127305881983256e-07,3.676312476663668e-09,2.9544148397731007e-06,10,0.5,0.9765167950792402,0.8900049932440744
Li-Li_2.66_sto-6g_as-006-004,Li-Li,2.66,sto-6g,6,4,10,153,251,14,20,4.475184131047527e-07,5.8616348330708945e-08,2.2152287790233594e-07,7.453220207676026e-08,2.3115985768270117e-07,2.8717360933683267e-08,7.600968134902075e-07,7,0.35,7.859055045189578e-07,6.241607283796746e-07,7.474612271311109e-07,2.780763141974063e-08,2.1034103329098386e-06,6,0.3,0.9542387032597075,0.9771225640665647
Li-Li_2.66_sto-6g_as-006-006,Li-Li,2.66,sto-6g,6,6,12,202,326,16,21,2.5716399143504987e-07,1.8621788644423987e-07,1.26490816396152e-06,7.10659835589933e-07,1.3282391373320414e-06,1.9261093608946567e-08,3.4676279845324842e-06,7,0.35,1.0682521472960005e-07,7.807971802442637e-08,9.914220375343085e-08,1.554426154459776e-08,4.744394023203924e-07,18,0.9,0.9689304173075838,0.8075212312004801
Li-Li_2.66_sto-6g_as-006-008,Li-Li,2.66,sto-6g,6,8,14,385,665,33,45,3.4124581971273216e-07,4.3989874387584393e-07,1.2548304266002396e-06,1.4000246787437831e-06,6.88250510154921e-07,9.26708788595576e-08,2.5106436619681816e-06,2,0.1,5.972888466765358e-07,2.400614247388688e-07,6.956336931718185e-07,8.029905618212041e-08,2.2974039984857697e-06,14,0.7,0.9168470324024643,0.9796446452487503
Li-Li_2.66_sto-6g_as-006-010,Li-Li,2.66,sto-6g,6,10,16,686,1240,40,73,4.722596470552176e-07,7.844819511770851e-07,1.0829496962294626e-06,7.975765413670288e-07,8.079246643259385e-07,2.2559979917513573e-07,3.2070043221033018e-06,10,0.5,4.7301622591033876e-07,2.407300453421968e-07,6.94622923912893e-07,7.648322508657657e-08,2.9921042959957234e-06,17,0.85,0.8789338493810164,0.967130710700145
