case_id,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,jw_number_of_colors,fermionic_number_of_colors,raw_jw_one_minus_overlap,signed_baseline_one_minus_overlap,jw_mean_one_minus_overlap,jw_median_one_minus_overlap,jw_std_one_minus_overlap,jw_minimum_one_minus_overlap,jw_maximum_one_minus_overlap,jw_schedules_beating_baseline,jw_fraction_beating_baseline,fermionic_mean_one_minus_overlap,fermionic_median_one_minus_overlap,fermionic_std_one_minus_overlap,fermionic_minimum_one_minus_overlap,fermionic_maximum_one_minus_overlap,fermionic_schedules_beating_baseline,fermionic_fraction_beating_baseline,jw_pearson_log_bch_squared_vs_log_overlap_error,fermionic_pearson_log_bch_squared_vs_log_overlap_error
F-F_1.28_sto-6g_as-004-002,F-F,1.28,sto-6g,4,2,6,27,33,3,4,1.3152730793386525e-08,1.5031560218758955e-08,3.8625526418423204e-07,4.2765342467276923e-07,1.241952916698967e-07,1.3669389176129698e-08,4.276542352465995e-07,2,0.1,3.393096094095327e-08,1.5817686938035536e-08,2.3967718393746306e-08,1.3530958131724447e-08,6.632278282125981e-08,9,0.45,0.9999999999996625,0.9999922506437516
F-F_1.28_sto-6g_as-006-002,F-F,1.28,sto-6g,6,2,8,48,60,4,4,5.562127938230077e-07,1.052621180108737e-06,8.843375749745253e-07,1.0527918078984122e-06,2.1142954260002336e-07,5.285774064001103e-07,1.0639984222571286e-06,10,0.5,9.419411894473484e-07,1.0509076983078458e-06,1.4950213958195313e-07,6.514643308141999e-07,1.0749357836070672e-06,11,0.55,0.9999266666084161,0.9999173084806746
F-F_1.28_sto-6g_as-008-002,F-F,1.28,sto-6g,8,2,10,121,187,10,16,5.7966688282729e-07,1.0612518689390171e-06,2.3073651743932278e-05,2.564556352668834e-06,3.0578942362011766e-05,2.408980184220866e-07,8.876852697514703e-05,2,0.1,1.2952552494671644e-06,1.0700994674261999e-06,9.194538372061436e-07,8.531338824280255e-08,3.851122026277132e-06,9,0.45,0.9970922118099301,0.99939145177004
F-F_1.28_sto-6g_as-010-002,F-F,1.28,sto-6g,10,2,12,230,382,19,26,5.99707544846062e-07,1.072512357813693e-06,2.8772284576317197e-06,2.924549155902678e-06,1.3031677656290132e-06,4.2801120936353243e-07,5.114983638421222e-06,2,0.1,1.216626428907075e-06,1.098909423902228e-06,6.009448377605495e-07,3.2104100189389584e-07,2.6714882102041315e-06,9,0.45,0.45924171707526384,0.9907082836655404
F-F_1.28_sto-6g_as-012-002,F-F,1.28,sto-6g,12,2,14,387,669,22,43,6.690597273251164e-05,2.1318536883585537e-06,5.198019902918904e-06,4.6583309643022375e-06,2.61717872599475e-06,1.9110600083527274e-06,1.2106147232571196e-05,2,0.1,2.3018976652078305e-05,1.3406631144796677e-05,2.7966017307593018e-05,1.7781321478560486e-06,0.0001095344175718882,1,0.05,0.08148103567156949,0.9951802286894584
F-F_1.28_sto-6g_as-014-002,F-F,1.28,sto-6g,14,2,16,656,1176,26,53,0.00013421411171798958,2.820262864133838e-06,6.003277257560225e-06,5.83231598322298e-06,3.132115868130116e-06,1.0499073391789793e-06,1.3197028581379833e-05,5,0.25,2.3531210189037256e-05,7.675866835699097e-06,3.965518550562103e-05,1.3234059019762157e-06,0.0001794904612389958,3,0.15,0.6632158422518183,0.991035299441831
