case_id,molecule,schedule,delta_log10_cancellation,delta_log10_error,step_rows,reference_schedule,steps_collapsed,cancellation_ratio_to_signed,error_ratio_to_signed,point_label
Be-H_1.47_hgbs-5_as-005-007,Be-H,signed_parent_blocks_randomized,0.4410153650222553,1.214144120909059,3,fermionic_signed_reference,50/100/200,2.760675525180704,16.373597902025505,Be-H
H2O_s-1.00_hgbs-5_as-004-008,H2O,signed_parent_blocks_randomized,0.8609670917563699,1.7809745346959795,3,fermionic_signed_reference,50/100/200,7.260509395441575,60.39132172649988,H2O
Li-H_1.81_hgbs-5_as-004-008,Li-H,signed_parent_blocks_randomized,0.6660004442644459,2.13939045905371,3,fermionic_signed_reference,50/100/200,4.634473938226578,137.8448226774321,Li-H
Li-Li_2.66_hgbs-5_as-006-006,Li-Li,signed_parent_blocks_randomized,0.8790416523868472,2.4375106747785886,3,fermionic_signed_reference,50/100/200,7.5690548495610726,273.84869443126235,Li-Li
Be-H_1.47_hgbs-5_as-005-007,Be-H,signed_parent_within_randomized,0.0,2.379001383948928e-07,3,fermionic_signed_reference,50/100/200,1.0,1.0000005477854623,
H2O_s-1.00_hgbs-5_as-004-008,H2O,signed_parent_within_randomized,0.0,-7.07050608641188e-07,3,fermionic_signed_reference,50/100/200,1.0,0.9999983719571338,
Li-H_1.81_hgbs-5_as-004-008,Li-H,signed_parent_within_randomized,0.0,-6.550515516959767e-08,3,fermionic_signed_reference,50/100/200,1.0,0.9999998491688176,
Li-Li_2.66_hgbs-5_as-006-006,Li-Li,signed_parent_within_randomized,0.0,-1.688647547073696e-07,3,fermionic_signed_reference,50/100/200,1.0,0.9999996111746087,
